	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34
père	0.025826707854357624	0.0	0.007181477427273029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004557342748790375	0.0	0.0	0.0	0.0	0.060635714544597874	0.0	0.0	0.0	0.0	0.005781015146259683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01484248053743361	0.0	0.013246401136143567	0.0
ami	0.01752164885805439	0.0	0.029696155504693667	0.009489237039867532	0.0	0.0	0.0	0.0	0.0	0.03156384505021521	0.0	0.0	0.0	0.005726435405629953	0.007238470340900019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005710673728721202	0.0	0.0	0.010524317712068165	0.0	0.0	0.0	0.0	0.0	0.009837970434445807	0.011531739461294665
fil|fils	0.01467311490352965	0.0	0.0	0.0	0.0	0.0	0.00412855546178235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025624297778261026	0.0	0.0	0.0	0.0	0.007102390036833325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
homme	0.014647794601711653	0.012376907927129492	0.0	0.0	0.00929018190164687	0.009223469742519991	0.0	0.007028713040505896	0.012564395191825678	0.0	0.006236864372082867	0.0	0.003315589854130501	0.022834272849906644	0.0	0.0	0.00721974556920735	0.0	0.0	0.005301629588394733	0.0	0.0073171134565515415	0.0032260473452318723	0.0	0.004708036356502975	0.0	0.0060059743083629765	0.0	0.018273816024170945	0.037863092175702544	0.0	0.011810928140081974	0.0	0.0033955199793428443	0.0
voir	0.012672811059907835	0.01606351550960118	0.021793213255050254	0.0	0.03633442359557009	0.008480411204504707	0.0	0.004870962228678858	0.0	0.017488484482368043	0.002988781832573628	0.01634627958676605	0.010423951228742791	0.0	0.004537349974718578	0.0	0.01709253017288246	0.004917808453498914	0.007643647865050079	0.01441380544344818	0.0	0.003749401252002709	0.0	0.010156542581080069	0.022319579764162253	0.006727250298120811	0.0038526900220606087	0.01204988681261512	0.0	0.0	0.007478621563358841	0.0	0.007590360334603005	0.0	0.008872498599299231
baron	0.010811768876285006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
jeune	0.00988757785992809	0.0	0.0	0.0	0.0	0.007853242530216577	0.0	0.004529140317894377	0.0	0.0	0.0	0.0	0.004319316807490107	0.0	0.0	0.0	0.021717226631872713	0.0	0.0	0.0	0.0	0.0	0.004450750504069898	0.0	0.006320974737897513	0.004802829063695053	0.0	0.0	0.006886049531020591	0.0	0.011309882610161526	0.0	0.0	0.0	0.0
là	0.009735656049020104	0.0	0.005456596012870269	0.0	0.0	0.0	0.0	0.009400102546573235	0.0	0.0	0.0	0.0	0.009979678642829523	0.0	0.003659153205418208	0.0	0.004508716610488928	0.0	0.0	0.01967567280992995	0.0	0.0	0.0	0.0	0.0	0.0	0.014313007314833384	0.0	0.0	0.0	0.0	0.0	0.005312329954716076	0.0	0.0
connaître	0.008950726692662177	0.006887001477104874	0.0	0.0	0.00898031789751535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004673971726220231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0070195236188465415	0.0	0.0	0.0	0.0	0.0	0.006321968841724994
voilà	0.00782397326176128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005232953258325153	0.0	0.0	0.007807679333920212	0.0	0.0	0.0	0.00440723424305027	0.0	0.0	0.008866975486590191	0.0	0.0	0.0	0.0	0.0	0.0	0.007599826892831885	0.0	0.0	0.0	0.0	0.0	0.0	0.0032664127557936865	0.0
