	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34
ici	0.007672051450853294	0.0	0.0	0.0	0.0068170080908934415	0.0	0.0	0.0	0.0	0.00804953560371517	0.0	0.0	0.0	0.0	0.0	0.0	0.004226015729766953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0033478746068783607	0.0	0.0
malheur	0.006950422849040361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004001569242840329	0.0	0.005663900229593432	0.0	0.009952890474985028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003746351906207404
enfant	0.006608598774497392	0.018316100443131464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0315175238302345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
secret	0.00630475515268142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004389034412429265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
doute	0.006241454398136426	0.0	0.0	0.0	0.006822746313192173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004393362238475651	0.0	0.0038853554035713335	0.0	0.0	0.0	0.004800813314255591	0.0	0.0	0.0	0.0	0.0	0.00435929292268794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
docteur	0.006228794247227427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0046322120631532996	0.0	0.0	0.0
apprendre	0.005507165645414493	0.010505908419497785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005303680470230855	0.0	0.0	0.0	0.0	0.003634200475895303	0.0	0.0	0.0	0.0038143813073519476	0.0	0.0	0.0	0.0	0.0	0.0	0.003080057235709262	0.0	0.0	0.0
infortuné	0.005393224287233504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0047861906630051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0036537344264411594	0.0
jour	0.005380564136324505	0.0	0.005697084286993731	0.0	0.006134159637344351	0.011738961490479989	0.0	0.0	0.005034290772955619	0.009997734652269124	0.0	0.004727344056492742	0.003825680600919809	0.0	0.0	0.02477108969332502	0.010633902359465043	0.0038487196592600194	0.0	0.0	0.0	0.0	0.003539690837129415	0.0	0.0	0.012319585509272585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0037296271209118353
francisque	0.0052159821745075205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
vieillard	0.0052159821745075205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
toujours	0.005203322023598521	0.013263170851797144	0.011294656184694994	0.0	0.0	0.0	0.0	0.0	0.0	0.006554406101336555	0.0	0.0	0.007569088500744568	0.0	0.0	0.007612849848422171	0.0	0.0	0.006156337073574818	0.007269859573086277	0.0	0.0	0.0	0.00411205153172047	0.0	0.004704140795262963	0.0	0.0	0.006710106415250021	0.0	0.0	0.003152814493245701	0.0	0.0048931637725130725	0.004816738165123805
seul	0.005190661872689522	0.006136139832594781	0.0	0.0	0.00702932231594652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00700963413329823	0.0	0.0	0.00871804054012336	0.0	0.0	0.003972437683560509	0.0	0.004723960728639699	0.0	0.0	0.005849749082465733	0.0	0.0	0.0	0.0056171876098480055	0.0	0.004922341032023027	0.0	0.0	0.0	0.005125556774901556	0.01174916167013706
revenir	0.0051400212690535275	0.0	0.0	0.0	0.0	0.006830684909094628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005495082210134413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0047032522039903825	0.0	0.0	0.0	0.0	0.0	0.0	0.0
point	0.005064060363599534	0.017355982274741506	0.011485388264172223	0.018061393453063304	0.012962644172835255	0.0	0.0	0.0	0.004149023539575711	0.0	0.0030706662663427683	0.003759644304956192	0.0	0.004993880486344997	0.0	0.0	0.0	0.0	0.016172151517433543	0.007660854755230389	0.005123872747995441	0.007449250945608906	0.003166305727727578	0.0	0.0	0.0	0.0	0.0	0.006667637387305401	0.009580488618824478	0.0	0.011980695074333665	0.0035507760982043217	0.03434252146407592	0.01920841591196073
époux	0.00500075960905454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004494219129426262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00468659221483442	0.0
temps	0.00489947840178255	0.003908173313638602	0.007355624108534846	0.0056043816074385425	0.0	0.005903565999277393	0.0	0.0	0.0	0.0	0.005622731118814313	0.0	0.0	0.0	0.0	0.018917901002080722	0.0	0.0	0.009658106785149485	0.005951079212973088	0.011067565135670152	0.0	0.0	0.008448805332933863	0.008391638876174284	0.003232040791150952	0.0	0.005518763796909493	0.0	0.0	0.0	0.0034923483617490844	0.0	0.0	0.0
donner	0.004836177647237555	0.011724519940915805	0.0	0.003349891733537129	0.008940150341424227	0.006926123620399343	0.004003102119021008	0.006323705349512904	0.009567285642672015	0.009620176697123008	0.0	0.0	0.0	0.0	0.0	0.0	0.010960095683375014	0.004396093121910334	0.007681301302808946	0.004725077370656806	0.009277958849053209	0.003220851295773252	0.00531700395788216	0.0	0.004947797467250812	0.0029277519634853407	0.009088126326011463	0.005125068545155439	0.007917440209675658	0.006111211535520114	0.005813300095015274	0.0	0.0	0.0	0.0
chaumière	0.004836177647237555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
puis	0.004734896439965565	0.0	0.0	0.0	0.004665174728868997	0.0	0.0	0.004571868056742437	0.0	0.010888771426413955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004682161386932129	0.0	0.0	0.0	0.0	0.0	0.0	0.005351931294582006
femme	0.004658935534511572	0.0	0.006310744020963943	0.0	0.0	0.015713302111240637	0.0	0.0075200820372585886	0.0	0.0	0.0	0.0	0.01284276864093725	0.0	0.006160683396758656	0.0	0.01559928962342793	0.0	0.007361247081858573	0.008058476974359994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037488017667115625	0.0	0.004556646471663994	0.0	0.0	0.007501129688206055	0.0
ainsi	0.004633615232693573	0.005773018217626785	0.0	0.0	0.0	0.0	0.0	0.004059135190565715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
château	0.004532334025421583	0.0	0.0	0.0	0.0	0.004403814821631866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
nom	0.004469033270876589	0.0	0.0	0.0	0.0	0.0	0.005257635546634429	0.0	0.003178429343942319	0.0	0.003889510604034173	0.0	0.0	0.0	0.0	0.0	0.005458301620093509	0.0	0.0	0.0	0.0	0.003749401252002709	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005590342779678523	0.0
bonheur	0.0043171114599686025	0.0	0.0068165986665339835	0.004292446822060884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0041490957811351975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009531641926066039	0.0	0.0	0.0	0.003434514787880473	0.0	0.0	0.0	0.0	0.011071807865666524
près	0.004279131007241606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004492089479789711	0.0	0.003086994704207361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
pauvre	0.004165189649060617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009033992128587732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00621941937588344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006269857186586306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
quitter	0.004076568592697625	0.0	0.0	0.0	0.0	0.006476198267105685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004994967986515439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0071357264380422095	0.0	0.0	0.0	0.0	0.0	0.0	0.0
amant	0.004076568592697625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004838815144183614	0.011472511205230478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007956816604366842
ignorer	0.003975287385425634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004311318623390316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
penser	0.003975287385425634	0.0	0.009171725213122367	0.0	0.006002180524473518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007022366142028768	0.007435535497723612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
retrouver	0.003924646781789639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hymen	0.0038993264799716413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
jamais	0.0038107054236086496	0.012290743476120138	0.00539854711911633	0.003974016048910967	0.005652148964250875	0.0	0.0	0.0	0.0	0.006637468851468701	0.0	0.0	0.014463540852509728	0.0	0.0	0.0	0.003979558551701642	0.0	0.006514044732284057	0.007163826981318382	0.0	0.0	0.0	0.004179462212568347	0.0	0.003322505037213701	0.0	0.005589066520437002	0.004720129105844952	0.0	0.0	0.0	0.0	0.0	0.014625824740974888
parler	0.0037474046690636554	0.0	0.01454539423491558	0.004572665902432811	0.027101623916910542	0.0	0.0	0.0	0.0	0.009967530015857434	0.005267898572481371	0.0	0.0	0.0	0.0	0.0	0.005654017614439491	0.0	0.0	0.009648965850878414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0037348725535372154	0.0	0.0044025563230262734	0.0
frère	0.003709424216336659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023812112645427857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
saint	0.0036967640654276598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003393032972296884	0.0	0.006806567358921388	0.0	0.0	0.0	0.0	0.02456105577853757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018043799869036935	0.0	0.0	0.0
tant	0.003620803159973667	0.0035758247168882324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006458265159326512	0.0	0.0	0.006909405828752165	0.0090591595591695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grand	0.003620803159973667	0.006542343673067454	0.005415132517331741	0.0	0.0	0.006939757722014302	0.01299012340046988	0.0	0.010911185298164403	0.005414181076795288	0.009211998799028304	0.0	0.003981998733000403	0.0	0.0	0.0	0.007154506904425356	0.00689348454525239	0.005459748475035771	0.007879546975751672	0.0	0.007366665014948054	0.003972817564035547	0.005025840760991686	0.005667080799494322	0.0	0.006058750884007642	0.0	0.0	0.004581670536868891	0.008837442147958193	0.015351781340188685	0.00439005044868898	0.0	0.0
perdre	0.003532182103610675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003746567281286779	0.0	0.004145188811563647	0.0	0.00783512283669727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004503148440831891
moins	0.0	0.011016740521910389	0.0	0.0	0.0	0.0	0.0	0.0	0.003231758695350747	0.0	0.003207140322624669	0.0	0.006219816202785754	0.0	0.005295792639114352	0.006785500392064854	0.0	0.0	0.029181414263122225	0.010218891031630848	0.006618543920337526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005150886389283244	0.003399752492456582	0.0	0.0	0.0	0.0	0.007187476480770678
bon	0.0	0.009779665189561791	0.005879523667363253	0.0	0.0	0.004335644313557069	0.0	0.0	0.009737939567178984	0.0054292833950011325	0.002988781832573628	0.0	0.0	0.0	0.012108470607020251	0.0	0.01815084629045703	0.0	0.0	0.01654771135277706	0.0	0.004872569908990304	0.0	0.0	0.0029207262582009196	0.0	0.01512576657976124	0.0	0.0	0.0	0.0	0.003031552397351636	0.0	0.0	0.0
chose	0.0	0.008813392417528312	0.009602945566723057	0.0	0.0	0.0	0.0	0.0	0.0	0.006720531601600846	0.0	0.0	0.005874270858186545	0.0	0.0	0.0	0.0	0.0	0.0	0.01734295579103627	0.0	0.0032704028541697635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005735778744942086	0.0	0.0	0.0	0.0	0.0
mieux	0.0	0.00837641555883801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00715772499526932	0.0	0.0	0.0	0.0	0.0	0.0	0.00899951622630006	0.0	0.0	0.0	0.0	0.0	0.0	0.004032130379252472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sentir	0.0	0.007465534219596258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006871939887505171	0.0	0.0	0.004989080503049929	0.0	0.0	0.0	0.0	0.008748408358924426	0.0	0.0	0.0	0.004942281463983914	0.0	0.0	0.0	0.0	0.0	0.0	0.007781206358763369
âge	0.0	0.006923929098966027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005588778949657497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0037130064431582397	0.0	0.0	0.0	0.0	0.0	0.0
encore	0.0	0.00656080748399803	0.009329286496168774	0.0	0.011292821483904286	0.0	0.0	0.0	0.0	0.0088726119459337	0.0	0.0076369818229371	0.007708952092606153	0.0	0.006001011256885861	0.011410013398121793	0.0	0.005567814440396161	0.0174335416823556	0.008780824005778776	0.003519225770330527	0.00315478255124457	0.0	0.0	0.0	0.008141782145647437	0.005921531787331511	0.0051180382728026885	0.0	0.0	0.0	0.0	0.0	0.004725324381899167	0.0071665704991512175
soin	0.0	0.006253077301821763	0.0	0.004776461597248758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0069275081345739455	0.0	0.0	0.0	0.0	0.0035092279698466337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
besoin	0.0	0.006025356967011324	0.0	0.0	0.0	0.0	0.0	0.0	0.005802233433236985	0.0	0.0	0.0	0.0	0.0	0.0	0.004680081253125714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mettre	0.0	0.005902264894140818	0.0	0.0	0.0	0.006067175218656904	0.0	0.011472397880704152	0.005770235822391928	0.0	0.0	0.0	0.003776316980262779	0.0037878449484978157	0.006613087793064906	0.0	0.004008553513826973	0.008766528112758933	0.004311318623390316	0.005593219215756443	0.008973025934294455	0.0	0.0	0.0	0.0	0.0	0.009848109015294652	0.0052727042645632095	0.0	0.0	0.0034123765056855914	0.005553803991948197	0.0	0.0	0.0
raison	0.0	0.0058961102904972916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004010091121319377	0.00640171772798664	0.0	0.0041788480914391425	0.0	0.0	0.0	0.0	0.0	0.0	0.0036220013832769103	0.007758944338612567	0.0	0.0	0.0	0.0	0.004239733072426683
maître	0.0	0.0055699162973904485	0.0	0.0	0.0	0.0	0.0035697178440272804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02078341548886942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tenir	0.0	0.005477597242737568	0.0	0.0	0.0	0.0	0.0	0.003503674585540933	0.0	0.0	0.0	0.0	0.003998453273219413	0.0	0.0	0.0	0.0	0.0036947708728896187	0.0	0.005480559587003055	0.0	0.0	0.0	0.0	0.0	0.0	0.003810468761544876	0.008738628534469425	0.0	0.0	0.0	0.0	0.0	0.0	0.0
servir	0.0	0.0052621861152141805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010078405884143582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0037260262405134107	0.0	0.0	0.0	0.004342095853043043	0.0	0.0	0.0	0.0
vie	0.0	0.005225258493353028	0.0053239128271469795	0.0	0.0	0.0	0.0	0.0	0.0031677634736606334	0.0	0.0	0.009232378710605466	0.0	0.006718064625637636	0.0	0.018979643498823806	0.0	0.0	0.0	0.0	0.0	0.004277951208232165	0.0	0.0	0.0	0.002853735762161273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0044154670453811894	0.005239038993836917
mal	0.0	0.005188330871491876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005681767422746724	0.0	0.01149645289356211	0.0	0.0	0.0	0.0064746151348270675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006118163994604892	0.0	0.0	0.0	0.0	0.0
leçon	0.0	0.004911373707533235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
lieu	0.0	0.00482520925652388	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003744176281218132	0.0	0.0	0.0	0.0	0.002870183806899955	0.0	0.0	0.0	0.0	0.0	0.0	0.005893366043513147	0.0	0.0
propre	0.0	0.004812900049236829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004141878153475412	0.0	0.0034992301693627403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004525984978098116	0.0	0.0	0.0	0.0	0.0	0.0
gens	0.0	0.0045482520925652385	0.0	0.0	0.0	0.006530734673565522	0.0	0.0	0.009513956291263585	0.0	0.004421759423533587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004526266261092003	0.0	0.0	0.0	0.0	0.0033784520150831536	0.0	0.0	0.0	0.0032033781078227947	0.0	0.0	0.0035651056192855237	0.0	0.0	0.0
montrer	0.0	0.004462087641555884	0.0	0.0031333588077951855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
état	0.0	0.004382077794190054	0.0	0.0	0.0	0.0	0.004390866996646974	0.0	0.005866228654927099	0.0	0.0	0.0	0.004171225945519017	0.0	0.0	0.014318084994721017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
commencer	0.0	0.004320531757754801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
naturel	0.0	0.004283604135893649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0032155121158069723	0.0	0.0	0.0	0.0	0.0	0.0
laisser	0.0	0.004209748892171344	0.004975619464623346	0.0	0.005319332070924427	0.004458351228091703	0.0	0.0	0.0	0.0	0.0	0.003694259186609128	0.004418044048804166	0.0	0.0	0.0066311441502071465	0.0	0.0	0.005120867535205964	0.004241303670715786	0.007348383355661754	0.0	0.0	0.0	0.0	0.0	0.0	0.00802857102684158	0.0	0.0	0.0	0.0	0.0	0.004673681492479504	0.0
presque	0.0	0.004098966026587888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004785043497588955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
manière	0.0	0.004043574593796159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004014907813438423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
