	id	Ranked topics
0	Abbes_Voyage	[(0.1532658135092685, 1), (0.0674526412041606, 16), (0.0672241793862421, 8), (0.0615277613470646, 23), (0.0574419627678541, 6), (0.0499966832356065, 11), (0.0481357712388868, 24), (0.0473354322051181, 32), (0.037403612439585, 2), (0.0367876565581193, 12)]
1	AndreSerieys_Comte	[(0.1040757042257536, 5), (0.0681844773503929, 31), (0.0612135528009178, 0), (0.0506828784129537, 11), (0.0468750743735275, 32), (0.0415376632009505, 8), (0.0403884315538549, 34), (0.0390338099791535, 4), (0.0349272229941951, 23), (0.0330328229524351, 39)]
2	Anonym_Enfant	[(0.1132597746515892, 2), (0.0790856221620946, 25), (0.0733845082734561, 31), (0.0637606753472636, 16), (0.046888859724841, 7), (0.0444002812085325, 39), (0.0443625049798937, 24), (0.0442606362643766, 0), (0.0345263124072515, 32), (0.0342267644692251, 4)]
3	Anonym_Histoire	[(0.156147823542169, 3), (0.0902224172828318, 0), (0.0702238296390854, 5), (0.0463819583374029, 11), (0.0458569296110237, 22), (0.0397079414586335, 32), (0.0396222259517124, 6), (0.0324775236006371, 33), (0.0317933765328135, 26), (0.0295416860986854, 24)]
4	Anonym_Suzon	[(0.0874638444003526, 0), (0.073820135054637, 31), (0.0546921665902295, 6), (0.0489451119353809, 24), (0.0467861362528335, 25), (0.0425554404735029, 34), (0.0402803352211808, 4), (0.0398201888335115, 26), (0.0358570316453664, 16), (0.0344583488238057, 1)]
5	Anonyme_Venus	[(0.088000013613111, 16), (0.0798807860314266, 31), (0.0761775359459291, 25), (0.0566775732490286, 28), (0.0472159553332422, 23), (0.0457692117395337, 2), (0.0402017668339413, 24), (0.037576280382241, 0), (0.0335156126544521, 26), (0.0326553677231627, 4)]
6	Anonyme_Zoloe	[(0.0905965023732077, 16), (0.0875315921342159, 28), (0.0841947648548473, 21), (0.0457792088311798, 33), (0.0406144459990539, 1), (0.040301117370204, 24), (0.0380734803767631, 23), (0.0347934792998848, 27), (0.0320184440116461, 0), (0.0316771503129403, 31)]
7	Arnaud_Adelson	[(0.1514391596124205, 12), (0.1149776310497012, 38), (0.0924298908654959, 39), (0.0792975960433225, 29), (0.0779802922877739, 35), (0.0590728680185133, 22), (0.0526712046379731, 24), (0.0469863048838503, 21), (0.036727637916809, 32), (0.0352196001435036, 0)]
8	Arnaud_Anne	[(0.2352021716608781, 12), (0.1029198883002052, 39), (0.0936464301800553, 37), (0.0713455239548071, 38), (0.0526045324654793, 29), (0.0445871812879964, 33), (0.0444464812188716, 24), (0.0378949422012471, 0), (0.0355911215398727, 22), (0.0324225485944565, 35)]
9	Arnaud_Bal	[(0.1815838031132018, 38), (0.0874266626194621, 16), (0.0786278053169843, 39), (0.0763943975906225, 24), (0.0635064679544848, 26), (0.0603645815548556, 12), (0.0448083850839748, 31), (0.0412673451877527, 23), (0.0308309220690187, 32), (0.0275153831448369, 22)]
10	Arnaud_Batilde	[(0.188062714852537, 38), (0.1718852096612871, 12), (0.1101440552150702, 9), (0.1068515649293127, 39), (0.0638045181597828, 22), (0.0557694252689529, 33), (0.0381894532804298, 24), (0.0284826701100733, 0), (0.0273879726025461, 32), (0.0234937867840488, 37)]
11	Arnaud_Clary	[(0.1657027747122681, 12), (0.0951194514746861, 33), (0.0906478869443642, 39), (0.0842052950153717, 38), (0.0557066979305463, 37), (0.0482468759345053, 29), (0.0454763044176247, 22), (0.0425542036703224, 24), (0.0314624095071619, 15), (0.0291575466427924, 0)]
12	Arnaud_Epoux	[(0.2154240607364915, 12), (0.1518751307208179, 38), (0.0774038780985512, 39), (0.0639651850586155, 22), (0.0601352899038494, 24), (0.0448127569943016, 33), (0.0390119331715141, 0), (0.0370137234218038, 37), (0.0357550360974835, 29), (0.0353851450121609, 23)]
13	Arnaud_Fanny	[(0.1348051736445265, 12), (0.0931439059221653, 39), (0.0770079660575757, 22), (0.0758664533343224, 33), (0.075001284832687, 37), (0.0746389002496735, 29), (0.0703819936061289, 38), (0.0615578689373898, 35), (0.031741796807408, 23), (0.0281590988574306, 24)]
14	Arnaud_Julie	[(0.174291615420909, 12), (0.1396615529665968, 33), (0.0715395168175261, 39), (0.0651835246555836, 24), (0.0494413808254793, 38), (0.0450083433567043, 16), (0.0435271976188494, 37), (0.0407703123065597, 22), (0.035449073309876, 26), (0.0329832144660423, 29)]
15	Arnaud_Lucie	[(0.2961847626119239, 12), (0.1857792981883741, 38), (0.0964895488263851, 39), (0.0696165331156912, 22), (0.0415538975059821, 17), (0.0315581918966453, 24), (0.0298578750305473, 33), (0.0269459533089048, 37), (0.0217588139945871, 15), (0.0208922393107826, 28)]
16	Arnaud_Matinees	[(0.212523620053895, 22), (0.1138976839418099, 12), (0.1038014593049301, 38), (0.0767854154203784, 39), (0.0522613883729539, 24), (0.0446583450361233, 0), (0.0420621781028492, 15), (0.0378134772876084, 33), (0.0297508858440767, 32), (0.0268756181331878, 23)]
17	Arnaud_Nancy	[(0.126448902353467, 12), (0.09687882416336, 22), (0.093431668893804, 39), (0.0934079075966114, 38), (0.062920390019459, 37), (0.0532613553910523, 29), (0.0508507889350041, 33), (0.0448208211944422, 32), (0.0342573410744188, 0), (0.0334405977851134, 16)]
18	Arnaud_Sargines	[(0.1512488832773396, 18), (0.0786432332167686, 38), (0.0765961606219017, 39), (0.0594915112586745, 24), (0.0586035847296035, 22), (0.0516212225606834, 12), (0.0440271188276869, 33), (0.0392047417312596, 9), (0.0386569393000542, 16), (0.0369595836200082, 6)]
19	Arnaud_Selicourt	[(0.2402334520403524, 38), (0.1337701896538498, 12), (0.0984005284404608, 39), (0.0664525085724496, 22), (0.0477869979812375, 24), (0.0422601544676215, 28), (0.0408038211995899, 33), (0.0330966820160436, 23), (0.0329516738666145, 0), (0.0302441446024501, 32)]
20	Arnaud_Sidney	[(0.2067299437412052, 12), (0.0839593883330879, 33), (0.0770758428963386, 39), (0.0743917053736381, 38), (0.063240368406707, 22), (0.0622713875902757, 24), (0.0613426234053776, 37), (0.0296603376110664, 29), (0.0269790039018122, 21), (0.0260486894310779, 3)]
21	Arnaud_Zenothemis	[(0.2010154680457073, 12), (0.0900973165399156, 38), (0.0859894035488294, 33), (0.070954326430285, 39), (0.0707553794465694, 29), (0.0656584183695473, 22), (0.0554019438198847, 11), (0.0359774873773098, 24), (0.0331424118198893, 37), (0.0286142110579376, 32)]
22	BarbeMarbois_Parisienne	[(0.1134883848840807, 16), (0.0795272562191294, 24), (0.0784092768671682, 26), (0.05829349140968, 28), (0.0582110732635088, 38), (0.0554442986360902, 0), (0.0424964950141828, 39), (0.0390613372944711, 8), (0.0389817086648005, 36), (0.0361778289420355, 23)]
23	Barthe_Femme	[(0.0883143581569846, 38), (0.086724995515709, 26), (0.0841819217190354, 16), (0.0618260306243988, 28), (0.0536488756814152, 24), (0.0511971227059583, 33), (0.0509665468504016, 1), (0.0407579404608116, 23), (0.0387855297006051, 39), (0.0289194236328295, 27)]
24	Bastide_Maison	[(0.1410720432401445, 2), (0.0994764377699571, 16), (0.094559413139007, 23), (0.0848902929102386, 38), (0.0697024762196607, 8), (0.0564431485862886, 0), (0.0554685981031188, 39), (0.0454344999339539, 12), (0.0414291094842444, 19), (0.0311727346587273, 27)]
25	Beauharnais_Lettres	[(0.2255578198415064, 38), (0.1842976498462852, 12), (0.0567112803792813, 20), (0.0530060600778246, 0), (0.0511678922716191, 15), (0.0416878628605286, 32), (0.0416660493663961, 22), (0.0415868094208014, 39), (0.0342618950219332, 29), (0.029603773453683, 33)]
26	Beaumont_Belle	[(0.1291580137683264, 31), (0.10619780008879, 17), (0.0876174181160766, 4), (0.0600947344409172, 12), (0.0599537452859854, 23), (0.0591992665091762, 37), (0.0507093022308055, 15), (0.0403531576619555, 16), (0.0371288570834242, 26), (0.0362101903730892, 39)]
27	Beaumont_Clarice	[(0.1118316885472998, 34), (0.0926846276858009, 0), (0.051921944301819, 22), (0.0460829119930009, 37), (0.0425263047852496, 32), (0.0416209653372718, 20), (0.040319391521659, 6), (0.0392086239678344, 23), (0.0383285345150266, 26), (0.0359914920344087, 15)]
28	Beaumont_Prince	[(0.0914792419114056, 29), (0.0881668695886275, 9), (0.0734919038708967, 4), (0.062391277174053, 37), (0.0592992828984492, 26), (0.0547666758904217, 0), (0.0524546384790544, 27), (0.0448661516482099, 8), (0.0433545582064101, 31), (0.0367972399605927, 23)]
29	Beckford_Vathek	[(0.1259487168712384, 21), (0.1011378628388977, 4), (0.0957607127961, 8), (0.0917886132661805, 9), (0.0627575676255289, 2), (0.0533300879996731, 39), (0.0441074314808195, 16), (0.0375936626930073, 23), (0.0308807637205701, 26), (0.0300970427792884, 27)]
30	Bellin_Nuit	[(0.2255499515015503, 2), (0.1268574676201177, 21), (0.0746111455603482, 23), (0.0553469548529123, 1), (0.0499866959156288, 8), (0.0453049453375009, 39), (0.0326205021091876, 10), (0.0305433801181044, 26), (0.0293732084696429, 16), (0.0262823722664187, 32)]
31	Benoist_Elisabeth	[(0.1404313990958693, 38), (0.0976267364346334, 0), (0.0743177012151427, 20), (0.0732216690389759, 12), (0.0690858036111885, 22), (0.0450143104530255, 24), (0.0440319995021126, 32), (0.038024272235047, 26), (0.0367419748541602, 33), (0.0318434323975362, 36)]
32	Benouville_Pensees	[(0.1200920854199716, 26), (0.0969143410416497, 3), (0.0679814192695518, 33), (0.0678385946906489, 23), (0.0553460394609029, 0), (0.0540441486222762, 6), (0.0462285634933124, 38), (0.0413047391929366, 19), (0.0407565313993537, 12), (0.039465141383347, 36)]
33	Bernardin_Chaumiere	[(0.1654998899843881, 5), (0.1067240974862172, 8), (0.069023544729727, 3), (0.0484843823229169, 23), (0.0442724541836602, 1), (0.0414440492127253, 21), (0.0387049828690857, 2), (0.0345724260598129, 12), (0.0335190216321814, 4), (0.031066802142436, 39)]
34	Bernardin_Paul	[(0.1784405995506834, 8), (0.060614515875956, 5), (0.0538621581116971, 1), (0.0487412690004223, 21), (0.041688909133875, 12), (0.0403619730367208, 3), (0.03867478072092, 24), (0.0354450386259174, 6), (0.0323433789715437, 34), (0.0307464018706958, 11)]
35	Berquin_Enfants	[(0.1919276849795032, 17), (0.1341822014600829, 4), (0.0696288382896776, 23), (0.0602812932801999, 2), (0.0569765555520281, 31), (0.0505496954712771, 27), (0.0400146969411899, 8), (0.0388468842425489, 39), (0.031461219041947, 36), (0.0311791416622266, 37)]
36	Blanchard_Philetas	[(0.2894032589224093, 27), (0.0666886316052607, 8), (0.0664274961799898, 12), (0.0628555179761632, 39), (0.0543138752509093, 24), (0.050726252560588, 23), (0.0494910499405124, 38), (0.0481365715859161, 37), (0.030486084591071, 21), (0.0262763924738991, 0)]
37	Boismortier_Histoire	[(0.2650433496247384, 7), (0.1058142512271112, 23), (0.0607744182898608, 38), (0.0594057500470092, 20), (0.0427104699426498, 27), (0.0403345180239723, 28), (0.0279707382501804, 4), (0.0272892207631967, 13), (0.0260390480796315, 24), (0.0227206162624201, 17)]
38	Boufflers_Reine	[(0.0694746681911144, 24), (0.0669069019320559, 8), (0.055660410496161, 9), (0.054023245744223, 31), (0.0519861261643405, 33), (0.0491913890179883, 34), (0.0407431396913526, 7), (0.0402168835302497, 23), (0.0388829260921742, 26), (0.0359791573905761, 5)]
39	Brument_Henriette	[(0.1077381342244526, 31), (0.0826612587616387, 29), (0.0653454506311772, 38), (0.0621735165033148, 0), (0.0582106159737874, 39), (0.0538940936763194, 12), (0.0487353421912379, 23), (0.0466779461858801, 7), (0.0445316184001935, 32), (0.0436874740214219, 37)]
