	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39
temps	0.013629773352380546	0.0037901675363911013	0.0	0.0	0.0042127811495894325	0.005743423080155773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009249647521807167	0.00431082620446271	0.007013279405465178	0.0	0.0	0.0	0.009539461489984802	0.0	0.003395248242740371	0.0	0.0	0.01073447345815838	0.0	0.00519075237935386	0.0	0.0	0.0	0.0	0.010364220674879486	0.00812745790057477	0.0	0.004936369652718258	0.004692919812283207	0.008830988742313937	0.0	0.0	0.00491532135951732
mettre	0.0107300483998209	0.0	0.010531578779400657	0.0	0.011317386647625848	0.006443840528955257	0.0036262912808435474	0.006655125985766493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008826807012898171	0.0	0.004448453544552498	0.0	0.0	0.0	0.0	0.0	0.012358056711928685	0.005799966431062457	0.0	0.005451258517591434	0.0	0.0	0.009567487948580611	0.0	0.0	0.0074967723736886075	0.0	0.0	0.0	0.0	0.0
laisser	0.009290846677043134	0.0	0.004297735178664511	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004554791028324196	0.0	0.0	0.0	0.0	0.0	0.0	0.005795346423319782	0.0	0.0	0.004702466283773295	0.009636813361741728	0.0	0.0	0.0	0.0	0.0	0.0	0.004122867439329959	0.008429298339582218	0.0	0.0	0.0	0.0	0.004935500939660992	0.0	0.0	0.005008502807091108
moins	0.008363361122364129	0.0	0.0	0.0	0.0	0.0	0.010624632018412461	0.0	0.0	0.0	0.0	0.0	0.0037584309764636756	0.0	0.0	0.0	0.0	0.0	0.0	0.0280129005152792	0.00522670292780351	0.0	0.0	0.005161266622584674	0.004391102461059751	0.0	0.009971217744291726	0.0	0.007592824363788068	0.0	0.006039551575773911	0.0	0.0	0.004549771407116196	0.0	0.0	0.0	0.0	0.00589114442009954	0.0
encore	0.007702394405236562	0.0	0.004861546971905152	0.0	0.003582054028323218	0.0	0.004382326178879195	0.0	0.003855550023735368	0.0	0.0	0.0	0.009284392799739727	0.0	0.0	0.0	0.0	0.005958094733706266	0.0	0.018386941317483658	0.009714018612161646	0.004150631341242327	0.0	0.015734822325080205	0.008397758195022616	0.0	0.004656135966629989	0.007570969055946512	0.005506883604505632	0.0	0.0054206223233805514	0.008208355650776647	0.0	0.0	0.0	0.0	0.010746802415749813	0.0	0.00658279766482387	0.005154098818925152
donner	0.007531822349203641	0.0	0.004191355595034201	0.006103149068928537	0.006949898845650363	0.0	0.011200021409837821	0.0	0.0	0.0040917896987106685	0.0	0.0	0.0	0.007127031591342206	0.0	0.0044231478068558795	0.007839325690521905	0.008219964030761423	0.005415905312196487	0.009304681997355641	0.009518548421365743	0.0	0.009286229535140663	0.008853133494967306	0.0	0.005274514504914889	0.005526441754785128	0.0	0.0	0.005088708568284968	0.0	0.010036154258168185	0.005546032066149037	0.004461426331249862	0.013583153418029141	0.007612261233971089	0.0	0.013957115799495599	0.0	0.0
moyen	0.007313276902411462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005690156030067982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
projet	0.0063058356964670265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004344330035067343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
paraître	0.006300505319715997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015431572749949647	0.0	0.006335860371982745	0.012221062611037198	0.0	0.0	0.013370074264460564	0.0	0.00427785375783213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01595912742428826	0.0	0.0	0.0	0.006313062200083931	0.0	0.0	0.005532648449693666
cependant	0.006049977612417646	0.0	0.004606235971192409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00416776412624142	0.0	0.0	0.0	0.0	0.0	0.00458437851396938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007036573494646085	0.0	0.0	0.0	0.008315686867668313	0.0	0.0	0.005760205923437917	0.00845694892988122	0.0	0.0	0.0
