	;0	0	1	2	3	4	5	6	7	8	9
0	0;Bernardin_Paul_000.txt	0.4298451840877533	0.0	0.1289289891719818	0.0	0.0	0.0847325474023819	0.279640793800354	0.01668734848499298	0.028832551091909412	0.030627338215708733
1	1;Bernardin_Paul_001.txt	0.2934848964214325	0.0	0.055859986692667014	0.0	0.1736331433057785	0.10071256756782533	0.12777209281921387	0.0	0.07908408343791963	0.16907480359077454
2	2;Bernardin_Paul_002.txt	0.3928978145122528	0.0	0.10781940072774887	0.0	0.0	0.15315799415111542	0.1805691123008728	0.043667078018188484	0.02401602268218994	0.09714067727327348
3	3;Bernardin_Paul_003.txt	0.3055607080459595	0.0	0.0	0.0	0.17668117582798004	0.16591407358646393	0.09509126096963882	0.0	0.08564194291830063	0.17049039900302887
4	4;Bernardin_Paul_004.txt	0.1115906462073326	0.0	0.0	0.0	0.12506413459777832	0.3875760734081268	0.02284826710820198	0.05414987727999687	0.0	0.2980005741119385
5	5;Bernardin_Paul_005.txt	0.13650313019752502	0.0	0.043420352041721344	0.0	0.4740961194038391	0.15394452214241028	0.16897398233413696	0.0	0.0	0.02252762950956821
6	6;Bernardin_Paul_006.txt	0.0	0.0	0.15468628704547882	0.0	0.07054319232702255	0.08146016299724579	0.5784826278686523	0.0	0.0	0.11404556781053544
7	7;Bernardin_Paul_007.txt	0.0	0.0	0.1374901384115219	0.0	0.4667572379112244	0.04367969185113907	0.306037962436676	0.0	0.0	0.04524863883852959
8	8;Bernardin_Paul_008.txt	0.5398058295249939	0.0	0.0	0.0	0.2766376733779907	0.0	0.12466217577457428	0.0	0.057345993816852577	0.0
9	9;Bernardin_Paul_009.txt	0.5166235566139221	0.0	0.0	0.0	0.051911693066358566	0.2079356014728546	0.2219516485929489	0.0	0.0	0.0
10	10;Bernardin_Paul_010.txt	0.4187942743301392	0.0	0.0	0.0	0.2699425220489502	0.0	0.2278217226266861	0.08173126727342606	0.0	0.0
11	11;Bernardin_Paul_011.txt	0.276446670293808	0.0	0.016884228214621544	0.0	0.0	0.1469835638999939	0.22037695348262787	0.0	0.04634904116392136	0.2922168076038361
12	12;Bernardin_Paul_012.txt	0.2839403450489044	0.0	0.03628446906805039	0.0	0.21442055702209475	0.1382761150598526	0.10089240968227386	0.16560691595077515	0.0	0.0600871779024601
13	13;Bernardin_Paul_013.txt	0.4474530518054962	0.0	0.0	0.0	0.14046776294708252	0.12857691943645475	0.1018580198287964	0.0	0.0	0.18079359829425806
14	14;Bernardin_Paul_014.txt	0.2649189531803131	0.0	0.0	0.0	0.2631716728210449	0.11176783591508864	0.17895641922950745	0.020923390984535217	0.0	0.15955646336078644
15	15;Bernardin_Paul_015.txt	0.0	0.0	0.0	0.0	0.0	0.24998055398464206	0.4643858671188354	0.0	0.0	0.27651965618133545
16	16;Bernardin_Paul_016.txt	0.06378798186779022	0.0	0.19276928901672366	0.0	0.08371461182832718	0.30966758728027344	0.04051221907138825	0.05827705562114716	0.0	0.2507631480693817
17	17;Bernardin_Paul_017.txt	0.03968000039458275	0.0	0.12608583271503448	0.0	0.08803649991750717	0.3693513572216034	0.03698842599987984	0.0	0.0	0.3392892777919769
18	18;Bernardin_Paul_018.txt	0.38395240902900696	0.0	0.07539583742618561	0.025998683646321297	0.0	0.2889067828655243	0.0	0.0	0.0	0.2161661237478256
19	19;Bernardin_Paul_019.txt	0.16005021333694458	0.0	0.0	0.0	0.17404134571552274	0.1971236765384674	0.12735943496227264	0.0	0.0	0.3364027440547943
20	20;Bernardin_Paul_020.txt	0.1773175448179245	0.0	0.0	0.0	0.2941645085811615	0.14570310711860654	0.1998027265071869	0.0	0.0	0.18215948343276975
21	21;Bernardin_Paul_021.txt	0.16149069368839264	0.0	0.010013462975621223	0.0	0.0947836861014366	0.2387666404247284	0.10299216210842133	0.06699894368648529	0.07397207617759705	0.2506794631481171
22	22;Bernardin_Paul_022.txt	0.16761212050914764	0.09278056025505066	0.14027780294418335	0.0	0.0	0.4891251921653748	0.0	0.0	0.0	0.10934135317802428
23	23;Bernardin_Paul_023.txt	0.3789028525352478	0.0	0.06319140642881392	0.053950171917676926	0.0	0.3462992608547211	0.07505611330270767	0.0	0.0	0.08159438520669937
24	24;Bernardin_Paul_024.txt	0.2279407829046249	0.0	0.0	0.0	0.08703599870204927	0.0	0.0968993753194809	0.0	0.29843592643737793	0.28882896900177
