	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
0	larme	voir	ami	beau	paraître	père	point	femme	crime	homme	ennemi	heure	amour	maître	comte	main	terre	homme	livre	homme	temps	saint	voir	arriver	roi	point	moins	lettre	argent	fille
1	douleur	femme	voir	œil	milord	fille	aimer	homme	homme	dieu	arme	chambre	cœur	petit	marquise	œil	eau	peuple	lire	enfant	jour	dieu	homme	cheval	prince	fortune	croire	écrire	donner	foutre
2	point	beau	parler	fleur	temps	mère	croire	esprit	malheureux	nature	roi	porte	aimer	là	marquis	voir	montagne	loi	ouvrage	point	vie	père	père	partir	princesse	projet	encore	ami	payer	cul
3	cœur	bon	croire	doux	cœur	enfant	cœur	point	horreur	religion	troupe	nuit	bonheur	manger	chevalier	bras	arbre	grand	auteur	voir	état	grand	ami	homme	grand	assurer	paraître	cher	fortune	mettre
4	vie	petit	moment	voir	parler	fil|fils	jamais	monde	coupable	vérité	combat	sortir	âme	bon	bon	entendre	mer	état	esprit	toujours	encore	couvent	jeune	ville	cour	attendre	chose	adieu	homme	là
5	malheureux	jeune	point	plaisir	œil	frère	amour	caractère	devenir	raison	soldat	entrer	plaisir	mettre	ami	voix	soleil	droit	grand	nature	voir	curé	là	arrêter	palais	laisser	voir	jour	bon	con
6	mort	là	toujours	beauté	idée	sœur	voir	vertu	punir	âme	guerre	passer	heureux	grand	beau	tomber	voir	citoyen	histoire	moins	mal	point	connaître	route	beau	donner	temps	recevoir	maison	plaisir
7	ciel	air	encore	jour	sentiment	jeune	seul	goût	mort	loi	peuple	lit	amant	tête	cher	jeter	vent	patrie	pièce	donner	peine	religieux	ici	chemin	fée	part	autant	voir	riche	duc
8	âme	homme	penser	jeune	voir	bon	oser	toujours	affreux	esprit	gloire	demander	sentiment	boire	cependant	écrier	pied	nation	point	chose	vivre	église	voilà	suivre	donner	paraître	point	envoyer	gens	bouche
9	mourir	parler	aimer	air	comte	voir	puis	plaisir	monstre	monde	armer	soir	tendre	vin	encore	coup	bord	vertu	art	jamais	passer	supérieur	doute	passer	reine	engager	assez	lire	grand	décharger
10	ami	fort	chose	chanter	éprouver	famille	ami	souvent	vengeance	vertu	sang	mettre	doux	voilà	femme	mot	milieu	gouvernement	beau	apprendre	perdre	voir	fil|fils	voiture	seigneur	recevoir	penser	puis	pauvre	femme
11	malheur	répondre	beaucoup	rose	vif	donner	parler	passion	cruel	point	donner	maison	objet	eau	fort	tête	là	point	théâtre	bon	devenir	bon	malheur	conduire	esclave	moyen	donner	partir	petit	petit
12	dernier	croire	peine	encore	seul	cher	craindre	jamais	sang	humain	armée	entendre	charme	comment	moins	pied	rocher	pays	genre	âge	sentir	prêtre	jour	mettre	répondre	nouveau	tant	donner	jour	beau
13	jour	joli	chère	nouveau	mouvement	femme	connaître	donner	oser	principe	jeune	donner	passion	diable	comment	cri	petit	sujet	talent	seul	moins	moine	baron	grand	mettre	mariage	effet	chère	honnête	vit
14	affreux	dame	entendre	charmant	âme	jour	moins	mari	voir	chose	chevalier	matin	sentir	coup	petit	lever	grand	mœurs	roman	objet	soin	ciel	secret	coup	ministre	promettre	là	lettrer	mettre	baiser
15	héler	rire	aujourd	couleur	alors	mari	encore	plaire	scélérat	mal	victoire	attendre	jouir	pauvre	ci	moment	élever	terre	goût	raison	rester	répondre	seul	demander	souverain	ordre	beaucoup	mère	affaire	foi|fois
16	encore	monde	hui	sembler	regarder	mariage	pourquoi	société	commettre	lumière	guerrier	jour	œil	chien	moment	genou	lieu	souverain	tableau	mieux	laisser	monde	vieillard	temps	majesté	intérêt	jamais	ici	somme	joli
17	vivre	chose	cependant	grâce	jamais	beau	tromper	connaître	fille	idée	héro|héros	coucher	désir	bas	mettre	frapper	couvrir	empire	génie	besoin	toujours	demander	revenir	gens	trône	connaître	toujours	réponse	vendre	jeune
18	cruel	assez	ange	main	long	aimer	mériter	sentiment	victime	sage	général	laisser	toujours	donner	part	saisir	apercevoir	humanité	écrire	ainsi	tant	prier	puis	jour	pays	vue	fort	aimer	livre	libertin
19	infortuné	paraître	temps	fête	jour	petit	plaindre	moins	femme	croire	combattre	répondre	tendresse	pied	laisser	regarder	vaste	politique	lecture	grand	long	prière	apprendre	courir	taciturne	permettre	douter	hier	vivre	voir
20	dieu	beaucoup	heureux	agréable	air	embrasser	sentiment	personne	jamais	vrai	courage	femme	seul	gros	vicomte	mouvement	bois	nombre	français	idée	donner	religion	parler	reconnaître	calife	temps	doute	jamais	service	placer
21	seul	voilà	cher	sourire	sembler	demander	pardonner	raison	criminel	donner	chef	petit	cher	pain	heure	porter	air	porter	parler	naturel	nouveau	parler	ainsi	voir	passer	refuser	mettre	croire	besoin	branler
22	sein	personne	là	jardin	rappeler	parent|parents	laisser	devenir	main	exister	prince	voir	vertu	haut	voir	visage	tour	intérêt	spectacle	espèce	moment	jour	vieux	monter	sujet	état	cependant	parler	moi|mois	homme
23	pleur|pleurs	plaisir	plaisir	berger	souvenir	âge	demander	propre	sauver	philosophe	fil|fils	lever	jamais	rire	dame	arrêter	haut	utile	vérité	connaître	seul	entendre	enfant	lieue	sultan	dessein	raison	grand	recevoir	donner
24	désespoir	gens	occuper	donner	croire	épouser	oublier	grand	prison	erreur	épée	appartement	vie	main	adélaïde	apercevoir	feu	liberté	siècle	mal	besoin	frère	moment	heure	demander	fille	mieux	sœur	acheter	gros
25	cher	mieux	amitié	voix	tendre	marier	répondre	jeune	venger	univers	porter	rester	goûter	table	foi|fois	regard	île	société	temps	manière	craindre	personne	point	chercher	sultane	occasion	désirer	mylord	gagner	coup
26	pleurer	jouer	passer	charme	occuper	maison	droit	principe	vie	seul	tête	ouvrir	jour	beau	là	sortir	nuit	nom	portrait	servir	danger	passer	donner	aventure	envoyer	déterminer	laisser	billet	perdre	fesse
27	père	entendre	monde	côté	montrer	parler	raison	âge	instant	foi	coup	encore	point	tirer	déjà	instant	nature	régner	jouer	propre	foi|fois	compère	personne	descendre	empereur	apprendre	craindre	miss	prix	cuisse
28	œil	tenir	souvent	amour	instant	pauvre	comment	mérite	voilà	grand	défendre	lendemain	félicité	vieux	voilà	couvrir	pierre	vice	scène	leçon	souffrir	dévot	toujours	capitaine	peuple	soin	flatter	toujours	travailler	main
29	voir	mari	fort	regard	inspirer	nom	donner	grâce	fureur	action	paix	arriver	adorer	servir	honneur	reconnaître	vue	élever	musique	naître	mettre	ange	près	déjà	servir	parti	ailleurs	maman	offrir	servir
30	arracher	aimer	bonheur	paraître	objet	regarder	foi|fois	conduite	malheur	divinité	main	revenir	devenir	homme	croire	encore	forêt	sage	gens	lieu	porter	révérend	temps	voyage	tête	demander	sentir	moi|mois	terre	garçon
31	sort	ici	vie	blanc	causer	homme	sentir	talent	innocence	opinion	camp	moment	pur	puis	assez	parole	autour	naître	nouveau	agir	malade	ici	nom	laisser	royaume	retirer	désir	heure	ville	tenir
32	abandonner	demander	jamais	lieu	connaître	épouse	mot	qualité	perfide	être|êtres	recevoir	dormir	encore	jambe	doute	pousser	habiter	humain	comédie	soin	mourir	cérémonie	jamais	retourner	maître	offrir	façon	cousin	travail	enculer
33	couler	reprendre	jour	temps	personne	voilà	reproche	cœur	remords	éclairer	suivre	seul	éprouver	tenir	coup	silence	loin	autorité	public	corps	maladie	entrer	bon	côté	courtisan	présenter	vrai	présent	franc	ainsi
34	bras	œil	esprit	offrir	reprendre	époux	penser	vanité	innocent	éternel	attaquer	rentrer	vif	chose	temps	approcher	vaisseau	richesse	donner	exemple	cependant	prieur	ignorer	répondre	apprendre	reconnaissance	sembler	désirer	servir	puis
35	peine	plaire	idée	nature	moment	joie	amitié	sexe	alors	système	nouveau	grand	connaître	mieux	affaire	précipiter	lumière	ville	peindre	maître	assez	autel	oncle	rencontrer	ordre	accorder	femme	prier	année	doigt
36	déchirer	ton	laisser	délicieux	cependant	larme	tant	défaut	servir	juste	vainqueur	fermer	sen|sens	bête	mieux	tenir	côté	publique	hui	sentir	bientôt	encore	mot	maison	esprit	obliger	pourtant	dernier	état	ange
37	pitié	propos	personne	berger|bergère	duc	cœur	aveu	naturel	croire	matière	bataille	cabinet	transport	encore	joli	reprendre	étendre	guerre	personnage	sen|sens	santé	pieux	entendre	bientôt	génie	sort	seulement	voilà	écu	langue
38	tombeau	penser	foi|fois	brillant	cacher	dieu	cruel	dangereux	barbare	sagesse	vaincre	paraître	instant	nez	tant	sentir	désert	ancien	lire|liser	usage	presque	ermite	effet	jeter	ambassadeur	personne	combien	remettre	passer	partie
39	infortune	cousin	campagne	briller	nom	mettre	haïr	aimable	justice	préjugé	commander	quitter	unir	garçon	ainsi	alors	ici	chef	petit	esprit	courage	croire	docteur	fort	reprendre	ajouter	avouer	personne	partie	évêque
40	nom	tête	chercher	son	joie	pleurer	honneur	amour	juge	corps	voir	près	beau	pourquoi	aventure	paraître	ciel	république	peintre	moyen	mort	cher	nouveau	lieu	parole	faveur	cas	chevalier	procurer	volupté
41	consolation	passer	sembler	éclat	apercevoir	jamais	taire	mœurs	odieux	fil|fils	brave	tante	délicieux	morceau	pourtant	bouche	espèce	ambition	ridicule	voilà	commencer	homme	château	lendemain	temps	instruire	prouver	amitié	famille	bander
42	accabler	aimable	bon	léger	expression	heureux	doute	quelquefois	horrible	existence	corps	table	moment	foi|fois	mot	sembler	marcher	heureux	langue	éducation	alors	religieuse	comment	attendre	jour	motif	foi|fois	charmant	posséder	instant
43	vertu	amuser	tante	cheveu	extrême	aîné	perdre	honnête	fer	sen|sens	valeur	côté	feu	mauvais	près	baiser	chemin	travail	ancien	suivre	lieu	sœur	raconter	revenir	officier	service	imaginer	quitter	considérable	vivre
44	perdre	grâce	grand	apercevoir	fixer	tenir	faute	avantage	indigne	chrétien	ordre	retirer	foi|fois	point	baron|baronne	relever	travers	exemple	sujet	utile	arriver	abbé	époux	croire	lorsqu	proposer	égard	arriver	charger	téton
45	horreur	regarder	maison	couvrir	toucher	tendresse	tort	agrément	moyen	pourquoi	cour	fenêtre	joie	messieurs	surtout	presser	pays	esclave	acteur	élève	heureux	nom	infortuné	femme	ordonner	obtenir	tromper	sûr	compter	sucer
46	verser	conversation	revenir	milieu	regard	devenir	faiblesse	intérêt	infâme	culte	milieu	cependant	nouveau	animal	bientôt	courir	endroit	siècle	philosophe	là	triste	habit	projet	entrer	terre	assez	grand	combien	pays	trou
47	époux	donner	paraître	simple	secret	main	loin	gens	enlever	terre	mort	journée	amitié	corps	président	trembler	nuage	établir	nom	comment	mieux	chose	partir	poste	paraître	seul	sûr	petit	accepter	vieux
48	tendre	mot	puis	plaire	duchesse	grand	digne	ridicule	conduire	connaître	encore	ensuite	digne	tuer	interrompre	répondre	animal	gloire	mot	commencer	chercher	temps	inconnu	marcher	ajouter	prévenir	idée	demain	nouveau	derrière
49	quitter	mal	demander	taille	recevoir	élever	secret	beaucoup	rage	prouver	honneur	prier	beauté	noir	tour	rester	fruit	nature	lecteur	nul	soutenir	messe	promettre	tirer	royal	décider	convenir	lady	ruiner	délicieux
