	id	Ranked topics
0	Abbes_Voyage	[(0.1713534783871793, 17), (0.1125158592807265, 13), (0.069697529350542, 26), (0.0667569034788327, 3), (0.0667357246323012, 23), (0.0587217183382692, 6), (0.0531744871454843, 24), (0.0424964147175078, 12), (0.0391150365092456, 9), (0.0343292013682917, 10)]
1	AndreSerieys_Comte	[(0.1136954416985803, 9), (0.0862978301749864, 12), (0.0860576378134977, 22), (0.073552109938407, 6), (0.051597075701897, 15), (0.0466456818727872, 8), (0.0435622333586659, 25), (0.0377687210320124, 26), (0.0371143187513346, 13), (0.0342474329847985, 29)]
2	Anonym_Enfant	[(0.1534897578482553, 22), (0.1005211610048086, 15), (0.0795245000027121, 7), (0.0753691150233785, 3), (0.0664501213616212, 16), (0.0481637818049739, 12), (0.0362620509604259, 11), (0.0352809940456127, 26), (0.0329362842851865, 13), (0.0315239318183176, 24)]
3	Anonym_Histoire	[(0.1726620763123331, 20), (0.1567429298902799, 12), (0.0679857668635936, 6), (0.0505560009733864, 27), (0.0447763538187172, 26), (0.0414553622650441, 23), (0.0395973358381653, 5), (0.0375293600472932, 10), (0.0330633227002456, 29), (0.0317693209199521, 13)]
4	Anonym_Suzon	[(0.1381361795591433, 12), (0.0894624907371822, 22), (0.0701692095348597, 23), (0.0581824957116661, 13), (0.0501381045362709, 24), (0.0469520498387056, 26), (0.0412289419972607, 9), (0.0405103587058429, 7), (0.0404818171482444, 15), (0.0365967915920757, 8)]
5	Anonyme_Venus	[(0.1311124930736865, 22), (0.0805387231370391, 13), (0.0786710810592124, 3), (0.0737439941951188, 7), (0.0668310437380706, 16), (0.0640390577504972, 28), (0.0635073881142679, 24), (0.0385642485911402, 11), (0.0354254172586326, 23), (0.0337803590150647, 15)]
6	Anonyme_Zoloe	[(0.0901105683409152, 16), (0.0798802882369473, 3), (0.0742763924766334, 28), (0.0729063524025077, 15), (0.062959808493832, 24), (0.0511083560323883, 19), (0.0466293061861912, 10), (0.0453043720789938, 22), (0.0428004025760333, 17), (0.038145286824205, 26)]
7	Arnaud_Adelson	[(0.2098629092266941, 25), (0.1413794499210525, 18), (0.1150130715372284, 5), (0.0930292355741146, 19), (0.0677255547398774, 26), (0.0558378744183284, 16), (0.0534515604592301, 15), (0.0349827490497288, 22), (0.0337327140042551, 12), (0.0248492066988691, 13)]
8	Arnaud_Anne	[(0.3501102466335494, 25), (0.0933891637282656, 5), (0.0801046693991747, 0), (0.070932625037619, 18), (0.0631157338239857, 10), (0.0579399952677607, 19), (0.0479537376704022, 26), (0.0282055033283844, 12), (0.0264026003195035, 16), (0.0248852318221795, 15)]
9	Arnaud_Bal	[(0.1488119540557996, 16), (0.1297684902715092, 5), (0.1087724929365256, 12), (0.1081274542520336, 24), (0.1046544751083642, 25), (0.0626312739732111, 13), (0.0564546256787054, 22), (0.0376810054375226, 26), (0.0291976713495594, 3), (0.0270176606859943, 15)]
