	0	1	2	3	4	5	6	7	8	9
0	0.04741625115275383	0.09965019673109055	0.0	0.7056698799133301	0.0717364251613617	0.0	0.0	0.013768709264695644	0.0	0.061652082949876785
1	0.03543178364634514	0.11190880835056305	0.04562288522720337	0.4975529909133911	0.12806536257266998	0.0	0.0	0.18115469813346863	0.0	0.0
2	0.1028270497918129	0.07516220211982727	0.0	0.49757546186447144	0.21037201583385468	0.0	0.0	0.0	0.0	0.11279875040054321
3	0.0	0.0	0.03229919821023941	0.45580247044563293	0.3473057448863983	0.0	0.0	0.0	0.0	0.16274331510066986
4	0.0	0.07529543340206146	0.0	0.14305512607097626	0.12370773404836655	0.0	0.0	0.38470637798309326	0.0	0.2728237807750702
5	0.0	0.11800379306077957	0.0	0.6464990973472595	0.06605366617441177	0.0	0.0	0.0	0.0	0.1679370105266571
6	0.0	0.19196893274784088	0.0	0.7041709423065186	0.0	0.0	0.0	0.03303908184170723	0.0	0.07018883526325226
7	0.0	0.0511925108730793	0.0	0.6770320534706116	0.14603807032108307	0.0	0.0	0.05514606833457947	0.0	0.07016652822494507
8	0.14989298582077026	0.0	0.0	0.5372598171234131	0.20121484994888306	0.0	0.0	0.0	0.0	0.11009415984153748
9	0.05719980224967003	0.0	0.0	0.5784064531326294	0.1408376842737198	0.0	0.0	0.0	0.0	0.22207023203372955
10	0.0	0.0	0.0	0.6438031792640686	0.15133298933506012	0.0	0.0	0.0	0.0	0.20314350724220276
11	0.11758565902709961	0.07864297926425934	0.0	0.40798041224479675	0.19137835502624512	0.0	0.0	0.13891975581645966	0.0	0.06538981199264526
12	0.0	0.08714472502470016	0.0	0.6202164888381958	0.059179797768592834	0.0	0.0	0.1390136182308197	0.0	0.09404563158750534
13	0.06656257063150406	0.0829036608338356	0.0	0.38968339562416077	0.3396686017513275	0.0	0.0	0.0	0.0	0.119888536632061
14	0.0	0.0	0.0	0.6187877655029297	0.27943915128707886	0.0	0.0	0.0	0.0	0.10001951456069946
15	0.0	0.0	0.0	0.5743901133537292	0.23418773710727692	0.0	0.0	0.0	0.0	0.18907751142978668
16	0.0	0.2823639512062073	0.036581460386514664	0.11422845721244812	0.1082293838262558	0.0	0.0	0.2814968526363373	0.0	0.1767086535692215
17	0.0	0.12271272391080856	0.0	0.11532571166753769	0.10722843557596207	0.0	0.0	0.413839727640152	0.0	0.24046668410301208
18	0.0	0.22698558866977692	0.0	0.2375870645046234	0.21117323637008667	0.03076116368174553	0.0	0.09885645657777786	0.010713103227317333	0.18022535741329193
19	0.0	0.0	0.0	0.4302755296230316	0.328851580619812	0.0	0.0	0.041900213807821274	0.0	0.19807857275009155
20	0.0	0.0	0.0	0.5872490406036377	0.2909221053123474	0.0	0.0	0.010486274026334286	0.0	0.1105264201760292
21	0.16265660524368286	0.0	0.0	0.31112855672836304	0.07240507751703262	0.0	0.0	0.22293616831302643	0.0	0.23032651841640472
22	0.08817456662654877	0.2184857428073883	0.0	0.0	0.0	0.0	0.0	0.3625955879688263	0.0	0.3300381600856781
23	0.0	0.1427306830883026	0.0	0.27728724479675293	0.2362251728773117	0.0	0.0	0.056721657514572144	0.0	0.2866087257862091
24	0.3547227084636688	0.0	0.0	0.3546721935272217	0.24088406562805176	0.0	0.0	0.04902752861380577	0.0	0.0
25	0.09124215692281723	0.0	0.0	0.6906561255455017	0.10692736506462097	0.0	0.0	0.0	0.0	0.10961176455020905
26	0.3306264281272888	0.11083949357271194	0.0	0.23913460969924927	0.15138809382915497	0.0	0.0	0.058911312371492386	0.0	0.10897570103406906
27	0.6532920002937317	0.04951093718409538	0.0	0.09966333955526352	0.10878489166498184	0.0	0.0	0.03503258153796196	0.0	0.05359765142202377
28	0.4173871874809265	0.13039082288742065	0.0	0.15581543743610382	0.0329919308423996	0.0	0.0	0.13175886869430542	0.0	0.13153275847434998
29	0.2869114279747009	0.058847635984420776	0.0	0.11963160336017609	0.2736419141292572	0.0	0.0	0.22539198398590088	0.0	0.035460613667964935
