	;0	0	1	2	3	4	5	6	7	8	9
0	0;Bernardin_Paul_000.txt	0.04741625115275383	0.09965019673109056	0.0	0.7056698799133301	0.0717364251613617	0.0	0.0	0.013768709264695644	0.0	0.061652082949876785
1	1;Bernardin_Paul_001.txt	0.03543178364634514	0.11190880835056304	0.04562288522720337	0.4975529909133911	0.12806536257266998	0.0	0.0	0.18115469813346866	0.0	0.0
2	2;Bernardin_Paul_002.txt	0.1028270497918129	0.07516220211982727	0.0	0.4975754618644714	0.21037201583385468	0.0	0.0	0.0	0.0	0.1127987504005432
3	3;Bernardin_Paul_003.txt	0.0	0.0	0.03229919821023941	0.4558024704456329	0.3473057448863983	0.0	0.0	0.0	0.0	0.16274331510066986
4	4;Bernardin_Paul_004.txt	0.0	0.07529543340206146	0.0	0.14305512607097626	0.12370773404836655	0.0	0.0	0.3847063779830933	0.0	0.2728237807750702
5	5;Bernardin_Paul_005.txt	0.0	0.11800379306077954	0.0	0.6464990973472595	0.06605366617441177	0.0	0.0	0.0	0.0	0.1679370105266571
6	6;Bernardin_Paul_006.txt	0.0	0.19196893274784088	0.0	0.7041709423065186	0.0	0.0	0.0	0.03303908184170723	0.0	0.07018883526325226
7	7;Bernardin_Paul_007.txt	0.0	0.0511925108730793	0.0	0.6770320534706116	0.14603807032108307	0.0	0.0	0.05514606833457947	0.0	0.07016652822494507
8	8;Bernardin_Paul_008.txt	0.14989298582077026	0.0	0.0	0.5372598171234131	0.20121484994888306	0.0	0.0	0.0	0.0	0.11009415984153748
9	9;Bernardin_Paul_009.txt	0.05719980224967002	0.0	0.0	0.5784064531326294	0.1408376842737198	0.0	0.0	0.0	0.0	0.22207023203372955
10	10;Bernardin_Paul_010.txt	0.0	0.0	0.0	0.6438031792640686	0.15133298933506012	0.0	0.0	0.0	0.0	0.2031435072422028
11	11;Bernardin_Paul_011.txt	0.1175856590270996	0.07864297926425934	0.0	0.4079804122447968	0.19137835502624512	0.0	0.0	0.13891975581645966	0.0	0.06538981199264526
12	12;Bernardin_Paul_012.txt	0.0	0.08714472502470016	0.0	0.6202164888381958	0.059179797768592834	0.0	0.0	0.1390136182308197	0.0	0.09404563158750534
