	id	Ranked topics
0	Abbes_Voyage	[(0.127058287119503, 40), (0.0587036736828969, 36), (0.0578127812080898, 39), (0.0535886443935823, 6), (0.05283182603174, 19), (0.046879746711065, 38), (0.0398640217854006, 33), (0.0386625160532035, 13), (0.0341266871687563, 44), (0.0294251235628176, 35)]
1	AndreSerieys_Comte	[(0.0885635251250386, 48), (0.0650899226421198, 20), (0.0392558811312272, 46), (0.0387752878964516, 23), (0.0361484104485145, 19), (0.0339518256199933, 13), (0.0305665598662628, 55), (0.0291865577438034, 9), (0.0285678672603891, 33), (0.0257646965466314, 47)]
2	Anonym_Enfant	[(0.0782758990964226, 23), (0.0711841761405292, 44), (0.0656610259001725, 34), (0.0623012960034904, 15), (0.0466964188934178, 20), (0.042457532486506, 12), (0.0420958104001054, 33), (0.037922097810144, 2), (0.0290523681811391, 9), (0.028561478136456, 13)]
3	Anonym_Histoire	[(0.1233671996392661, 54), (0.0809629294241689, 20), (0.0623395483201679, 48), (0.0613743865116784, 37), (0.0348167370671566, 6), (0.0310654864955474, 41), (0.0292310989763161, 14), (0.0241486022450187, 18), (0.0230454974846285, 19), (0.0221271649791704, 32)]
4	Anonym_Suzon	[(0.0979982152330638, 20), (0.0418716561163214, 23), (0.0395461858300177, 15), (0.0384304032225667, 2), (0.0370245558462918, 33), (0.0333856156138726, 32), (0.032986893792444, 36), (0.0321007770916631, 8), (0.0297993372105064, 11), (0.02883065735575, 34)]
5	Anonyme_Venus	[(0.0722413236956209, 34), (0.0626187400886628, 33), (0.0590314088088099, 56), (0.0565120403407777, 35), (0.0560204197596026, 15), (0.0507325697307807, 23), (0.0490904491975456, 44), (0.0415566476940746, 20), (0.0361602052948288, 8), (0.032244055520827, 39)]
6	Anonyme_Zoloe	[(0.0794267718204372, 34), (0.0507899962499732, 8), (0.047844554986463, 56), (0.0469684970656682, 9), (0.0385969552791009, 4), (0.0351246774595782, 29), (0.0340540045766049, 39), (0.030968594888961, 44), (0.0302506138524566, 20), (0.0295836820579242, 13)]
7	Arnaud_Adelson	[(0.1354460149510027, 43), (0.1198736594597505, 21), (0.0849798488157766, 30), (0.0697826031886193, 1), (0.0533840231717581, 58), (0.0416662842040792, 38), (0.0358030795450842, 20), (0.035486549143674, 34), (0.0348551423989986, 9), (0.0339760637390948, 13)]
8	Arnaud_Anne	[(0.2326033981152821, 21), (0.0668938825625237, 43), (0.0664261399830757, 0), (0.0540212764780551, 58), (0.0482492034407353, 30), (0.0440258565538519, 1), (0.040374647949723, 2), (0.034265909801717, 13), (0.0305997735657016, 53), (0.0301858886006792, 20)]
9	Arnaud_Bal	[(0.1656610961185593, 30), (0.1077448921178313, 41), (0.0782460214714019, 34), (0.0512673748744661, 21), (0.0466161337100981, 58), (0.0420571170418391, 13), (0.0333283926353465, 35), (0.0316771794686936, 20), (0.0287123021964248, 39), (0.0284327838655872, 23)]
10	Arnaud_Batilde	[(0.1570635835059202, 30), (0.1551964279244844, 21), (0.0677394736915845, 14), (0.0629832364295061, 45), (0.060628898243919, 13), (0.0471416759846406, 43), (0.0431828527940024, 51), (0.0421187466202756, 58), (0.034139974032629, 53), (0.0287932968949304, 20)]
11	Arnaud_Clary	[(0.1320590074854265, 21), (0.0680677571190803, 53), (0.0640180482249355, 58), (0.0638969790960447, 14), (0.0615165959670216, 43), (0.0523275182649631, 30), (0.0416229812402536, 1), (0.0385304826247724, 13), (0.0336326398047723, 38), (0.0332254329131971, 51)]
12	Arnaud_Epoux	[(0.2049935678080795, 21), (0.1310322886494755, 30), (0.0493941868597103, 38), (0.0400753507589457, 20), (0.0394288566101121, 58), (0.0329675395078309, 27), (0.0325009394190979, 18), (0.0320732320829425, 14), (0.0308796125632966, 51), (0.0294968252024584, 13)]
13	Arnaud_Fanny	[(0.123310918391977, 21), (0.1079675209470432, 43), (0.0705296968681333, 58), (0.0624238117122988, 1), (0.0622175101954211, 30), (0.0525739555146733, 53), (0.038671975075132, 0), (0.0359948382987065, 51), (0.0348558861400818, 18), (0.0283813450336223, 42)]
14	Arnaud_Julie	[(0.1614170407819718, 21), (0.0919146098690897, 53), (0.0528114957426661, 41), (0.0453750984696591, 51), (0.0453270710681415, 58), (0.0380198067530058, 38), (0.0298744451764073, 30), (0.0294060692510152, 14), (0.0291053132609329, 0), (0.0287040264699998, 13)]
15	Arnaud_Lucie	[(0.2808070262947392, 21), (0.192682085421859, 30), (0.0636931966511589, 58), (0.036960411508065, 17), (0.035798183379002, 38), (0.0290573709562789, 27), (0.0285183924357177, 0), (0.0268043252267212, 7), (0.024266719639844, 14), (0.0233451629152087, 18)]
16	Arnaud_Matinees	[(0.2128582785389973, 43), (0.0950275883159671, 21), (0.0695606603999399, 30), (0.0684837168699102, 14), (0.0472996797315983, 38), (0.0460743714562646, 20), (0.04350226756624, 18), (0.0395957192539861, 58), (0.0276946624741716, 2), (0.0259825656780954, 52)]
17	Arnaud_Nancy	[(0.1258247723748987, 21), (0.0658072243011441, 43), (0.0608637903282818, 30), (0.0588855450279487, 58), (0.055695149909781, 41), (0.0433729858937937, 13), (0.041031156985677, 20), (0.0380682481541519, 52), (0.0377035458287877, 1), (0.034957857204165, 53)]
18	Arnaud_Sargines	[(0.0968528035902237, 43), (0.0935907313742925, 26), (0.0592187414974147, 30), (0.0459604097732457, 51), (0.0428498804593622, 58), (0.0428144013014502, 38), (0.0414469208333166, 21), (0.0384417121561425, 14), (0.0369253655327706, 34), (0.03458015326785, 49)]
19	Arnaud_Selicourt	[(0.2142443894338406, 30), (0.1178323728591826, 21), (0.0592800413536644, 13), (0.0590230752907777, 7), (0.0526926896272301, 58), (0.0428961499625214, 20), (0.0394680873409505, 38), (0.0388799047494033, 14), (0.0302728969230924, 53), (0.0296176875076147, 2)]
20	Arnaud_Sidney	[(0.1746079819944151, 21), (0.0983109181395931, 14), (0.0666944016490589, 58), (0.0627776699516367, 30), (0.0497152128780627, 0), (0.0433984331686615, 51), (0.0346362695052465, 38), (0.0270262491818859, 43), (0.0268895195215261, 1), (0.0265824613306058, 20)]
21	Arnaud_Zenothemis	[(0.1408394430534357, 21), (0.0827505595172526, 43), (0.0678290039307672, 1), (0.0658723951282858, 53), (0.0575496548622562, 30), (0.0527104125901734, 14), (0.0393805052221732, 58), (0.0330512208032908, 51), (0.0313355441736299, 0), (0.0305355088753461, 45)]
22	BarbeMarbois_Parisienne	[(0.0800579626636524, 41), (0.0756095835616768, 39), (0.0662892302291796, 34), (0.057425620269801, 20), (0.0444021714592035, 30), (0.0436989834524015, 2), (0.0399391773231403, 35), (0.0353275857636728, 36), (0.0349737425089262, 38), (0.0279506027507066, 7)]
23	Barthe_Femme	[(0.0658287941031706, 34), (0.0625746643312388, 39), (0.0608839905190531, 41), (0.0606853106023199, 30), (0.0487582147547903, 40), (0.0381677240766763, 35), (0.0343202868596418, 7), (0.0306520830742968, 53), (0.0303845214751452, 8), (0.0301567768385691, 36)]
24	Bastide_Maison	[(0.1497467128249301, 44), (0.0786412860357188, 13), (0.0629573160200422, 30), (0.0497701312848973, 35), (0.0488192638687777, 34), (0.0440598911227398, 27), (0.0439930801175877, 23), (0.0415615600194464, 38), (0.0377672488317828, 19), (0.0350238166568607, 41)]
25	Beauharnais_Lettres	[(0.1988132673412251, 27), (0.1567036932956321, 30), (0.0897424716333107, 21), (0.0672458779193097, 14), (0.029011717309624, 1), (0.0279910637763011, 50), (0.0279328581646974, 58), (0.027431894822954, 52), (0.0272221987093742, 24), (0.0270530090784618, 38)]
26	Beaumont_Belle	[(0.0867300248630783, 33), (0.0831801300716958, 23), (0.0820238083305304, 17), (0.0741065053424223, 55), (0.0634733606116995, 21), (0.0509212216186713, 35), (0.0401393657101839, 58), (0.0372168838695361, 24), (0.0329786592439664, 49), (0.0327572355039728, 27)]
27	Beaumont_Clarice	[(0.0741324652633623, 20), (0.0554339403558253, 22), (0.043312911738877, 18), (0.0419979949284207, 46), (0.0411095022459919, 24), (0.0395554979058683, 35), (0.0383430305048969, 42), (0.0346333426434798, 36), (0.0336659678433896, 14), (0.0319553197855603, 12)]
28	Beaumont_Prince	[(0.0835869865049058, 1), (0.0636431082592612, 49), (0.0591016965349198, 55), (0.0483832232345425, 13), (0.0446303027630491, 20), (0.0379160259017912, 36), (0.0372135407903019, 25), (0.0369796071839794, 2), (0.0335733197421527, 33), (0.0333922034012132, 4)]
29	Beckford_Vathek	[(0.1185165771386955, 9), (0.0952751152673936, 49), (0.0709468375625236, 19), (0.0533542652467024, 4), (0.0526443690988666, 55), (0.0505244372565719, 13), (0.0390401450050196, 8), (0.0344059897020783, 44), (0.0279418559546071, 35), (0.0272303974980263, 25)]
