	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59
respectable	0.004463170516428797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00459051724137931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
jeunesse	0.00434659516711909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
voilà	0.004313287924459174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013894697082113612	0.0	0.008660459060934537	0.0	0.0	0.0	0.0	0.0	0.0	0.009332584001771147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009046454767726161	0.0	0.0	0.0	0.015382761382888983	0.0047486758500033645	0.0	0.0	0.0	0.0	0.0	0.0	0.00634765625	0.0036978341257263604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004016368596544408
histoire	0.0042300198178093825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003723239218119764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011294780969117835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004984281932495036	0.0	0.0	0.0	0.0	0.0	0.0	0.0
digne	0.004196712575149466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010603448275862069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003556879878126531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
apprendre	0.00416340533248955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007158042725371189	0.0	0.0	0.0	0.004098950093484826	0.01910697445569724	0.0062506722759379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004245199146514936	0.0	0.0	0.0	0.0	0.00954458967571145	0.0	0.0	0.0	0.0	0.0	0.0	0.003637465898757199
parent|parents	0.00416340533248955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00606289710522107	0.0	0.009005727907823726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007412136042841437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
entendre	0.004130098089829634	0.0045714909170258035	0.0	0.0	0.0	0.0	0.0	0.0	0.005544388835678344	0.008680611166276947	0.0	0.0	0.0	0.02074418319299376	0.0	0.0	0.008854446851509908	0.0	0.0	0.0	0.0	0.0	0.0	0.0096534123010384	0.0	0.004820386859072766	0.0	0.0	0.0	0.014440577623104925	0.0	0.0	0.0	0.0	0.0	0.013397888946387177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
appeler	0.0039469082552000935	0.0	0.0	0.0034776034776034777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003830194701563996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ciel	0.0037970256632304696	0.0049751786591020674	0.0	0.0	0.007346389540486971	0.0	0.0	0.0	0.0	0.0	0.0	0.00591767723880597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009340805978115827	0.0	0.0	0.0	0.0	0.0	0.005332098892432192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004824317575780418	0.0
dieu	0.0037970256632304696	0.007200916480279308	0.0	0.006274806274806275	0.013219864346371357	0.0	0.0	0.0	0.0	0.0	0.0	0.024253731343283583	0.0	0.0	0.0	0.0	0.0	0.00875355506735469	0.0	0.0	0.0	0.005784808026601461	0.0	0.0	0.0	0.004973902364138778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04909933720977514	0.0	0.0	0.0	0.005936172017073561	0.0
œil	0.003763718420570553	0.0	0.0	0.0	0.008091938974051242	0.0	0.0	0.0	0.0	0.0042388716273209694	0.0	0.0	0.0	0.02332857865918189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008294924227670425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0050668760528028885	0.0	0.0	0.0	0.022289278831524494	0.0	0.0	0.0	0.011647638194662191	0.0	0.0	0.0	0.0	0.0	0.012882776954143449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004738659102403413	0.0	0.0	0.0	0.0	0.019410340246304027	0.006062443164595332
porter	0.0037470647992405948	0.0	0.0	0.0	0.005364319095157565	0.0	0.005514404976264528	0.0	0.0	0.003384690946752512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0045130196358929816	0.0	0.0	0.0	0.0	0.0	0.0	0.003472657298845431	0.004022106232729506	0.004885962400992461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005827922907826798	0.0	0.0	0.008223684210526315	0.0038259407189405086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chérir	0.0037304111779106366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
partir	0.0036471430712608456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015650908598693784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00795528580735864	0.0	0.0	0.0	0.0	0.0	0.005557481086636947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006138322472146311	0.0	0.012118746587587919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bientôt	0.0035472213432810964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005242533926988906	0.004316078453570317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003776481424623887	0.0	0.00476631347940884	0.0	0.0	0.0	0.0	0.0	0.0	0.0043361395679074955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004251991593763746	0.0	0.0	0.004193189855511772
