	id	Ranked topics
0	Abbes_Voyage	[(0.15104447151010875, 3), (0.10265913856990506, 5), (0.07743240272574324, 7), (0.07707231468880724, 8), (0.06714700075673072, 6), (0.06695145943468771, 13), (0.057273523214877976, 16), (0.05694567423014176, 9), (0.05292322357571752, 12), (0.046505422586869016, 15)]
1	Anonym_Suzon	[(0.129112124041941, 7), (0.11464413709602715, 6), (0.06930030064227806, 5), (0.06891307109369638, 12), (0.06366438813410333, 9), (0.0629371562632117, 2), (0.0629161735747626, 13), (0.058022974646299415, 17), (0.05214091235255158, 8), (0.04985542804422277, 19)]
2	Anonyme_Etourdi	[(0.1387176789537491, 5), (0.1270769217412771, 12), (0.1159699958180129, 7), (0.09410716987978006, 10), (0.07905004421889403, 6), (0.05873038035868981, 8), (0.05583482479858903, 13), (0.04585640138727853, 2), (0.04556144667588682, 15), (0.04460735933181527, 19)]
3	Anonyme_Zoloe	[(0.12007579935467674, 12), (0.09944346103733633, 14), (0.08238881453386529, 16), (0.08067775789998312, 8), (0.06882776374753531, 6), (0.06829631844168217, 5), (0.062029004643813127, 7), (0.05119030626590535, 11), (0.047471739795389024, 2), (0.04276770241760911, 3)]
4	Arnaud_Sentiment	[(0.2779861982134591, 16), (0.18561645474681412, 10), (0.07821477522207114, 7), (0.06149756286450516, 19), (0.050418397624008064, 8), (0.045838693345851896, 5), (0.03788763459132676, 1), (0.0367584823707358, 15), (0.03612618399010743, 12), (0.03456617796960168, 0)]
5	Beauharnais_Lettres	[(0.32409302144781205, 10), (0.16383623655603155, 16), (0.1359434361221967, 7), (0.08153085739133029, 15), (0.0570753157111643, 13), (0.041086019358945486, 5), (0.038406921379585394, 8), (0.03291272182932658, 19), (0.022723175368433792, 9), (0.020273766635905317, 2)]
6	Beaumont_Clarice	[(0.16376025019045273, 19), (0.14116264616329166, 7), (0.09309085722116928, 2), (0.057872480389229625, 0), (0.054797230470787994, 16), (0.053584865281702435, 9), (0.051089986356568515, 1), (0.044301427963419834, 18), (0.04182228859972875, 11), (0.041565652751474835, 12)]
7	Beckford_Vathek	[(0.23368961940197516, 11), (0.15891461270156282, 8), (0.09427510804426488, 17), (0.0662541519721763, 6), (0.06408466023703666, 13), (0.06385916160775164, 16), (0.05239877607691063, 0), (0.048826819289520235, 12), (0.04023498776172858, 7), (0.027358629542135797, 5)]
8	Benoist_Elisabeth3	[(0.2182869592464368, 15), (0.16673315700549826, 7), (0.14233102738063308, 10), (0.07575078892290944, 13), (0.07068237196009032, 16), (0.06184080451759332, 5), (0.03656248573136679, 9), (0.03271392184550423, 8), (0.03021722002684987, 1), (0.029573072044095, 6)]
9	Benouville_Pensees	[(0.1722847412852508, 13), (0.13026656071611634, 7), (0.1203159784075741, 1), (0.1043205350046284, 10), (0.0925966732504276, 9), (0.07420859249110233, 5), (0.05523046268536207, 15), (0.03989416316242746, 2), (0.0392758324085495, 16), (0.03139548834949208, 3)]
10	Bernardin_Paul	[(0.26382924148027714, 11), (0.07277093823885553, 2), (0.06693537249558572, 3), (0.06526382462972874, 8), (0.06398721386928352, 19), (0.061342688953563776, 10), (0.061033430064679726, 1), (0.04835529725451344, 9), (0.04559136115504685, 6), (0.040493772193349285, 16)]
11	Berquin_Enfants	[(0.20114711927516796, 13), (0.15667251606500254, 17), (0.13491874597489034, 19), (0.10553239792539984, 6), (0.0748207313448495, 8), (0.07415285819998467, 11), (0.03269388940152272, 9), (0.02798193090127715, 15), (0.02700468399534254, 7), (0.02558362320993727, 12)]
12	Cazotte_Diable	[(0.1593743990791598, 8), (0.13321725440474594, 6), (0.11319608162452614, 7), (0.0782784007178581, 5), (0.07120806029350044, 10), (0.06409712284035336, 13), (0.06144775885902555, 16), (0.04324177740848921, 12), (0.04218750054640847, 11), (0.037168980626500786, 9)]
13	Charriere_Femmes	[(0.16942140901676986, 13), (0.10869215636618927, 6), (0.08275929766538741, 5), (0.07385352687393351, 9), (0.06884446336989879, 7), (0.06593239447618908, 10), (0.0587925200058503, 8), (0.05788506627080271, 15), (0.056725060607791415, 19), (0.050804039915872304, 2)]
14	Charriere_Lausanne	[(0.20062258695566607, 13), (0.1126222930063145, 5), (0.08971920011905085, 19), (0.08943246937252719, 6), (0.08130880614007624, 10), (0.07713808904027063, 15), (0.06038883470940781, 8), (0.054495370697474864, 7), (0.05318443714936663, 9), (0.046488160444533605, 2)]
