	id	Ranked topics
0	Abbes_Voyage	[(0.1607183919768621, 32), (0.0832840509914346, 29), (0.0808827768263432, 16), (0.0649865600990597, 38), (0.0608668734803788, 39), (0.0527243563894254, 21), (0.0428413332540758, 9), (0.0390233492313338, 24), (0.0379515548965807, 22), (0.0333339578795257, 11)]
1	AndreSerieys_Comte	[(0.0995933407856479, 19), (0.0733408899989852, 29), (0.0598787986616904, 14), (0.0538771811289472, 18), (0.0473326763540794, 12), (0.0436356622820843, 24), (0.0434459545057773, 21), (0.0421669581218559, 11), (0.0406408072544179, 13), (0.037153301165733, 17)]
2	Anonym_Enfant	[(0.0902101382959612, 7), (0.0868714235372942, 14), (0.0772358561726639, 27), (0.0749063045600636, 16), (0.0626607180395157, 29), (0.0524531353182346, 13), (0.044151228713463, 17), (0.0438532961802633, 20), (0.0428174091925723, 35), (0.0368548649562091, 24)]
3	Anonym_Histoire	[(0.1084351246376504, 15), (0.0842758071599071, 9), (0.0813445135971478, 18), (0.0787033152658969, 19), (0.0652811936647731, 29), (0.0511078111705003, 21), (0.0406362114552801, 22), (0.0338397174469906, 2), (0.0325404366072676, 39), (0.0316487688865563, 38)]
4	Anonym_Suzon	[(0.1170160602886802, 29), (0.0584652554317689, 14), (0.0546349024650492, 2), (0.0493112809999229, 17), (0.0480459473864534, 38), (0.0464120175387027, 27), (0.0422182362808884, 18), (0.0420105517074381, 39), (0.0401999541499003, 12), (0.0347332235952685, 33)]
5	Anonyme_Venus	[(0.0937781478077903, 35), (0.0869051849771932, 14), (0.0732525268249359, 27), (0.0696533845048265, 16), (0.0544701877247799, 20), (0.0517102439886482, 39), (0.05102268567507, 38), (0.0364352200513456, 29), (0.0348271772142287, 7), (0.0345975624801186, 13)]
6	Anonyme_Zoloe	[(0.1174642295371012, 35), (0.0885156958932213, 16), (0.0845857628806672, 4), (0.0430203772934044, 38), (0.0407743995828515, 39), (0.0405717909468165, 20), (0.0392734506264783, 14), (0.0342889047680636, 17), (0.0337435953770277, 29), (0.033279880738655, 13)]
7	Arnaud_Adelson	[(0.1831860439103625, 34), (0.1067071122761292, 30), (0.0990955889798447, 20), (0.0843460412948802, 25), (0.0743218845056674, 13), (0.0584976006299939, 22), (0.0456131071850647, 18), (0.0420119109293371, 29), (0.0401039427675511, 4), (0.0371685917207902, 14)]
8	Arnaud_Anne	[(0.2719115128051474, 34), (0.0893303740101257, 1), (0.0759069501909373, 13), (0.0624335073708823, 8), (0.0594450503667887, 20), (0.0557087951932919, 30), (0.0393182095480945, 25), (0.037540181671338, 29), (0.0367068846126843, 22), (0.0351284148976268, 4)]
9	Arnaud_Bal	[(0.2270185811703524, 20), (0.0995514320683036, 38), (0.0816046447734734, 34), (0.0735970974774639, 13), (0.0596195199388749, 39), (0.0410885859219089, 29), (0.040825442840647, 14), (0.0383614462464183, 16), (0.0332065610365868, 18), (0.0329379069554975, 8)]
