	id	author	decade	gender	narration	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24
10	Arnaud_Batilde	Arnaud	1770s	M	heterodiegetic	0.11005871612179909	0.009550068626336481	0.007709112579449727	0.006312117716894644	0.009949741204180487	0.002523866769283588	0.3609969247283117	0.010345539734587876	0.0015493483886414436	0.09187632344379291	0.0013859135129565812	0.04830059728067586	0.013494962075422456	0.07948072852377398	0.018981722584803698	0.0036907747673134935	0.005652084732765012	0.048924759945401915	0.010103374314184305	0.005096333191840556	0.012204634696454638	0.1087548284218108	0.002407947679713725	0.02169894469711254	0.00895063426249128
11	Arnaud_Clary	Arnaud	1770s	M	mixed	0.0068568753462919865	0.024969712599279218	0.021032095896514787	0.0060430684253645	0.029944851373428505	0.014063766944054507	0.22625295361783385	0.015255074455303637	0.0014240361267864286	0.07502485694057863	0.0006053209356673	0.030132804862358788	0.06266268746076008	0.07292971631350365	0.032265074518908594	0.01187909606940088	0.012612556815869692	0.07022948267210624	0.023914929026444653	0.025330045848943324	0.01815340824525272	0.14214489137365252	0.003289085842083514	0.02396002334593875	0.04902358494367205
12	Arnaud_Epoux	Arnaud	1700s	M	autodiegetic	0.004058216891490091	0.019526219202049333	0.013283214058193287	0.007948024233241494	0.024008356194966517	0.005570377696089707	0.2752440236478453	0.01594032797318307	0.0020673254884460306	0.06328301787654339	0.0005558659454577351	0.06375500908095345	0.025047914864164623	0.09097730692413701	0.012731250875121744	0.006334869415490978	0.007089774224982241	0.0679111896935512	0.0228336426644764	0.004005035172793696	0.02220604498188947	0.19057907788170203	0.005882552597065653	0.021434936275573937	0.027726426140590312
13	Arnaud_Fanny	Arnaud	1770s	M	autodiegetic	0.009400565913310122	0.024717061741369187	0.021391895626680184	0.010178368010073277	0.042555812860228415	0.003706391745625389	0.18546515954552045	0.012213428071058437	0.001977902357403072	0.056069679490441234	0.00037769584231999446	0.025318807186755863	0.0781848295151277	0.05068458387414284	0.02297955999802115	0.011202828452787077	0.0053353324861283215	0.11752625026888058	0.01667175085505608	0.06601285865397694	0.02002929664230267	0.14306846202362014	0.008994847220521239	0.02051743400731443	0.04541919761133389
14	Arnaud_Julie	Arnaud	1770s	M	heterodiegetic	0.009943566145334723	0.011019649510016183	0.016019024497860194	0.009961537008494848	0.11731760545346406	0.005293995650405735	0.15542250944563052	0.012041453150608106	0.011979386415732846	0.06238585830820959	0.0006950341986973941	0.038341869354259754	0.0474145519691401	0.07897372313741054	0.015013837907706365	0.007813929875219987	0.015540748337732191	0.07685614926391193	0.021529158827549605	0.0034218617920191295	0.01967561587203029	0.1659732676735116	0.00857831845692418	0.04455723997974151	0.044230107768387386
15	Arnaud_Lucie	Arnaud	1770s	M	heterodiegetic	0.0023018709458533233	0.006386390403438116	0.08881556032331527	0.03711464529563519	0.016364884128015848	0.0018684644747867382	0.3419316738472941	0.0045191034781230386	0.0021049636691527537	0.042984909768740885	0.00022887733359513074	0.0389297893736248	0.009561297887109762	0.062574823224416	0.004232754408122376	0.004584975505142023	0.01110653010324973	0.04061341357945677	0.010274714314644169	0.0030664364126971305	0.009502944111692101	0.2351000922208719	0.0010258695357989694	0.015119829535951953	0.009685186119270687
16	Arnaud_Matinees	Arnaud	1790s	M	heterodiegetic	0.0025301161582082688	0.014145118024951211	0.020306915571493507	0.0029280613569023103	0.042142621580364095	0.0025255989834467108	0.21753379989864188	0.014004690863955676	0.001522913503974499	0.05719689039851526	0.0006175553218627236	0.10369168303243996	0.018619975768028294	0.08583731866660592	0.008214322201087434	0.0048713584059598995	0.014669857161832129	0.04457245488807602	0.021145249772508284	0.15767584906329907	0.017786753429545984	0.08442234278244007	0.004920560587705869	0.025990867510002135	0.03212712506815161
17	Arnaud_Nancy	Arnaud	1770s	M	heterodiegetic	0.017347172135109945	0.014527460597574784	0.019237766783839975	0.010030540105716891	0.0821207293942546	0.003657838056579833	0.16795032080384456	0.013563535267035394	0.0010867980260877556	0.0881439770960954	0.0010801390651147336	0.08331313860610044	0.044299457113214195	0.04500416426511933	0.008514355051069263	0.011003818312482419	0.012977309783557675	0.10836455683888306	0.02612630920007362	0.024934307612151617	0.019711216305756445	0.14715182160271162	0.006162824516293988	0.02557676336951672	0.01811368009181446
18	Arnaud_Sargines	Arnaud	1770s	M	heterodiegetic	0.10855375904873538	0.020105106253476886	0.01614858762562	0.11427460742368463	0.051040157890618824	0.011130005974915149	0.12352703835696928	0.011958913092077349	0.03703887829048634	0.07217869443966682	0.0016272279536461134	0.040480573693340655	0.007371790635971281	0.09502191552436147	0.04050493745626438	0.012248398335793043	0.016458703591162912	0.059627681167186905	0.012686547024888344	0.0025739408363436274	0.017870140004026095	0.052491249245454834	0.01475722910253577	0.023373600209786984	0.03695031682298564
19	Arnaud_Selicourt	Arnaud	1770s	M	heterodiegetic	0.002346626508895695	0.007292488026026874	0.017469419040418273	0.07477047504353916	0.03467655929841753	0.006395542625979727	0.3516460548611072	0.017366921773478684	0.0029324863166642107	0.08369504165425543	0.0002430136307220368	0.05689241783825913	0.009769473778928723	0.10411860838616327	0.005235637044321231	0.008643011643710504	0.0115369930672925	0.005512048361497258	0.024814656549502285	0.0025500263565853792	0.02257653569620167	0.09798464399360532	0.004300386676343884	0.03376950240941624	0.013461429418666659
20	Arnaud_Sidney	Arnaud	1770s	M	autodiegetic	0.018461785213549835	0.03377547805263641	0.016107594043498756	0.0035800469297937437	0.03037392848603239	0.014895837712606457	0.19795810977427444	0.007810884611486927	0.006111686257563434	0.03977149443463521	0.00038211253179181104	0.03024914099415965	0.022265453964505702	0.09466670904459025	0.016680157097948116	0.004547786525524455	0.031844863112450904	0.08724944523947303	0.020437131088966512	0.00353364160055485	0.013224432043611175	0.19002305494726016	0.0027544322899616443	0.04460564195026118	0.06868915205286177
21	Arnaud_Zenothemis	Arnaud	1770s	M	heterodiegetic	0.05221961827905725	0.008136115597337583	0.005945823121613743	0.002881022942461195	0.038595189154396234	0.011908912475433126	0.2875725154156128	0.009557620975043344	0.002294923233874763	0.05912823680290387	0.00022464666470975266	0.043919785432499046	0.06842221141924103	0.056187866830683476	0.01395150422776531	0.0024249811927009577	0.015597885336010817	0.06652424713758046	0.013755614264400947	0.006097069453909811	0.01038121536216098	0.11971340052708813	0.00324580510508839	0.05682120486356036	0.044492584184865465
22	BarbeMarbois_Parisienne	BarbeMarbois	1760s	M	heterodiegetic	0.0038494639376200463	0.018862407247770555	0.014891969832422603	0.045391741625222165	0.1514307400796039	0.029326218098924092	0.05063246931763557	0.024344735076956624	0.005102468069122847	0.05843146889567274	0.00205733004792432	0.06966087207904421	0.02326159055872814	0.07012156017874867	0.09203817049811559	0.014423939948003587	0.037848213623794806	0.01238264925295954	0.05648294973228587	0.047153262854875	0.061662652796387205	0.019469429602177186	0.0293717649270787	0.017558354253299765	0.04424357746562509
23	Barthe_Femme	Barthe	1760s	M	heterodiegetic	0.008936292011054399	0.0157571956922091	0.015489889865315552	0.05270318040833165	0.12705446586936214	0.025146736255845792	0.08559634952411818	0.012896167616303758	0.005003677474424069	0.051111890965621604	0.000996450023439458	0.04012879132893317	0.03135571060298232	0.049510991820645715	0.07405466152209869	0.025210484649250325	0.057105803906529064	0.014430006091698259	0.0205262754928256	0.041787662009177814	0.07478811881868407	0.030520887337835142	0.05667086713755136	0.039207211453324856	0.04401023212243679
24	Bastide_Maison	Bastide	1770s	M	heterodiegetic	0.010209403526840244	0.0127380406631005	0.01681998720582813	0.020825780688943644	0.07366837760569205	0.05896416555911825	0.10291807669899396	0.03248658698623079	0.0009214099715769714	0.17777459131759707	0.0034259858527292716	0.05806848088642823	0.012503869917299458	0.053200509593765544	0.11110005596664599	0.08178218215711608	0.03671384866820303	0.004745236689624857	0.0092220162808507	0.004263289973014415	0.06083613483755916	0.02153596390948947	0.011256482968075628	0.012604859966561357	0.011414662108714014
25	Beauharnais_Lettres	Beauharnais	1770s	F	epistolary	0.01990856046154286	0.014984879356458248	0.034644109661240735	0.015152188542389144	0.023206634610642124	0.002932152918164518	0.37921583177800516	0.013784239679845784	0.0016222348827567201	0.042187781274477414	0.0006416203489000862	0.08584093648908647	0.026920926563674615	0.07691622384003301	0.008173241070956206	0.0037130310416133515	0.003125963328014908	0.026251407450383825	0.018741495277032016	0.03966634784127548	0.01716961727689083	0.12048522989680895	0.003144111158834948	0.009972679643591335	0.01159855560738015
26	Beaumont_Belle	Beaumont	1700s	F	heterodiegetic	0.014053362480655153	0.04387559487690177	0.10278813829934359	0.007735458304271601	0.04374843546302434	0.004514802895325784	0.027353315965474866	0.002981835225306867	0.004070092571752866	0.04977625634064625	0.00025766689939923335	0.039772798453633164	0.013214021739611302	0.03536900738109212	0.0311213615753571	0.18687267083553108	0.004681975357587132	0.09946382890511281	0.07246584489832858	0.011113912359809033	0.08076194194997044	0.0934432479918866	0.011236989608317066	0.007090314803832684	0.012237124817827317
27	Beaumont_Clarice	Beaumont	1760s	F	epistolary	0.0084743525951982	0.08203715631695005	0.052953052512227074	0.004010072187607286	0.03417291503391621	0.01158907116672932	0.05022310763752683	0.012717697841420218	0.023332247857005106	0.03895436991517043	0.0015815364697629106	0.12248171425448894	0.03504379544789586	0.046364743667506474	0.008398652230384907	0.050242580352481817	0.012896281824660403	0.07460697696921993	0.03290696955668428	0.05797163786651331	0.05304396659414911	0.03525026713632877	0.01625505466216097	0.024261692917750374	0.11023008698626008
28	Beaumont_Prince	Beaumont	1700s	F	heterodiegetic	0.08168464383957334	0.013470440727044883	0.0029078849874978998	0.00138132750776532	0.04112811801109707	0.04022596228925006	0.044109613664298074	0.00597694392652816	0.027479620372000017	0.06799146430670601	0.00076510824535688	0.0518585408633046	0.07282493441502129	0.055731646520653745	0.0790371009217881	0.10518025069110008	0.005992611601567039	0.06455545788734889	0.027459118427419216	0.0018567615924439998	0.1007635316297935	0.06092183256211803	0.0016968393459526998	0.019761769501980518	0.0252384761623894
29	Beckford_Vathek	Beckford	1780s	M	heterodiegetic	0.05299857430491163	0.02874909104580435	0.011361016059087759	0.006639655405740725	0.022886057196906427	0.21760383605988912	0.013990644259618048	0.00594740887510251	0.03216913073432055	0.10126043054497494	0.00524765512965354	0.031283650271412264	0.01330516690567686	0.023417480327470215	0.06044456391571946	0.11016453813483769	0.014493085925442939	0.020011105610160375	0.0183242703327909	0.0010459010093764975	0.06462756968831473	0.08752586855444679	0.03989867889868694	0.005667426049588649	0.010937194760064928
30	Bellin_Nuit	Bellin	1790s	M	heterodiegetic	0.006155901671792963	0.017979239908019733	0.012872244643293698	0.01519402461262682	0.01882154375473497	0.14183754026483428	0.017180855329982314	0.00785708545673482	0.033674774059375	0.17831474765194216	0.0014804127164561955	0.02921223146964788	0.014428490910142831	0.02269681991543084	0.022556115992298714	0.14144809510324607	0.07430607166077477	0.01869725163927351	0.022663970623788308	0.00863892748188722	0.07919410027557755	0.06641395910645531	0.021559258090974618	0.008640996739877579	0.018175340920830674
31	Benoist_Elisabeth	Benoist	1760s	F	epistolary	0.004584368699215321	0.012673739436668373	0.07394751265890576	0.042668016680377646	0.04435472281101996	0.0029045604022079944	0.18318150736801028	0.02179588208383876	0.006339034050281198	0.027416893268868918	0.0016486827818782783	0.150731252872077	0.013945831037945371	0.10057992608261436	0.014502366400889873	0.006095446271380629	0.01488670402630367	0.03392801741923223	0.06042411714554773	0.03806243100507985	0.03244498786930919	0.04378311148330681	0.011553637597843096	0.04433717682738282	0.013210073719813696
32	Benouville_Pensees	Benouville	1750s	F	epistolary	0.01588049922805065	0.028270321686500566	0.04221986136376976	0.0040271080791732024	0.07024941324661733	0.010413352161955698	0.07124255290089299	0.0361284804217291	0.01967521848547032	0.019946342956298248	0.0011072787040855776	0.10730546739618692	0.02953444150650919	0.06667599134255273	0.006302888048354119	0.00795069974896689	0.03004262093050397	0.014803102940221188	0.033073051375072736	0.0033325918201796622	0.1562293295475174	0.03064143869158221	0.005726968773171265	0.13551678829826824	0.0537041903463689
33	Bernardin_Chaumiere	Bernardin	1720s	M	heterodiegetic	0.03671981845815798	0.053937006844164914	0.007580003961191551	0.004213419285591493	0.009120925972924621	0.2180622913830875	0.031565539100171895	0.007185179777718708	0.07583152572592497	0.043564542242566215	0.0012207024372769073	0.02874494248893144	0.01881361939825387	0.01812329351971808	0.030743418297677967	0.08635650315637176	0.06900691298373325	0.03830402036439621	0.011978130729376086	0.0007110149727000143	0.04999219384333229	0.04793865986848306	0.008086482145446033	0.07119779561287494	0.03100205742992707
34	Bernardin_Paul	Bernardin	1700s	M	homodiegetic	0.01491692493568803	0.03734517778530414	0.03533648321204614	0.002997104732834728	0.01672535331985447	0.24289961007331703	0.030565548508301506	0.0076385336059173695	0.005792804039544086	0.048530271053619796	0.0010270241650951108	0.03698074239959938	0.014184830786827436	0.04471572850454001	0.046888977698854147	0.046232204246188846	0.07194835675722738	0.05310763959774068	0.029242663412997274	0.0013862682560478923	0.02049293311798295	0.046089413138846576	0.007301370535805925	0.060360032119946685	0.07729400399587118
35	Berquin_Enfants	Berquin	1740s	M	mixed	0.005072643714880746	0.017351854804010886	0.13548165614819255	0.0018473769790508872	0.013047272354386349	0.04547175633037566	0.02132909278818389	0.005232792961946756	0.006240477798226211	0.07799846492435618	0.006531466510144276	0.01872767620037971	0.012388202114210958	0.02810390575102291	0.06448328882364422	0.17380540488901972	0.006469966927254767	0.053742227430426344	0.052776854518106944	0.0011350635413781764	0.08124600820228815	0.019757228346322892	0.10098095840695027	0.011143954424874819	0.03963440511036451
36	Blanchard_Philetas	Blanchard	1800s	M	autodiegetic	0.012720226185842363	0.02485941689077597	0.009268387256687839	0.0024636002993285297	0.014294867656704345	0.06769523248102154	0.10897032075426484	0.016819510560765968	0.0024718654295345847	0.09891128731435585	0.0007429297665581852	0.0344231556391739	0.004736522999914021	0.058134189598522866	0.31964970302344387	0.012543481642399832	0.003976513675507953	0.07296097868749905	0.026405335833208053	0.000800495948919422	0.020306128162207508	0.062226144898773816	0.0019481948027115263	0.005053839116059044	0.017617671375818027
37	Boufflers_Reine	Boufflers	1760s	M	autodiegetic	0.08858546277298447	0.13432340019133868	0.018690992145436798	0.01955549481194672	0.0580889850965827	0.05898587275576168	0.022598200324354674	0.016826719486101274	0.0034322253061770253	0.042795986833782954	0.0023596483001776746	0.04732775840770223	0.0115977404075121	0.050494879816420375	0.06388330790322176	0.038863857377519594	0.07777609427845206	0.040487708847033156	0.0394477211172901	0.012692854701288699	0.0684100225425036	0.002856963875386675	0.005772349340732725	0.011463228240112575	0.06268252512017848
38	CastilhonJL_Zingha	CastilhonJL	1760s	M	heterodiegetic	0.24780022732088477	0.013096515329403197	0.010980301039360261	0.004467723332650592	0.01997553563431789	0.054074906846068325	0.04114704408361453	0.013140370711177296	0.026396035600028834	0.027847989277548515	0.001289103595824343	0.10325197811114598	0.11029992503248165	0.05768482630997493	0.008215542607226182	0.012591328349028968	0.005403412074907157	0.015168465806446664	0.009175186126082346	0.033691289556833995	0.008321781621856303	0.11193438918819033	0.0037167686366885	0.029650136939292016	0.0306792168689652
39	CastilhonJ_Robert	CastilhonJ	1760s	M	heterodiegetic	0.13612817729654147	0.0784709498659747	0.010986697636474762	0.04479351178744682	0.03499725859829927	0.052793186550380004	0.04891329164265491	0.015390007214375423	0.02673697758695441	0.06512364523313127	0.003016891625913719	0.07935329056365772	0.056329193534511705	0.031375482955048745	0.016174952137163693	0.04110498625402393	0.014123987809250787	0.04648976955706068	0.017446421326042676	0.009786075444995263	0.04623519511212438	0.06861357513210051	0.011381987285224944	0.022055361905334622	0.022179125945312315
40	Cazotte_Diable	Cazotte	1770s	M	autodiegetic	0.007598094281551439	0.1020583288621621	0.01444695253691064	0.00877639515353339	0.07007410044142146	0.045682021681618244	0.05140335011813207	0.012931125436962187	0.00567755259069697	0.14785274759143105	0.003155186507145681	0.08731599000853316	0.03077378300861836	0.06308798265670801	0.03753937719168959	0.06451630418389238	0.019439884710365875	0.021302469623708284	0.025671269797010936	0.0013674048243678117	0.030168397031196344	0.0502161796733539	0.03864257081571221	0.04444707571123137	0.015855455562045363
41	Cazotte_Honneur	Cazotte	1710s	M	heterodiegetic	0.09800643523811758	0.03798023936557549	0.009342842759898128	0.03959532868541582	0.07988196929565557	0.04762634683899379	0.05046347780049773	0.016622763021379137	0.005787967532883613	0.1148499233148557	0.0008744261781767134	0.12384598143615012	0.02450805343110964	0.0613427095210785	0.024943635848573485	0.029138677925026717	0.011198104425896646	0.02884312492242676	0.03346601304395642	0.002066880683612006	0.026764562571644543	0.06244297067832072	0.035846675234711634	0.020463966807365824	0.014096923438676499
42	Cazotte_Ollivier	Cazotte	1710s	M	heterodiegetic	0.06984152960994203	0.05755212117685207	0.009846494766010754	0.045048882310900935	0.04363082925694574	0.10168547147927823	0.035219875217528784	0.011415138649951608	0.00594998842222	0.09128551767414998	0.001735824977896591	0.07768181934919723	0.024423358551939514	0.03531223875455433	0.04920756345242418	0.056445176027023924	0.024140389045531688	0.01481859769786112	0.017063928360846626	0.002839388987671181	0.051856862481919265	0.08292946000708304	0.05225547646916917	0.012154650483574987	0.025659416789525734
43	Charriere_Caliste	Charriere	1780s	F	mixed	0.004365429600286951	0.03255885973508542	0.07433050004194192	0.005219168548835416	0.05019518887014874	0.007456114999986969	0.07866912919702958	0.00900775150833338	0.003857128962289677	0.07516656133757496	0.0006899562334014201	0.06286539367253628	0.006509125867895396	0.044206077916382494	0.014440228913688482	0.04307051371828795	0.026777608281628364	0.07643154922891018	0.1953338750596109	0.019864456060437918	0.07306770912403494	0.028439362695691153	0.0071090849978489015	0.013483380694652698	0.04688584473347871
44	Charriere_Femmes	Charriere	1790s	F	heterodiegetic	0.007020330592043826	0.044479022048724504	0.0459381600201577	0.03833923992716531	0.06363106735839338	0.020258319204697253	0.04711684047221402	0.011059244961283613	0.012365153504071946	0.06741087359338957	0.00252621467078483	0.06650650133169195	0.013493053230714985	0.03860021795007418	0.015147451718536615	0.05403716311312876	0.03389357216665711	0.056804789329091776	0.06777213767985679	0.0025205462728732572	0.130226474110918	0.018217363413609834	0.030767253760170116	0.04317270782605119	0.06869630174369835
45	Charriere_Lausanne	Charriere	1780s	F	epistolary	0.006639084235214697	0.027737279090972657	0.09014330171868927	0.0067288536147358516	0.08661423939266256	0.0082634457663302	0.054029273602664914	0.01186909774418653	0.006157582667465828	0.07146645377861117	0.0035675733890373255	0.04583430656848399	0.012051704831663764	0.041061508463126443	0.011189511015061979	0.03590727946014142	0.023917898120778273	0.07094229204105701	0.15248838594290667	0.01780576994726737	0.10046746232524988	0.02266334064923623	0.01934910592419306	0.018423085945821982	0.054682163764439747
46	Charriere_Neuchateloises	Charriere	1790s	F	epistolary	0.004707581826863876	0.034928633098009934	0.14325905154896226	0.027431234636570594	0.06503975471161516	0.008648126249336965	0.024200762641430167	0.005149975220950491	0.0027002502227799745	0.06835230635182238	0.0015767943006642995	0.0202630148795379	0.010662739989611224	0.020689515363729746	0.009401145787829999	0.06557358731755877	0.028341256893717977	0.047686985514879085	0.12975681776203044	0.001856178549635	0.1695994712368655	0.00972201035078383	0.04726454561385812	0.005048382926104605	0.04813987700485056
47	Charriere_Noble	Charriere	1700s	F	heterodiegetic	0.016625687269778002	0.018816942765120043	0.043571555220594214	0.035734289803562524	0.06485014703767056	0.008833356021270429	0.10333933054886411	0.012258932899269385	0.02433650888038994	0.142551845767097	0.0014962513999559142	0.03883621122598262	0.011755530590550243	0.03642345404144037	0.020925826077886758	0.05859180372044011	0.03570816366786834	0.09445324460313846	0.029658835876916697	0.0005515324309391857	0.09244950936353981	0.020215542471456172	0.007097330945480757	0.027183644211560658	0.05373452315922649
48	Charriere_Observations	Charriere	1780s	F	heterodiegetic	0.08979484844792199	0.025527212693706502	0.03351876604132864	0.007654324612437339	0.04632548523165132	0.0036055969852506397	0.0111568773216403	0.00329545116393532	0.012642154540091982	0.07326118601268981	0.00138454556338622	0.08305254296381366	0.015591464411469321	0.03659730595343748	0.0059348663431016795	0.04625763735930699	0.021528739741349542	0.12549562999475433	0.09053309439456812	0.00054149454006238	0.050036497389411384	0.007778133408211141	0.013315118527459818	0.02354923473125376	0.17162179162775917
49	Charriere_Ruines	Charriere	1790s	F	heterodiegetic	0.006262881455184041	0.03804275713329732	0.0807903012617588	0.0035878389914662354	0.04822781379709996	0.0222434129901245	0.048211644772421465	0.01792996037438648	0.0074012970222899965	0.03390631602166818	0.0006080473684103001	0.07611482344501097	0.03855358536002854	0.03840751296999386	0.017303238339652756	0.03359055135680523	0.009098434702316823	0.12840485869216908	0.06868370705637761	0.04776909998231374	0.08976669354924384	0.017901330014664544	0.0415705727772078	0.01869906564498547	0.06692425492112135
50	Charriere_Sainte	Charriere	1790s	F	heterodiegetic	0.00505986438751698	0.03702572895430281	0.15153271197326787	0.00649566477166017	0.05587242349373129	0.016040603599568878	0.027499364912406905	0.011797385032319295	0.00484903431001534	0.0735724361807983	0.0013769401585984734	0.05700989469280482	0.007979600264660387	0.04277902888305695	0.012199090423534502	0.048961158792910915	0.04925642331646761	0.0932010173481126	0.07755259236012925	0.0023989255574690615	0.13231953893966947	0.015025431863946595	0.011215374077188063	0.02718157512010888	0.0317981905857534
51	Chaussard_Diable	Chaussard		M	heterodiegetic	0.020453256891732368	0.018548276154907825	0.0073533602135765885	0.007325383186562486	0.026505132876367566	0.08975050718806707	0.030282675026401563	0.005646753198583396	0.020831566941191936	0.061272610415911845	0.004271687961373652	0.02356984841608855	0.027629287531322037	0.04013758490961927	0.07294108399865709	0.03898419741497599	0.14460856491464943	0.018452461096268642	0.01023322809763735	0.0031410217820538994	0.019860449442375777	0.06559769190278213	0.03316678362988083	0.12392932932877333	0.08550725748023817
52	Chevrier_Colporteur	Chevrier	1760s	M	heterodiegetic	0.03984313614434101	0.03899152720511628	0.01758030817356111	0.08591163095918138	0.06972353205705795	0.0038451759486145556	0.028367390117577933	0.012739488109908747	0.029863287903272896	0.036512165983085	0.0023442000867701807	0.05738884686160646	0.04199427258072298	0.026130203152819748	0.007590214311051552	0.04413162614201707	0.1474939976106232	0.02795006670638981	0.021096289521587003	0.0043914652085095904	0.06361557898769882	0.022096665398313668	0.07208077483196727	0.020110547019636646	0.07820760897856797
