	id	Ranked topics
0	Abbes_Voyage	[(0.1928890824074014, 6), (0.0882607064690406, 2), (0.081927592811663, 25), (0.05853001273738, 19), (0.0536850619390062, 12), (0.0482175555628417, 4), (0.0471666735724577, 28), (0.0458314312846489, 17), (0.045604778580124, 14), (0.0437802748033498, 20)]
1	AndreSerieys_Comte	[(0.1863047729215407, 28), (0.054836161285096, 14), (0.0544662090525548, 26), (0.0512032209444748, 17), (0.0510962519842295, 9), (0.0504346669931643, 1), (0.04141675597972, 20), (0.0389473509389226, 13), (0.0334980947637299, 22), (0.0318787573832382, 18)]
2	Anonym_Enfant	[(0.1475706029653966, 14), (0.0898095807549854, 10), (0.0860719450218534, 19), (0.0588445085364189, 12), (0.0529839018724394, 1), (0.0506821158381795, 28), (0.050446016896793, 26), (0.0477495746560931, 20), (0.0406322049606802, 25), (0.0391538481253017, 13)]
3	Anonym_Histoire	[(0.1659251046589694, 15), (0.1034313172645612, 28), (0.066427422931892, 13), (0.0608533753909721, 17), (0.0517752022812579, 5), (0.0485023938133173, 4), (0.0481879202461338, 21), (0.0464334188394019, 2), (0.0367607058732406, 18), (0.036265479997018, 7)]
4	Anonym_Suzon	[(0.0811829986677453, 14), (0.067629646228403, 28), (0.0663483311058444, 2), (0.0596425939466226, 13), (0.0522944145033074, 4), (0.0509865118864008, 25), (0.0477062488190966, 21), (0.0463724120516755, 9), (0.0461052732386085, 10), (0.0440416620848922, 26)]
5	Anonyme_Venus	[(0.110054365000987, 14), (0.096174004768179, 19), (0.0890529729714454, 25), (0.084614930941804, 10), (0.0834221215956148, 8), (0.0484989511186708, 13), (0.0482799376168055, 28), (0.0481578210448355, 12), (0.0454311284079546, 4), (0.0354022328522134, 26)]
6	Anonyme_Zoloe	[(0.1142974686355377, 19), (0.0841847347501139, 8), (0.0739822199033181, 1), (0.0660176727490732, 12), (0.0497104439163865, 25), (0.0485524060435359, 27), (0.0455271690005852, 20), (0.0435199651533996, 4), (0.040358048146252, 6), (0.0403453126621623, 26)]
7	Arnaud_Adelson	[(0.1657358111663828, 22), (0.142858150281033, 11), (0.0987638238752296, 12), (0.0886943221620977, 7), (0.0818978227786407, 20), (0.0786550294307759, 27), (0.0571555484654953, 1), (0.0424224343304381, 13), (0.0355948621163597, 18), (0.0274040082347054, 28)]
8	Arnaud_Anne	[(0.2870339503155045, 22), (0.0836666278632662, 11), (0.0813919864149414, 20), (0.0704301744137719, 29), (0.0698879967409507, 12), (0.0687852885858031, 7), (0.0498284149294812, 27), (0.0393915442325463, 13), (0.0348638889175728, 4), (0.0302675596834783, 9)]
9	Arnaud_Bal	[(0.148276323041287, 7), (0.1010471768580544, 4), (0.0994550464320016, 12), (0.090464102361087, 20), (0.070818196819315, 21), (0.0688660816212295, 22), (0.0525859538006141, 14), (0.0498260488266082, 19), (0.0431066773120272, 13), (0.0406397250602354, 25)]
10	Arnaud_Batilde	[(0.2097447249167154, 7), (0.2014772401714049, 22), (0.1078491939087783, 24), (0.1047197432138613, 20), (0.0845435771755948, 12), (0.0562164854753732, 13), (0.0403513725832661, 18), (0.0221496708785981, 15), (0.0197098669420911, 11), (0.0184130527798118, 2)]
11	Arnaud_Clary	[(0.1839300828664436, 22), (0.0949296261754075, 12), (0.0879152231620378, 7), (0.0850433323998321, 20), (0.0684751036821969, 27), (0.068066436140157, 11), (0.0380721935879925, 18), (0.0359915402763685, 4), (0.0354529417123187, 13), (0.0331539680769436, 15)]
12	Arnaud_Epoux	[(0.2521329488945166, 22), (0.1554147045348434, 7), (0.0897165393800781, 12), (0.0859081078111027, 20), (0.0664132612097662, 13), (0.033048161304441, 27), (0.0320308015488437, 18), (0.0288540353537673, 11), (0.0280516802028643, 29), (0.0261899940285019, 4)]
13	Arnaud_Fanny	[(0.1619260840291674, 22), (0.1154903223344062, 11), (0.0967372378654959, 27), (0.0783196444093697, 7), (0.0735939628694386, 20), (0.062915929458504, 12), (0.060572168715695, 18), (0.0557472197573517, 29), (0.0340213764916389, 4), (0.0293570748600857, 9)]
14	Arnaud_Julie	[(0.1845641498427297, 22), (0.1129095683276863, 4), (0.0991524097994556, 12), (0.071213521800094, 7), (0.0695529246342306, 20), (0.0574278923008218, 27), (0.054599130579197, 29), (0.0399043367174717, 13), (0.0325047295078571, 18), (0.0321357359143168, 2)]
15	Arnaud_Lucie	[(0.3447345426028406, 22), (0.1944136019941665, 7), (0.0663832841451488, 12), (0.0631371490624938, 20), (0.0571162926227467, 29), (0.0427409338526634, 13), (0.0404194698265161, 11), (0.0295054752003871, 18), (0.0248365867311082, 8), (0.015360858661932, 4)]
16	Arnaud_Matinees	[(0.2075367357525114, 11), (0.11936443219977, 22), (0.0948006891273215, 13), (0.0870831363823637, 7), (0.0733219175761752, 12), (0.0697671866170336, 20), (0.0418263379347587, 4), (0.0402373683247015, 18), (0.0319448041399196, 21), (0.0260032424146361, 23)]
17	Arnaud_Nancy	[(0.1591506981401335, 22), (0.0993856721924232, 7), (0.0935263361920176, 20), (0.0871997019189227, 4), (0.0623524129681632, 13), (0.060554287822688, 18), (0.0574516068558253, 11), (0.0559153282907797, 27), (0.0451240802976518, 12), (0.0418968621805688, 29)]
18	Arnaud_Sargines	[(0.1665930547329419, 24), (0.097708472386469, 20), (0.0869068328558869, 12), (0.0687859241757888, 7), (0.0625056701800758, 22), (0.0461829686551178, 4), (0.0444255153811196, 19), (0.0430140323659847, 11), (0.0387592473819126, 5), (0.0380897051470759, 13)]
19	Arnaud_Selicourt	[(0.2370462917778683, 7), (0.1623326894504103, 22), (0.1153842570210334, 20), (0.0817635620580253, 12), (0.0784992117341928, 13), (0.0511973814697476, 8), (0.0423725424557105, 23), (0.0337470882584228, 4), (0.0325636459503509, 15), (0.031088493563312, 11)]
