	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
0	moins	coup	enfant	cheval	femme	saint	livre	aimer	comte	homme	foutre	point	cœur	point	heure	homme	père	terre	fille	beau	œil	voir	vie	lettre	roi	voir	maître	crime	jour	père
1	croire	main	homme	chemin	homme	dieu	ouvrage	amour	marquise	fortune	fille	milord	amour	mettre	chambre	nature	homme	eau	mère	œil	voir	paraître	larme	ami	prince	là	petit	homme	temps	mère
2	encore	tomber	point	jour	esprit	point	lire	cœur	chevalier	riche	cul	miss	plaisir	seul	porte	loi	ami	soleil	femme	jeune	main	cher	douleur	écrire	peuple	bon	manger	malheureux	arriver	sœur
3	point	voir	voir	suivre	monde	père	auteur	point	marquis	argent	con	ami	âme	croire	sortir	vertu	fil|fils	mer	jeune	air	parler	temps	mourir	voir	grand	chose	grand	coupable	partir	fil|fils
4	paraître	cri	toujours	route	point	religion	grand	croire	bon	bon	là	cœur	bonheur	cependant	passer	dieu	voir	voir	mariage	fleur	mot	sentimens	point	croire	ennemi	petit	mettre	voir	passer	enfant
5	temps	tête	moins	bois	plaisir	grand	esprit	jamais	cher	pauvre	mettre	mylord	doux	moyen	lit	point	baron	montagne	père	voir	répondre	donner	mort	parler	princesse	croire	homme	punir	fort	frère
6	fée	jeter	jamais	arriver	personne	prêtre	histoire	voir	ami	payer	plaisir	comte	heureux	moins	nuit	raison	connaître	grand	mari	joli	entendre	jeune	malheureux	cher	cour	parler	bon	jamais	donner	cher
7	donner	sang	donner	voir	goût	église	écrire	ami	femme	grand	décharger	lady	jour	donner	femme	vérité	jeune	vent	époux	beauté	regarder	ami	jour	encore	gloire	fort	vin	horreur	apprendre	fille
8	voir	corps	apprendre	arrêter	paraître	religieux	pièce	sentiment	beau	maison	vit	lettre	sentiment	paraître	entrer	principe	là	nature	épouser	chanter	moment	grand	cœur	adieu	guerre	répondre	donner	oser	grand	bon
9	penser	pied	vie	passer	plaire	curé	roman	amant	mettre	gens	petit	lord	encore	projet	maison	chose	ici	élever	donner	main	reprendre	adélaïde	ciel	jour	arme	voilà	boire	devenir	voir	voir
10	tant	entendre	chose	conduire	toujours	chrétien	art	seul	ci	travail	bouche	oncle	jouir	temps	jour	esprit	doute	air	jour	charmant	écrier	œil	vivre	moment	souverain	encore	là	cruel	nouveau	donner
11	femme	frapper	mal	arbre	société	supérieur	genre	moins	abbé	donner	duc	amitié	tendre	intérêt	donner	humain	docteur	arbre	homme	grâce	paraître	personne	malheur	toujours	trône	beau	diable	main	ville	ami
12	autant	œil	mieux	château	souvent	moine	théâtre	encore	vicomte	petit	voir	sentiment	temps	laisser	soir	religion	malheur	rocher	enfant	rose	bras	princesse	dieu	chère	troupe	entendre	tête	vertu	connaître	jeune
13	désir	bras	sentir	quitter	caractère	monde	français	vertu	fort	terre	femme	fortune	vie	parti	mettre	peuple	point	lieu	marier	petit	voix	nouveau	père	recevoir	palais	mieux	coup	femme	recevoir	aimer
14	amour	saisir	seul	lieu	beaucoup	prière	génie	toujours	cependant	famille	baiser	cher	désir	permettre	attendre	grand	voilà	bord	épouse	donner	parole	chère	âme	temps	donner	assez	eau	voilà	ordre	famille
15	grand	voix	soin	temps	parler	ciel	lecture	bonheur	moins	état	beau	désir	objet	assez	matin	donner	secret	île	maison	couleur	lever	répondre	encore	aimer	soldat	beaucoup	point	scélérat	mettre	dieu
16	beaucoup	feu	état	loin	connaître	bon	talent	connaître	dame	livre	branler	parler	charme	état	coucher	mal	apprendre	là	famille	amour	demander	point	dernier	amitié	fil|fils	ici	pain	vengeance	paraître	jour
17	jamais	porte	âge	maison	jamais	parler	goût	âme	petit	ville	libertin	sir	aimer	désir	arriver	idée	enfant	vaste	fortune	paraître	croire	doute	affreux	puis	sujet	demander	pied	affreux	voyage	saint
18	craindre	encore	grand	vieillard	moins	compère	homme	puis	moment	besoin	foi|fois	personne	œil	refuser	voir	âme	puis	animal	devenir	dame	air	vivre	cruel	penser	général	mettre	vieux	croire	attendre	cœur
19	toujours	côté	bon	point	assez	révérend	tableau	sentir	duchesse	somme	homme	tendre	sentir	effet	entendre	seul	jour	fruit	beau	amant	foi|fois	beau	héler	chose	patrie	rire	chien	commettre	demander	embrasser
20	douter	mort	raison	marcher	air	entendre	nom	craindre	point	vivre	ange	parent	passion	assurer	lendemain	sage	revenir	milieu	jamais	plaisir	jeter	amant	désespoir	lire	reine	joli	gros	criminel	suivre	homme
21	flatter	élancer	besoin	chercher	croire	juif	beau	heureux	coup	jour	fesse	recevoir	toujours	craindre	voiture	droit	donner	petit	personne	blanc	regard	apprendre	seul	jamais	chef	tant	comment	vie	lieu	pauvre
22	façon	bruit	encore	village	aimable	foi	siècle	passion	heure	honnête	gros	chère	nouveau	part	ouvrir	société	parler	couvrir	âge	sourire	mouvement	écrier	infortuné	donner	armée	tenir	voilà	mort	laisser	beau
23	long	pousser	propre	lieue	aimer	couvent	vérité	amitié	encore	année	cuisse	bonté	éprouver	décider	moment	ordre	seul	tour	vivre	regard	visage	beaucoup	voir	point	monarque	comment	gens	sang	long	petit
24	laisser	bientôt	connaître	beau	voir	terre	comédie	adorer	baron|baronne	vendre	enculer	heureux	nature	exiger	demander	mœurs	près	pied	parent|parents	nouveau	silence	reconnaître	œil	ange	porter	homme	tirer	monstre	homme	voilà
25	effet	terrible	ainsi	là	mari	abbé	public	oser	joli	point	saint	donner	sembler	secret	appartement	vice	ainsi	vaisseau	grand	figure	temps	conduire	laisser	idée	héro|héros	jamais	table	venger	perdre	ici
26	assez	sortir	temps	seul	cependant	dévot	mot	perdre	assez	pays	donner	temps	idée	attendre	grand	monde	francisque	ciel	moi|mois	cheveu	genou	homme	mal	hier	empire	mal	pauvre	innocence	conduire	mettre
27	doute	épée	tenir	donner	grand	croire	scène	donner	part	richesse	joli	permettre	goûter	accorder	lever	préjugé	infortuné	plante	apprendre	placer	tomber	apercevoir	état	aujourd	empereur	donner	main	victime	entrer	parler
28	combien	porter	mettre	berger	gens	jour	connaître	tendre	tour	prix	puis	écrire	vif	moment	laisser	opinion	temps	haut	mettre	doux	sentir	bras	ami	grand	nation	monde	beau	justice	porter	pleurer
29	mettre	déjà	maître	jeune	donner	prier	temps	cher	chapitre	travailler	coup	chagrin	vertu	engager	rester	vrai	nom	pays	maître|maîtresse	taille	oser	cependant	sein	passer	sang	aimer	rire	servir	servir	larme
30	cependant	crier	lieu	forêt	grâce	vie	lire|liser	raison	près	mettre	ami	peine	seul	ajouter	revenir	lumière	toujours	oiseau	bonheur	agréable	encore	auprès	rester	hui	paix	penser	foi|fois	encore	envoyer	femme
31	aimer	milieu	commencer	éloigner	jeune	pieux	parler	oublier	aventure	service	encore	aimable	pur	motif	petit	corps	ignorer	autour	nom	musique	instant	pareil	sort	partir	maître	moins	hôte|hôtesse	là	affaire	grand
32	sentir	tirer	vivre	campagne	vivre	mourir	langue	tant	mot	gagner	placer	objet	devenir	employer	encore	exister	moment	rivage	passer	voix	larme	habit	bras	beaucoup	armer	laisser	garçon	perdre	peine	porter
33	sembler	effrayer	peine	peine	quelquefois	livre	jouer	tromper	charmant	servir	évêque	paraître	beau	nouveau	dormir	moins	grand	fleur	honnête	fête	apercevoir	bientôt	pleurer	lettrer	nom	toujours	messieurs	instant	soin	regarder
34	idée	tour	naturel	ville	ridicule	esprit	gens	plaindre	heureux	commerce	main	assurer	amant	crainte	souper	erreur	rester	étendre	alors	bouche	alors	long	peine	occuper	ministre	air	mourir	ami	charger	oncle
35	inspirer	fer	laisser	retourner	penser	personne	spectacle	digne	surtout	affaire	jeune	mouvement	joie	conseil	monter	éclairer	penser	lune	monde	baiser	sortir	foiblesse	arracher	bonheur	ordre	grand	servir	juge	chercher	joie
36	chercher	arrêter	presque	nuit	beau	péché	petit	pourquoi	déjà	heureux	garçon	aimer	tant	raison	partir	naître	bonheur	apercevoir	soin	noir	jamais	abord	pleur|pleurs	envoyer	honneur	pourtant	animal	remords	part	aîné
37	taciturne	mettre	nature	revenir	chercher	cellule	ancien	mériter	perdre	acheter	langue	montrer	foi|fois	opposer	seul	action	quitter	temps	consentir	côté	ajouter	mettre	abandonner	foi|fois	recevoir	passer	haut	malheur	lendemain	cousin
38	fort	écrier	servir	près	devenir	âme	titre	tendresse	saint	vie	bander	tendresse	instant	obtenir	dîner	univers	tant	côté	duc	danser	baiser	dame	perdre	heureux	guerrier	plaisir	tuer	sauver	assez	mari
39	sentiment	couvrir	leçon	pied	conversation	cérémonie	acteur	laisser	portail	misère	volupté	soin	image	déjà	paraître	établir	retrouver	génie	année	son	approcher	entrer	moment	personne	tête	foi|fois	argent	honneur	reconnaître	nom
40	ignorer	tenir	éducation	apercevoir	manière	religieuse	lecteur	lettre	honneur	établir	téton	idée	jamais	conduite	côté	système	maître	lumière	temps	table	sembler	suite	souffrir	peine	combat	puis	nez	odieux	route	tendre
41	raison	alors	devenir	jardin	raison	mort	poète	droit	galant	utile	instant	apprendre	beauté	servir	fermer	intérêt	nouveau	peuple	laisser	jeu	tête	sçais	cher	quitter	royaume	dame	jambe	infâme	gens	heureux
42	égard	apercevoir	idée	toujours	amuser	dévotion	mettre	parler	foi|fois	nouveau	vivre	pourquoi	feu	forcer	répondre	être|êtres	vieux	habiter	demander	jour	interrompre	pere	triste	vie	rang	tête	payer	innocent	départ	digne
43	prince	paraître	objet	courir	naturel	autel	anglais	cacher	nouveau	moyen	sucer	quitter	délicieux	confiance	descendre	philosophe	pauvre	immense	permettre	couvrir	seul	témoigner	accabler	rester	seigneur	reprendre	habit	œil	service	parent|parents
44	ailleurs	nuit	effet	ici	ton	répondre	point	pardonner	interrompre	luxe	ainsi	attendre	félicité	demander	quitter	toujours	comment	rayon	connaître	tête	long	chercher	apprendre	craindre	conseil	fâcher	bas	loi	officier	maman
45	sultane	terre	exemple	rencontrer	bon	piété	savant	cruel	baiser	droit	doigt	engager	naître	inspirer	table	espèce	effet	feu	heureux	jouer	peine	effet	horreur	cœur	commander	mauvais	jeter	perfide	présenter	présent
46	là	autour	loin	partir	fort	demander	mauvais	combien	temps	écu	trou	attacher	imagination	autant	près	matière	bon	habitant	ami	sembler	entrer	champ	consolation	réponse	chevalier	déjà	morceau	ciel	aventure	aimable
47	seul	sauver	fort	terre	agréable	jésuite	portrait	foi|fois	ailleurs	emploi	vieux	marquis	moment	douter	rentrer	nécessaire	écrier	globe	riche	porter	asseoir	levrette	recevoir	entendre	droit	tante	porter	vil	remettre	demander
48	prouver	précipiter	tant	homme	qualité	cher	personnage	vrai	affaire	ministre	soir	porter	douceur	alors	cabinet	sen|sens	château	travail	mourir	charme	pied	faveur	funeste	ici	esclave	pourquoi	ci	jeter	encore	maison
49	mieux	avancer	penser	côté	agrément	divin	peindre	secret	laisser	partie	servir	jour	livrer	ainsi	maître|maîtresse	passion	partir	environner	retirer	brillant	rester	ciel	courage	cependant	ville	temps	mieux	laisser	état	tante
