	id	Ranked topics
0	Abbes_Voyage	[(0.14750714690186031, 25), (0.08487025596425607, 26), (0.0766039426488269, 9), (0.07391643804605813, 12), (0.06664270351927291, 14), (0.05804365610732168, 22), (0.05764480968423787, 11), (0.04273564591483433, 1), (0.04208342487702716, 17), (0.037328880113239114, 10)]
1	Anonym_Suzon	[(0.12235405684456667, 26), (0.08111306049874532, 5), (0.06283207449778627, 9), (0.05401917509971908, 15), (0.05006311259001428, 11), (0.04838444907564091, 4), (0.04550953827616101, 18), (0.04293843767239592, 2), (0.040401372129432615, 1), (0.03922900012124506, 14)]
2	Anonyme_Etourdi	[(0.0967093330650468, 14), (0.08600663359893973, 2), (0.08435792199607507, 11), (0.07588049531387157, 15), (0.07125345895907953, 22), (0.05883844826711311, 26), (0.055946154032209656, 9), (0.04862973532793277, 29), (0.04622947411565414, 21), (0.04362428884884165, 12)]
3	Anonyme_Zoloe	[(0.12141331608000792, 14), (0.07576085000354578, 24), (0.07239947270564337, 2), (0.05871723503297279, 8), (0.05444139360063818, 22), (0.05050238991601385, 12), (0.04980913772318471, 28), (0.04814676480716119, 4), (0.04263105883360999, 15), (0.04064159758653712, 5)]
4	Arnaud_Sentiment	[(0.2697432131956272, 10), (0.1056803805890435, 29), (0.07081121431609844, 28), (0.06909914588286856, 22), (0.0503421410159809, 12), (0.047685525178988566, 19), (0.04581837178572574, 11), (0.040284691665510124, 15), (0.033447070996502674, 20), (0.0333451506012838, 26)]
5	Beauharnais_Lettres	[(0.2606066473080696, 29), (0.12462382966231834, 10), (0.08312360467522081, 15), (0.06109234436502646, 22), (0.053629815323119306, 12), (0.052254355456640186, 28), (0.05164520273655213, 26), (0.04543703796387253, 3), (0.0415015075752491, 18), (0.03581721173061726, 11)]
6	Beaumont_Clarice	[(0.1306363821143108, 19), (0.0797679048924496, 26), (0.07675135504371808, 4), (0.059605027680950176, 15), (0.042676959072289314, 18), (0.041102430755765515, 22), (0.04037430782110989, 17), (0.03975315616214747, 24), (0.038918829466994515, 28), (0.03770739637856282, 10)]
7	Beckford_Vathek	[(0.17781884124754474, 24), (0.14989452233954026, 17), (0.06435657749389476, 12), (0.0620776326319887, 5), (0.059486231243224726, 9), (0.058563278258459237, 14), (0.05668634833870001, 6), (0.0389242288367926, 0), (0.02929313686303023, 2), (0.02867318289878077, 18)]
8	Benoist_Elisabeth3	[(0.1309346396127557, 3), (0.12312568230164345, 15), (0.1203094701758649, 29), (0.0692503731678639, 26), (0.06869187748535469, 18), (0.05844102796868059, 9), (0.05074383509118291, 22), (0.04710472529223224, 10), (0.04491060069157597, 11), (0.031760829221303334, 16)]
9	Benouville_Pensees	[(0.16708445740194106, 9), (0.09098461903918846, 27), (0.08571425315389315, 11), (0.06869499693173084, 15), (0.06577821523045717, 29), (0.056111134095120696, 1), (0.05456556842252543, 26), (0.0450650320690278, 18), (0.04420663785571954, 22), (0.035621237772061866, 28)]
10	Bernardin_Paul	[(0.2337544257221467, 17), (0.06579968407167731, 25), (0.048233918140033916, 19), (0.04719792707576898, 4), (0.044761555585891406, 18), (0.04199766892581549, 22), (0.04008165557325558, 1), (0.0380484569786563, 13), (0.03614589768000805, 12), (0.03592221751565406, 24)]
11	Berquin_Enfants	[(0.2013900080295064, 9), (0.12275100788647607, 5), (0.11754372178633653, 19), (0.08989345064467576, 6), (0.07151959261170635, 17), (0.0582462636167925, 12), (0.03484246636021947, 18), (0.033077099775827644, 16), (0.025599539096324054, 4), (0.023156920855898544, 1)]
12	Cazotte_Diable	[(0.09733883924303376, 12), (0.08244448865724997, 21), (0.08145269926467533, 15), (0.07801527702811814, 14), (0.0765259512015422, 5), (0.059403902371757, 22), (0.054171443914894896, 24), (0.04807282848249586, 11), (0.044555175546312935, 9), (0.042773101307230194, 29)]
13	Charriere_Femmes	[(0.14345110094421912, 9), (0.07355563749454637, 12), (0.05626935679069437, 1), (0.04942723038729318, 19), (0.047859794376888594, 15), (0.04634427278060342, 5), (0.045134755278187125, 11), (0.04419599483861865, 29), (0.044064945214104416, 4), (0.0424361319856782, 21)]
14	Charriere_Lausanne	[(0.13353633466671344, 9), (0.08904721464830262, 12), (0.07075568065582273, 19), (0.06860784978033492, 11), (0.06849600675597707, 16), (0.06662772262966178, 18), (0.056456465459133666, 29), (0.05451018851561538, 3), (0.04368554220100127, 5), (0.0391885881966524, 15)]
15	Constant_Laure1	[(0.14764818841213515, 9), (0.1382970427477905, 11), (0.08315653516088302, 16), (0.06354339300557334, 22), (0.0597671903996314, 29), (0.054207140828727414, 12), (0.05314560267910638, 26), (0.05222938742816987, 15), (0.043098757145043534, 3), (0.041655065995704656, 17)]
16	Constant_Laure2	[(0.1605899837349007, 9), (0.12395138013151814, 16), (0.09597010841614244, 11), (0.08101296348041115, 12), (0.0622662269159807, 26), (0.057547960755170026, 18), (0.051563872421608606, 15), (0.050899833109066005, 3), (0.04850441158099024, 29), (0.04199591970120322, 14)]
