	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
0	chevalier	homme	amour	lettre	fortune	chambre	maître	foutre	comte	voir	larme	femme	voir	peuple	beau	croire	jamais	terre	jour	père	roi	arriver	cœur	femme	voir	livre	comte	dieu	homme	aimer
1	isambard	enfant	amant	écrire	homme	heure	jacque|jacques	cul	marquise	savoir	point	point	parler	homme	air	moins	petit	arbre	vie	mère	prince	homme	âme	jamais	coup	ouvrage	temps	homme	crime	cœur
2	duchesse	point	plaisir	suivre|être	argent	porte	grand	fille	durut	là	douleur	homme	œil	loi	œil	seul	jeune	eau	temps	fille	grand	partir	sentiment	homme	cri	lire	venir	religion	vertu	amour
3	princesse	savoir	cœur	ami	maison	passer	manger	con	chevalier	bon	malheureux	esprit	répondre	nation	grand	rendre	toujours	montagne	vivre	enfant	reine	venir	bonheur	servir	main	auteur	voir	raison	punir	ami
4	duc	donner	beau	adieu	riche	lit	petit	décharger	faublas	suivre|être	mourir	personne	entendre	citoyen	voir	encore	ami	soleil	mal	sœur	gloire	femme	objet	fille	tête	esprit	trouver	vérité	coupable	point
5	parole	apprendre	œil	marquis	donner	prendre	homme	là	petit	chose	cœur	goût	mot	gouvernement	dame	laisser	point	petit	mourir	fil|fils	cour	trouver	plaisir	nature	œil	grand	prendre	nature	mal	jamais
6	venir	toujours	doux	cher	payer	mettre	voilà	mettre	bon	croire	œil	aimer	main	pays	petit	prendre	personne	lieu	état	frère	princesse	cheval	idée	instant	tomber	histoire	rendre	loi	malheureux	bonheur
7	trouver	voir	tendre	recevoir	gens	sortir	vin	duc	heure	encore	ciel	toujours	suivre|être	point	donner	cependant	voir	jour	mort	cher	point	ville	heureux	devenir	alors	homme	apprendre	fil|fils	honneur	sentiment
8	mot	moins	jeune	chevalier	pauvre	nuit	boire	vit	duchesse	mieux	bras	mari	demander	patrie	jouer	moyen	donner	bois	peine	bon	ennemi	prendre	œil	voilà	feu	écrire	paraître	monde	cœur	seul
9	donner	nature	venir	croire	grand	venir	diable	bouche	vicomte	trouver	père	société	regarder	grand	joli	moment	fille	fleur	encore	voir	honneur	maison	passion	crime	sang	roman	donner	esprit	vie	savoir
10	reprendre	jamais	encore	savoir	mettre	main	mettre	petit	joli	ami	âme	plaire	croire	terre	paraître	effet	beaucoup	couvrir	passer	jeune	trône	voiture	voir	là	terrible	lecture	point	grand	point	suivre|être
11	rendre	chose	fleur	voir	bon	entrer	hôte|hôtesse	branler	monseigneur	venir	dernier	croire	venir	ville	femme	attendre	encore	pied	toujours	saint	guerre	ami	éprouver	trouver	corps	génie	état	lumière	oser	amitié
12	cependant	prendre	cher	parler	livre	jour	comment	beau	baron	parler	encore	jeune	savoir	souverain	grâce	paraître	parler	mer	rester	mari	rendre	suivre	sentir	plaisir	grand	temps	jour	principe	âme	toujours
13	répondre	raison	désir	jour	jour	coucher	bon	fesse	moment	voilà	main	caractère	reprendre	nature	jeune	projet	grand	jardin	voir	femme	troupe	passer	doux	président	porter	siècle	recevoir	sage	cruel	voir
14	heure	rendre	feu	ici	vivre	lever	chien	femme	ci	petit	ami	monde	moment	sage	figure	secret	enfant	bord	douleur	famille	palais	route	amour	moins	écrier	genre	cher	donner	horreur	âme
15	prendre	besoin	déjà	lire	trouver	trouver	tête	enculer	baron|baronne	fort	mort	souvent	voix	république	fort	doute	jour	là	prendre	venir	porter	là	sembler	venir	ciel	art	nouveau	humain	loi	moins
16	paraître	mal	main	point	service	maison	prendre	homme	cependant	grand	jour	propre	air	société	rire	alors	moi|mois	air	laisser	donner	arme	arrêter	temps	seul	mort	talent	long	croire	venger	heureux
17	recevoir	soin	rendre	envoyer	petit	pied	point	gros	voilà	toujours	infortuné	raison	paraître	mœurs	beauté	trouver	trouver	forêt	grand	aimer	maître	heure	nature	toujours	voix	goût	chère	vertu	justice	encore
18	temps	âge	jour	partir	état	bras	appeler	baiser	diable	prendre	sein	aimable	seul	chef	beaucoup	assez	manière	oiseau	seul	jour	soldat	conduire	désir	voir	frapper	vérité	peine	vrai	rendre	sentir
