	id	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
0	Abbes_Voyage	0.007544894501725314	0.04273564591483433	0.009125605334931262	0.006552493912054654	0.023655697826758467	0.03490929486712449	0.016040254585268546	0.0019803095510126617	0.007092364097757546	0.0766039426488269	0.03732888011323911	0.05764480968423788	0.07391643804605813	0.02252537357010984	0.06664270351927291	0.017817140703838805	0.007911084340130471	0.04208342487702716	0.03615035069070179	0.0044341183259748885	0.0018679157560014144	0.01776570491570713	0.05804365610732168	0.01379454002987454	0.032863755790472134	0.14750714690186031	0.08487025596425608	0.009816131854113746	0.02307259522339385	0.01770347034611394
1	Anonym_Suzon	0.004677507180586627	0.04040137212943261	0.04293843767239592	0.010993722997344668	0.04838444907564091	0.08111306049874532	0.035743650587094306	0.03626766743905315	0.0005031098746399278	0.06283207449778627	0.012721681914347705	0.05006311259001428	0.03236787990796655	0.019135034391074182	0.03922900012124506	0.054019175099719076	0.025424678059806888	0.010100619881459385	0.04550953827616101	0.033502018944747934	0.008188823762712167	0.03315347016834319	0.03780358916494205	0.018449797066776925	0.022776645213139796	0.02361176368531057	0.12235405684456667	0.009336560596642316	0.016386862054819783	0.02201064030348476
2	Anonyme_Etourdi	0.004919412322722886	0.018960694891028588	0.08600663359893972	0.028704348378794164	0.03335535441595169	0.03989056023635978	0.007886671304036454	0.0006962801529945934	0.00423316890247785	0.055946154032209656	0.03813686932396013	0.08435792199607507	0.04362428884884165	0.008648285194792894	0.0967093330650468	0.07588049531387157	0.01576321723432348	0.001502794496466222	0.027664958054505237	0.03340238067985311	0.004791103196258272	0.04622947411565414	0.07125345895907952	0.008635289316142634	0.016684078326141046	0.012550317898962072	0.05883844826711311	0.005441262061356557	0.020657010088108368	0.04862973532793277
3	Anonyme_Zoloe	0.007448140784382517	0.013235162414245112	0.07239947270564337	0.009245241357172352	0.04814676480716119	0.04064159758653712	0.022127679980184653	0.003924007829473596	0.058717235032972784	0.0364702491540321	0.025455552931722122	0.03299867434202438	0.05050238991601385	0.023674024203218038	0.12141331608000791	0.04263105883361	0.009902715413663912	0.030306178545224136	0.01047462414045377	0.008418691050512211	0.01739394408027645	0.034458001208261146	0.05444139360063818	0.019353311955658724	0.07576085000354577	0.027821830687125144	0.013149369594739587	0.012884245405615375	0.04980913772318471	0.026795138632699767
4	Arnaud_Sentiment	0.006753783999215085	0.014046680801629087	0.017407688686222497	0.019920001327005814	0.016400488196064655	0.010972895981037532	0.003143152110868073	0.0007266356174373459	0.009219633139692231	0.01787119312681952	0.2697432131956272	0.04581837178572574	0.050342141015980904	0.012632409826855272	0.008682986925958945	0.040284691665510124	0.012484583883018902	0.005531763738000085	0.020494272864736606	0.04768552517898857	0.033447070996502674	0.015421189731376584	0.06909914588286856	0.005606361011331368	0.012809620489087176	0.009530025847894436	0.0333451506012838	0.014087727468119236	0.07081121431609844	0.1056803805890435
5	Beauharnais_Lettres	0.008246777796850175	0.01193283916721814	0.005862838539234073	0.04543703796387253	0.016661022005153455	0.006037209597763563	0.0008901956782538372	0.00035061551774266805	0.0027396372906148096	0.020571747954641093	0.12462382966231836	0.03581721173061726	0.053629815323119306	0.006408368393846106	0.0049229304608187675	0.08312360467522081	0.018554619992169646	0.0014169052521579852	0.0415015075752491	0.023021015620076444	0.011137607904705254	0.012895279163121923	0.06109234436502646	0.009306507645711516	0.01787254132368893	0.003330587216926907	0.05164520273655213	0.008109196682618988	0.05225435545664019	0.2606066473080696
6	Beaumont_Clarice	0.012471656042455497	0.028887165657300498	0.028493375613250032	0.003967966597136553	0.07675135504371808	0.00930176450442356	0.031002403150089897	0.008315466471939608	0.01012365053275579	0.03421294927999926	0.03770739637856282	0.03752545183838941	0.021508013363633043	0.016711869920461263	0.01701325045172938	0.05960502768095018	0.017316524790521762	0.040374307821109894	0.04267695907228931	0.1306363821143108	0.030359579548330743	0.0065026514438443405	0.04110243075576551	0.026990887685354136	0.03975315616214747	0.024455092500871523	0.0797679048924496	0.025612566751337367	0.03891882946699451	0.021933964467878184
7	Beckford_Vathek	0.0389242288367926	0.00884707098195087	0.02929313686303023	0.0067283325853893195	0.009340569091147164	0.0620776326319887	0.056686348338700024	0.0036591907516305634	0.002104510128574344	0.05948623124322473	0.025817463327169925	0.012823729346035465	0.06435657749389476	0.007317600413731414	0.05856327825845924	0.025489791465590782	0.009048528529885445	0.14989452233954023	0.028673182898780767	0.017159480159451547	0.024108414937286927	0.025411492695474325	0.022462252275736692	0.006131904155001912	0.17781884124754477	0.00803269640730246	0.017170832172330164	0.011486999955532259	0.014996155700934275	0.016089004767888104
8	Benoist_Elisabeth3	0.0071563105916144934	0.026107220350002153	0.012762190977667415	0.1309346396127557	0.008349327532694722	0.011514056299475236	0.0026282346249467095	0.001057968942625326	0.009302153625778674	0.058441027968680594	0.04710472529223224	0.04491060069157597	0.025595926013282626	0.008214974609359747	0.02089092015187975	0.12312568230164343	0.03176082922130334	0.0013944734323057845	0.06869187748535469	0.022958560880208558	0.007346765245183788	0.011833274224927238	0.05074383509118291	0.01140151103346174	0.006625529017337601	0.019514436472255165	0.0692503731678639	0.014745112852636008	0.02532799211389959	0.1203094701758649
9	Benouville_Pensees	0.006221955341001583	0.056111134095120696	0.006194818956858392	0.022314466212760627	0.025884238816097655	0.011895092589326754	0.0047497562760146755	0.0006467950442593073	0.0006730446724871178	0.16708445740194106	0.020473969587178793	0.08571425315389315	0.034079099119961334	0.026209997588117394	0.007795912080639134	0.06869499693173084	0.020670675557271544	0.0057635080553198005	0.045065032069027795	0.019224209676168662	0.00846157963195488	0.010929746761033702	0.044206637855719544	0.016256617514395187	0.009078744478465356	0.02864962006902207	0.054565568422525426	0.09098461903918846	0.03562123777206186	0.06577821523045718
10	Bernardin_Paul	0.003302651994276131	0.04008165557325558	0.013406833385391689	0.01582947331800593	0.04719792707576898	0.03422761877231989	0.01320351411811216	0.0011759362264077743	0.0015895438240353377	0.03223630742980195	0.02681940236072695	0.015799677257601615	0.036145897680008046	0.0380484569786563	0.022087671284480078	0.027336329196375516	0.017754312917746328	0.2337544257221467	0.044761555585891406	0.04823391814003391	0.008859283077109342	0.023011631098771322	0.04199766892581549	0.007826190388303922	0.03592221751565406	0.06579968407167731	0.020492911888397542	0.03427699430910024	0.016625735273105957	0.0321945746110226
11	Berquin_Enfants	0.0022056514927848957	0.023156920855898544	0.016714338706950164	0.014411288886894183	0.025599539096324054	0.12275100788647607	0.08989345064467576	0.004680189486022286	0.0024934847797533966	0.20139000802950638	0.013965145621237475	0.009801328873916635	0.0582462636167925	0.007646828737714312	0.01984368886573333	0.015001822307896037	0.033077099775827644	0.07151959261170635	0.03484246636021947	0.11754372178633653	0.005571286644467978	0.013291182980137475	0.014163377793496724	0.004239835645063321	0.020854266128958833	0.0037560731013961454	0.014841387221269998	0.010243221806035166	0.013288044573160577	0.014967485683347881
12	Cazotte_Diable	0.008701319936279693	0.03462558114955994	0.016583475636396235	0.00956705440990737	0.030662745860958632	0.0765259512015422	0.006270043993336494	0.0035661629688690235	0.0019812147084630255	0.044555175546312935	0.030502417254923118	0.04807282848249586	0.09733883924303376	0.0041741294500627765	0.07801527702811814	0.08145269926467533	0.01890585067602417	0.028962648305035366	0.030486864768745365	0.017672937937855113	0.004125868649755802	0.08244448865724997	0.059403902371756995	0.010074336017229173	0.054171443914894896	0.013215716222832073	0.022030177483809678	0.014942813493040509	0.028194934059606158	0.042773101307230194
13	Charriere_Femmes	0.008658525308703424	0.05626935679069437	0.008031335533491692	0.03752668449372374	0.04406494521410441	0.04634427278060342	0.018077793467410334	0.0012434417250010374	0.012164380543832681	0.14345110094421912	0.017287136782829914	0.045134755278187125	0.07355563749454638	0.017492345533881282	0.036690218353575235	0.047859794376888594	0.041343949304687266	0.019472802742331378	0.028978768895677787	0.04942723038729318	0.006988320673512201	0.0424361319856782	0.026310493599626707	0.013714982221125655	0.009001295601041508	0.030063828144410592	0.03972838633644503	0.01798261901665297	0.01650347163120612	0.04419599483861865
14	Charriere_Lausanne	0.006433009872461441	0.03403182088831257	0.009435871565980901	0.054510188515615385	0.035829470825227354	0.04368554220100127	0.007581683810318372	0.0010086806983736452	0.0009545233112803447	0.13353633466671344	0.020829262223851633	0.06860784978033492	0.08904721464830262	0.007815838449481069	0.03712001255533733	0.0391885881966524	0.06849600675597707	0.0103159698331015	0.06662772262966178	0.07075568065582274	0.005866711758247063	0.02261971521946363	0.021367301465819475	0.008098643714894169	0.005870636226943687	0.02165664638448608	0.025148284488433106	0.009955460274402585	0.01714886292436884	0.05645646545913366
