	id	Ranked topics
0	Abbes_Voyage	[(0.2811985358440782, 3), (0.2054636995877642, 4), (0.1136495573697861, 7), (0.0987038107592972, 1), (0.0750678242974068, 0), (0.0500295464887063, 5), (0.0486974677450895, 2), (0.0460019523069032, 8), (0.0420831556681146, 9), (0.039104449932853, 6)]
1	AndreSerieys_Comte	[(0.1617559263504106, 7), (0.1525163371227762, 0), (0.1285779770516729, 1), (0.1021506569277386, 2), (0.0969091788370618, 4), (0.0966158674933718, 6), (0.0735169317674928, 5), (0.0662864964168367, 9), (0.0610631972686821, 8), (0.0606074307639557, 3)]
2	Anonym_Enfant	[(0.2658705275128482, 7), (0.1861829828914703, 2), (0.1237594342804677, 3), (0.0863629900843655, 6), (0.0820171634034313, 8), (0.0763049557345269, 1), (0.0618033133773999, 9), (0.057342730480587, 5), (0.0340454099237286, 4), (0.0263104923111737, 0)]
3	Anonym_Histoire	[(0.2860846645282639, 4), (0.1795271820588773, 1), (0.1172134653224, 0), (0.087636258672605, 8), (0.0823311289799264, 6), (0.0775431308009147, 7), (0.0572193834019282, 5), (0.0428737462251659, 2), (0.0360161488750828, 3), (0.0335548911348349, 9)]
4	Anonym_Suzon	[(0.1707670733602438, 1), (0.1522309737414082, 2), (0.1521223962136652, 7), (0.1190680605632185, 3), (0.0915594944397043, 6), (0.0901968022976534, 4), (0.0804352530035731, 8), (0.0627887340134594, 9), (0.0452286511411978, 5), (0.0356025612258754, 0)]
5	Anonyme_Venus	[(0.202516794457353, 3), (0.1911971369433755, 2), (0.1542161207045118, 7), (0.1165148517872213, 1), (0.086977197874074, 9), (0.0823629140232883, 8), (0.0495349481429656, 4), (0.0454932173554803, 6), (0.041557750989022, 0), (0.0296290677227073, 5)]
6	Anonyme_Zoloe	[(0.2476912562617078, 3), (0.1142275597713544, 5), (0.1068264019505935, 7), (0.0954149859351348, 2), (0.0935395786792653, 1), (0.0917000655196962, 4), (0.0823056087391091, 8), (0.0783081024475662, 0), (0.0473613811628282, 9), (0.0426250595327436, 6)]
7	Arnaud_Adelson	[(0.3438140748978379, 5), (0.2666464932547849, 8), (0.0991870530651504, 7), (0.0797925769144531, 1), (0.0629299053436142, 6), (0.0553613055157192, 9), (0.0391451153574631, 3), (0.0314777852490118, 4), (0.0173919148591359, 0), (0.0042537755428286, 2)]
8	Arnaud_Anne	[(0.3721141033009698, 5), (0.2189939308128226, 8), (0.1460155643342309, 6), (0.0885582173046786, 1), (0.0494562939568726, 4), (0.0407511931528714, 7), (0.033836024007564, 9), (0.0296267812023254, 3), (0.0123188863945929, 0), (0.0083290055330707, 2)]
9	Arnaud_Bal	[(0.2983765714837386, 8), (0.1558582242747578, 3), (0.1476027299985342, 1), (0.1199116184349333, 5), (0.0970714192929738, 7), (0.0696338320390771, 9), (0.0427530917217199, 6), (0.028963245860379, 4), (0.0265338772701228, 2), (0.0132953896237627, 0)]
10	Arnaud_Batilde	[(0.3997884595936325, 8), (0.2174428251323497, 5), (0.1113655975888866, 1), (0.0758276874804428, 0), (0.0541374008499102, 6), (0.0494067462797725, 4), (0.0477102259777338, 7), (0.0251649964514254, 9), (0.0153649342275682, 3), (0.0037911264182774, 2)]
11	Arnaud_Clary	[(0.2749597533689554, 5), (0.2535597150899539, 8), (0.1063206244399844, 6), (0.0796191811229171, 4), (0.0793985592867891, 7), (0.0786272031404299, 1), (0.0529891119563035, 3), (0.0455134537663528, 9), (0.0226626737229235, 0), (0.0063497241053894, 2)]
12	Arnaud_Epoux	[(0.3092512084055411, 8), (0.2883633865808085, 5), (0.1153989914010127, 1), (0.0899382403307504, 6), (0.059685333302322, 7), (0.0536528964998978, 4), (0.039644940991802, 9), (0.0277512097699857, 3), (0.0088403559012553, 0), (0.0074734368166236, 2)]
13	Arnaud_Fanny	[(0.3188889908826591, 5), (0.1941567723475493, 8), (0.1629851550533139, 6), (0.0822466765952626, 1), (0.0669064546536163, 9), (0.0531493347214913, 4), (0.0493406969970449, 7), (0.0491989497903865, 3), (0.0126116063399229, 0), (0.0105153626187523, 2)]
14	Arnaud_Julie	[(0.2642490800891748, 5), (0.2031278442776441, 8), (0.1165176974626805, 4), (0.1148150639054058, 6), (0.1078796287479101, 1), (0.090530423177466, 3), (0.0450415636781512, 9), (0.0363402968660199, 7), (0.0115779359398224, 0), (0.0099204658557244, 2)]
15	Arnaud_Lucie	[(0.3392025562801484, 8), (0.334261679641554, 5), (0.1166790282517247, 9), (0.0654406342663689, 6), (0.0538061662144232, 1), (0.0309372295399241, 7), (0.0282477203207937, 4), (0.0239675068754327, 3), (0.0042177490296079, 0), (0.0032397295800214, 2)]
16	Arnaud_Matinees	[(0.3573183108472618, 8), (0.1748921741562221, 1), (0.1546308486379374, 5), (0.1019236604054118, 6), (0.0652032788347749, 9), (0.052631831147343, 4), (0.0434632265896903, 7), (0.0368179516595981, 3), (0.0070651873244071, 0), (0.0060535303973525, 2)]
17	Arnaud_Nancy	[(0.2461625458883395, 5), (0.1929022521361271, 8), (0.1661495851207499, 1), (0.1293067371341341, 6), (0.0714717297534451, 7), (0.0550127997324444, 9), (0.0528145426885961, 4), (0.0526217232342151, 3), (0.0247317848112362, 0), (0.0088262995007115, 2)]
18	Arnaud_Sargines	[(0.2467214801475406, 8), (0.1439543466800332, 0), (0.1038610431500842, 6), (0.1015831708229317, 3), (0.0962724507518059, 5), (0.0949970475915733, 1), (0.0790824676909802, 7), (0.0523686592760935, 4), (0.0419627372122612, 9), (0.0391965966766953, 2)]
19	Arnaud_Selicourt	[(0.3917934386107317, 8), (0.1919460727242049, 5), (0.1222142151928228, 9), (0.1050899267068466, 1), (0.0647016436047474, 4), (0.0520043114790519, 7), (0.0325197982700663, 3), (0.0210923358156441, 6), (0.0099509881753019, 0), (0.0086872694205815, 2)]
20	Arnaud_Sidney	[(0.2702631958620192, 5), (0.2574364838144473, 8), (0.123202901023487, 6), (0.1171486152588302, 4), (0.0600509360723088, 1), (0.0489685496106704, 7), (0.0445107750855833, 0), (0.0397449257256133, 3), (0.0325401905948088, 9), (0.0061334269522308, 2)]
