	filename	id	author	decade	gender	narration	0	1	2	3	4	5	6	7	8	9
0	Abbes_Voyage_000.txt	Abbes_Voyage	Abbes	1750s	M	autodiegetic	0.0050261778137166	0.0853214905969139	0.1450575104585843	0.2986611582656157	0.1989942216977632	0.0455276448427903	0.0365385874725307	0.1203312255082558	0.0302170864400951	0.034324896903734
1	Abbes_Voyage_001.txt	Abbes_Voyage	Abbes	1750s	M	autodiegetic	0.0415795413588169	0.1315616593428702	0.0627210846566321	0.3813462745271769	0.0597623832905349	0.0473209772473299	0.0231891664440659	0.206107435199778	0.0226281989283042	0.0237832790044905
2	Abbes_Voyage_002.txt	Abbes_Voyage	Abbes	1750s	M	autodiegetic	0.0466812650388225	0.1500323346023572	0.0272194771476258	0.18811411168363	0.3165635591982372	0.044386328156177	0.0077685565187419	0.0699627855953446	0.0350303963782718	0.1142411856807915
3	Abbes_Voyage_003.txt	Abbes_Voyage	Abbes	1750s	M	autodiegetic	0.0338869013820211	0.1004677460355182	0.0195155650135662	0.3559959537211205	0.2295318341921793	0.0920288737503208	0.0512631058641719	0.0493283324081063	0.0564138628482931	0.0115678247847022
4	Abbes_Voyage_004.txt	Abbes_Voyage	Abbes	1750s	M	autodiegetic	0.0881067235052275	0.0457760854459972	0.0134234415238815	0.3897868999330387	0.1980355556179704	0.0140039884180076	0.041951705313429	0.1142918654501048	0.0732219683693574	0.0214017664229855
5	Abbes_Voyage_005.txt	Abbes_Voyage	Abbes	1750s	M	autodiegetic	0.2351263366858364	0.0790635485321268	0.0242477276702477	0.0732868169338879	0.2298946435299	0.0569094665176128	0.0739155779841787	0.1218757000571272	0.0585002008770977	0.0471799812119843
6	AndreSerieys_Comte_000.txt	AndreSerieys_Comte	AndreSerieys	1800s	M	autodiegetic	0.2778615451883377	0.0604123376606268	0.0829645703484868	0.0140137317489552	0.1180990371421646	0.0555304670260532	0.0678178835817147	0.2230746288560602	0.090063633775755	0.0101621646718454
7	AndreSerieys_Comte_001.txt	AndreSerieys_Comte	AndreSerieys	1800s	M	autodiegetic	0.4162842063242383	0.0512014131513685	0.0416196463574618	0.0598004159839636	0.0507027427891668	0.0958640867585121	0.0276080367605612	0.1946484302547229	0.0341356555778362	0.0281353660421683
8	AndreSerieys_Comte_002.txt	AndreSerieys_Comte	AndreSerieys	1800s	M	autodiegetic	0.3296872486718941	0.027398012636644	0.0318053754096037	0.019712109910449	0.3548401324806238	0.0344915277198703	0.0272254898326816	0.0418407322296396	0.1191102200050291	0.0138891511035643
9	AndreSerieys_Comte_003.txt	AndreSerieys_Comte	AndreSerieys	1800s	M	autodiegetic	0.4485183648116856	0.0964326671005098	0.0267290303228739	0.0435111851023741	0.0710912737618262	0.0966103089596313	0.0366960381947864	0.0896187655729872	0.0733880167928546	0.0174043493804704
