	id	author	decade	gender	narration	0	1	2	3	4	5	6	7	8	9
33	Bernardin_Chaumiere	Bernardin	1720s	M	heterodiegetic	0.2971302069996139	0.06442927318942344	0.06290568164136764	0.042482447849194756	0.15808693734284832	0.0681471588523843	0.06705466632377154	0.16249636912879847	0.039278884518192905	0.037988374154404314
34	Bernardin_Paul	Bernardin	1700s	M	homodiegetic	0.26473342795700927	0.048320882068802494	0.034165464038949905	0.0762992730429524	0.1568962635145384	0.05932943220088082	0.10660463132904148	0.1125438602971622	0.08600359359376375	0.05510317195689894
35	Berquin_Enfants	Berquin	1740s	M	mixed	0.06734641639086394	0.04169460434988317	0.19714571459249078	0.0848922927796132	0.034670232267705554	0.042627537232554545	0.12593111875657537	0.16417025789336864	0.05380342931317162	0.18771839642377278
36	Blanchard_Philetas	Blanchard	1800s	M	autodiegetic	0.2465538207402659	0.05512970872501514	0.021700448554568447	0.06847312939966652	0.023905965918451025	0.09834544328797683	0.08029840149442301	0.10632869065449857	0.2698748829459171	0.029389508279216957
37	Boismortier_Histoire	Boismortier	1760s	F	homodiegetic	0.05662547011254453	0.07427108303722411	0.35420425056013227	0.053872207814722226	0.02989062804541307	0.07212864026023892	0.05359868381206801	0.0696827150423529	0.10078772872546464	0.13493859258983867
38	Boufflers_Reine	Boufflers	1760s	M	autodiegetic	0.15356319195918358	0.09220481409727907	0.01823592136332805	0.12273466737006923	0.07666779121191891	0.05308651375775553	0.17080308426395646	0.14009266226228376	0.10587412479909937	0.06673722891512553
39	Brument_Henriette	Brument	1760s	U	heterodiegetic	0.02352140058732054	0.10812836772947877	0.01715986037054204	0.059385064167155596	0.06146257060397275	0.20760871698496558	0.10840979765472468	0.20065691863915125	0.1430451656226973	0.07062213763999105
40	CastilhonJL_Zingha	CastilhonJL	1760s	M	heterodiegetic	0.26358704132493566	0.18195988080538142	0.018337838925994512	0.02428204198080548	0.09965352500503126	0.2324823942919509	0.03914267724222555	0.03342196901047383	0.08779997072590677	0.019332660687294147
41	CastilhonJ_Robert	CastilhonJ	1760s	M	heterodiegetic	0.193938058888843	0.17878341560800437	0.0472339006057423	0.04735535452379302	0.05227964302459908	0.15100203089040376	0.08402071754319834	0.13448994725044372	0.07116521379402659	0.039731717870945496
42	Cazotte_Diable	Cazotte	1770s	M	autodiegetic	0.05134744437990519	0.15342071321658343	0.042240003841509534	0.12403565194084477	0.06986012063524752	0.08896805361816508	0.05223725628463348	0.26189952704037434	0.10958687551564562	0.046404353527090665
43	Cazotte_Honneur	Cazotte	1710s	M	heterodiegetic	0.1458966980945441	0.2004780314961813	0.02727090336316033	0.1300444876219915	0.04142698865995235	0.09055139241963157	0.05525384262040969	0.1521950511814528	0.11932600960160356	0.03755659494107233
44	Cazotte_Ollivier	Cazotte	1710s	M	heterodiegetic	0.17839130509945067	0.1345473471647033	0.053210658400367886	0.13765893686932604	0.043764770385555755	0.11516598939578095	0.03792325372038364	0.1856142789629406	0.06745362592781914	0.04626983407367167
45	Charriere_Caliste	Charriere	1780s	F	mixed	0.014579610467006282	0.13591160084087525	0.017749596079485317	0.08240065861485871	0.0499395556947552	0.05052830676194985	0.15430140942568618	0.12356593495819783	0.13037750829174416	0.24064581886544073
46	Charriere_Femmes	Charriere	1790s	F	heterodiegetic	0.030880767945935104	0.14412007100254906	0.04405387458618332	0.09644533183362577	0.12853612284702823	0.043578667592446066	0.11313021097624316	0.1351526274408765	0.08283305700837054	0.1812692687667417
47	Charriere_Lausanne	Charriere	1780s	F	epistolary	0.01914856394540846	0.1265124655825839	0.03686949920273349	0.12391604167280502	0.08183827631300906	0.027999152648699368	0.14422492502789533	0.09252579677766666	0.06929529867373578	0.2776699801554625
48	Charriere_Neuchateloises	Charriere	1790s	F	epistolary	0.014374810420533115	0.09355945492358494	0.06952874521146309	0.1348913813687747	0.036433702952756095	0.02140317863590516	0.10097207785798294	0.11994971310358649	0.048365017083586224	0.3605219184418269
49	Charriere_Noble	Charriere	1700s	F	heterodiegetic	0.03171795170960325	0.12454931612407681	0.021701579234100026	0.11404008084595764	0.0937072584340896	0.05186222415392498	0.1313870525232225	0.18817267579384186	0.14555999960378777	0.09730186157739504
50	Charriere_Observations	Charriere	1780s	F	heterodiegetic	0.10777761456043003	0.1477189952085633	0.0353012837601531	0.0589042786970986	0.16790458776144032	0.02203978509067362	0.2085302270489806	0.091272025745564	0.040739832631758274	0.11981136949533781
51	Charriere_Ruines	Charriere	1790s	F	heterodiegetic	0.024995454913732375	0.1308732801767595	0.0432806632275643	0.07072871114372949	0.060953902098566784	0.06568469051237959	0.2114978361534548	0.09143822125563385	0.08469360934309961	0.21585363117507922
52	Charriere_Sainte	Charriere	1790s	F	heterodiegetic	0.01902806151684701	0.1199252100705896	0.0323670624800165	0.09243778626224268	0.0901024408098036	0.03411106336265192	0.14198407760133178	0.12994691662843624	0.07077640037571137	0.2693209808923689
53	Chaussard_Diable	Chaussard	1790s	M	heterodiegetic	0.11325700046524545	0.0453310334083869	0.05735179739784381	0.1821394692778154	0.26197690666810886	0.10612565385472054	0.041872552104643544	0.09854588242860694	0.0700949232930417	0.02330478110158643
54	Chevrier_Colporteur	Chevrier	1760s	M	heterodiegetic	0.03792990913937604	0.17302003645270805	0.09210594790118953	0.21143020519813424	0.1231901217113843	0.04870815041952254	0.10186300837353762	0.07746984627359406	0.039102052163644145	0.09518072236690893
55	Chevrier_Magakou	Chevrier	1750s	M	heterodiegetic	0.1093541146842698	0.1507721197229561	0.02538981673844378	0.31051735835839445	0.07122026895947955	0.05130116186438326	0.04814236536951214	0.12462747280986926	0.07464438315581144	0.03403093833687979
56	Colombe_Plaisirs	Colombe	1760s	M	heterodiegetic	0.01475306509439669	0.23991049295596048	0.013738105834959624	0.23687518952411368	0.05969612292120517	0.058983338903538705	0.08047646090941808	0.09036950562946526	0.15524073469348043	0.04995698353346148
57	Constant_Laure	Constant	1780s	M	epistolary	0.015400926544610125	0.14565085903325453	0.012971422439033724	0.06341128560002843	0.06534801986911165	0.04685454556280094	0.09380593820585902	0.10185531893690687	0.14269250457643573	0.31200917923195864
58	Constant_Mari	Constant	1780s	M	epistolary	0.02032824616388581	0.15321079028641008	0.02267884116092463	0.047577443592248886	0.13274730209367602	0.054827904306285126	0.10539277446105236	0.09054468457814695	0.1469868274721465	0.2257051858852232
59	Cottin_Claire	Cottin	1720s	F	epistolary	0.020169390365596528	0.08927637014480053	0.006967826760319648	0.0520750572754393	0.06877717529120991	0.18811198245868932	0.049208222198935676	0.09652164242786677	0.3098309352526182	0.11906139782452366
60	Crebillon_Atheniennes	Crebillon	1770s	M	epistolary	0.023542041842921056	0.512378151359945	0.005602827004704908	0.03326393881350521	0.07657458322702458	0.04479999940789632	0.016248609590120405	0.029496899377697783	0.19156861374015366	0.0665243356360304
61	Crebillon_Conte	Crebillon	1770s	M	mixed	0.05370699917669221	0.425048906688906	0.020613480309657612	0.10963537609630361	0.05250556605097037	0.046395871709463084	0.016112934389101784	0.0658730275214755	0.14401628936107735	0.066091548696352
62	Crebillon_Nuit	Crebillon	1750s	M	dialogue novel	0.005521211632379961	0.4644086394235181	0.012002177125819094	0.06393421719843219	0.0325796248883294	0.04849241940648341	0.01607804542797553	0.06594664417812116	0.16239414735676144	0.12864287336217914
63	DamiensGomicourt_Dorval	DamiensGomicourt	1760s	M	heterodiegetic	0.02115609585415283	0.2202844241161202	0.014922020800106782	0.1034706642777579	0.06378739171890034	0.11460996428190881	0.11757239652877981	0.06639363136721026	0.22494853074786117	0.052854880307201466
64	Denon_Point	Denon	1770s	M	autodiegetic	0.04371920485711611	0.16604468552004023	0.025616629926161198	0.1700452915901323	0.049544555012400834	0.03971916773405304	0.03536795210091506	0.1967416635032036	0.14315816126815506	0.13004268848782213
65	Diderot_Ceci	Diderot	1770s	M	heterodiegetic	0.0171182629959235	0.11564301534790784	0.10376842206015548	0.07167899579384698	0.11219239431933714	0.0713242978492646	0.1210607218291838	0.1625673468738722	0.0907225984316937	0.13392394449881428
66	Diderot_Jacques	Diderot	1760s	M	dialogue novel	0.017562465528330524	0.10578141457177437	0.25978744579514007	0.05323637245324784	0.06045575212716292	0.053048330077156494	0.08992004977915014	0.18115370557923816	0.044299405742511885	0.13475505834628707
67	Diderot_Neveu	Diderot	1760s	M	dialogue novel	0.029495293627223387	0.08433154876567935	0.1968182727266302	0.20003162464462199	0.1650159157038482	0.05649714710476353	0.04433455256178199	0.09742241733139871	0.04482055096509598	0.08123267656895623
68	Diderot_Oiseau	Diderot		M	heterodiegetic	0.07570331085348526	0.18114979674659673	0.04426420260759589	0.2561222256097619	0.060402427915693016	0.04428992477264756	0.05830116792358018	0.12911922890677485	0.05775399967586058	0.09289371498800364
69	Diderot_Pensees	Diderot	1740s	M	heterodiegetic	0.05703129125708556	0.18582444244925062	0.03602870184572122	0.03189397023632243	0.45183625199283917	0.05244517200618217	0.055153971617949035	0.04964915688023174	0.03443941655618017	0.045697625158237457
70	Diderot_Religieuse	Diderot	1770s	M	autodiegetic	0.01224935589828369	0.12750385774665363	0.0455513391311695	0.047125534526045676	0.071839884899477	0.12311106547776535	0.0879363585091429	0.3033794596686719	0.06862091309856896	0.11268223104422093
71	Diderot_Supplement	Diderot	1790s	M	dialogue novel	0.07404647503290053	0.10526379631919955	0.05026552150550434	0.04800893470532184	0.3425312962774062	0.09093600633693275	0.12561333361306146	0.06178360989905934	0.051956596001535786	0.04959443030907768
72	Doppet_Memoires	Doppet	1780s	M	autodiegetic	0.03585212926221407	0.13278509308726605	0.0351193408781377	0.07957091664280391	0.15525550182822234	0.1196169990098676	0.1400395977472444	0.0834491115751601	0.15432562550116877	0.06398568446791467
73	Dorat_Malheurs	Dorat	1770s	M	epistolary	0.011120490199995154	0.14833063756836043	0.010783923224577874	0.08230530137752039	0.05685290373811226	0.17573697067110572	0.028147058223705626	0.047763510988843697	0.3088717177024189	0.13008748630535952
74	Dorat_Sacrifices	Dorat	1770s	M	epistolary	0.013744028419268589	0.13778055211551726	0.008659798359856877	0.0535391007737606	0.06509903573443955	0.16680763569824378	0.03403282785205229	0.052264786079711203	0.33602816316424766	0.13204407180290204
75	Dorvigny_Tante	Dorvigny	1800s	M	autodiegetic	0.023533001899882024	0.14442660060076595	0.24001486287989418	0.06788849086389816	0.03870236405605567	0.0590373250163869	0.09376175157299949	0.19764829724656865	0.0389609021026266	0.09602640376092188
76	Duclos_Memoires	Duclos	1750s	M	autodiegetic	0.009899468578476914	0.4169572577100979	0.005203080588156982	0.08848168400431097	0.09804767556843945	0.030663609066340393	0.036716202050810096	0.038876759530364985	0.21192913053841808	0.06322513236458381
77	Ducray_Cinquante	Ducray	1790s	M	heterodiegetic	0.00916281667754529	0.10901289617120796	0.02147416407360446	0.06490954312392176	0.036379698096179275	0.0827486526518098	0.3017131169071496	0.1107461414022045	0.14248687150132855	0.12136609939504836
78	Ducray_Coelina	Ducray	1790s	M	heterodiegetic	0.04718802768081558	0.09905625070125647	0.013112205092256735	0.036370583378029085	0.04547466896096276	0.14852529465457276	0.27158051212683787	0.17119898459705304	0.0846295143226668	0.08286395848554866
79	Ducray_Soirees	Ducray	1740s	M	autodiegetic	0.019370290920950294	0.09131432665358709	0.0391311854326672	0.06570827863718055	0.050536905415312555	0.0949770241543987	0.2878630453434479	0.1830975390254128	0.08067710924583706	0.08732429517120548
80	Ducray_Victor	Ducray	1790s	M	heterodiegetic	0.04962319279048491	0.0911727818707894	0.014334390796323402	0.03408280265316956	0.04555177784901183	0.17652953239692754	0.18840202699791106	0.20361655694653463	0.12703409431464874	0.06965284338419868
81	Dulaurens_Compere	Dulaurens	1730s	M	autodiegetic	0.06652084614714066	0.09692666019790026	0.17472399318155973	0.03931929611300351	0.2934931203526715	0.07979813783574949	0.07516935943201067	0.08171188071513119	0.04188068743188087	0.05045601859295165
82	Dulaurens_Imirce	Dulaurens	1720s	M	autodiegetic	0.059138027557787104	0.04990298080006112	0.25772393031499546	0.12470518350198272	0.12487578244032467	0.05512029045406655	0.101702190732068	0.08739319901577382	0.07236411774559207	0.06707429743734805
83	Duvernet_Devotions	Duvernet	1710s	M	heterodiegetic	0.05930815911552786	0.07367686704217484	0.2710568775732238	0.10025592473002538	0.11389018850447659	0.04769956870953035	0.10078578458452325	0.07581565068730566	0.03910748578218127	0.11840349327103065
84	Duvernet_Guillaume	Duvernet	1780s	M	heterodiegetic	0.05649721795177581	0.11950179228901933	0.16357638001382233	0.14764135130050385	0.17265602889417964	0.054511130355430606	0.05894049022816703	0.07207936233514223	0.03434092793659093	0.12025531869536779
85	Duvernet_Retraite	Duvernet	1710s	M	heterodiegetic	0.029662575655802305	0.08295197713005792	0.16297614657410142	0.1012521075541591	0.08335922817575485	0.08397353833022912	0.1402874884815885	0.13317618856187224	0.08402487651986065	0.09833587301657341
86	Falconet_Debut	Falconet	1770s	M	heterodiegetic	0.02427244375717852	0.151998712440794	0.03552740710503375	0.18456735977834843	0.05350962254136066	0.047380375076411844	0.06986637736224426	0.1792807061740262	0.15397733224759938	0.09961966351700259
87	Fievee_Dot	Fievee	1720s	M	heterodiegetic	0.010132206874011803	0.16364356327604784	0.016657688361292184	0.10396897000044387	0.05854979127260995	0.07421910252720561	0.18664167794386238	0.08435563955334861	0.20310762087943698	0.09872373931174026
88	Florian_Estelle	Florian	1730s	M	heterodiegetic	0.21607237278887906	0.04047522600436106	0.008939379394903657	0.07360633089539251	0.02292213358642877	0.10591371718022197	0.09007258892719211	0.17100850416483376	0.2181825289326495	0.05280721812513717
89	Florian_Galatee	Florian	1710s	M	heterodiegetic	0.1979823600147812	0.04780619838636447	0.01455475793675929	0.06726332623318428	0.016247207699567084	0.11196574379722887	0.09654146825889476	0.20090194995305471	0.18331468978469864	0.06342229793546636
90	Florian_Numa	Florian	1780s	M	autodiegetic	0.30557706454277916	0.055145276963566046	0.007366442129669259	0.022608722999688434	0.05404569767174477	0.19418467563525338	0.07546817317075749	0.10175119914330666	0.15701883116138254	0.026833916581851813
91	Fourqueux_Zely	Fourqueux	1770s	F	heterodiegetic	0.026895877012180193	0.22800948620875666	0.012046563445943967	0.06835261575310232	0.11309281710272646	0.08238384795743639	0.048288437784468265	0.08709492819281714	0.22073207879675139	0.11310334774581675
92	Fyot_Memoires	Fyot	1750s	M	autodiegetic	0.026439500882336594	0.230944040661442	0.009115808630778176	0.08040857854374425	0.04876568534704836	0.05987789262669308	0.11198188588956051	0.1433757336619303	0.18564397056121548	0.10344690319525081
93	Genlis_Adele	Genlis	1780s	F	epistolary	0.01905645169353825	0.1451887473566542	0.01365724610212518	0.1079091681893341	0.1020845836220898	0.07089076732923762	0.08605525790332659	0.10657251447875783	0.14022364677791752	0.20836161654701846
94	Genlis_Chevaliers	Genlis	1790s	F	heterodiegetic	0.10999259661612044	0.12081841471240974	0.009082779375556438	0.048582978798045295	0.047726760377129064	0.12468667261713465	0.05288197798471777	0.24030662162178543	0.19072866172598324	0.05519253617111729
95	Genlis_Emigres	Genlis	1790s	F	epistolary	0.021664159396650985	0.07528647544635446	0.03722713921458849	0.06309644339716572	0.07109550214600907	0.0536274500075258	0.17028416096113266	0.14189874668503002	0.06876956767902195	0.2970503550665202
96	Genlis_Meres	Genlis	1710s	F	epistolary	0.022351160482206197	0.12388466334876096	0.016801750611672505	0.10001513470314251	0.0773449115088419	0.06651628337121511	0.08841058942685459	0.13112738613853478	0.1470352093346156	0.22651291107415533
97	Gerard_Comte	Gerard	1770s	M	epistolary	0.03215086707514454	0.14087671477850555	0.006907849028134794	0.0413064662301199	0.3693427618445847	0.0918168617457716	0.05241751954992514	0.032968874470780944	0.1963464922067562	0.035865593070276355
98	Gilbert_Familles	Gilbert	1770s	M	epistolary	0.1072874719327637	0.0597349651307288	0.009215707205549439	0.046536494848297416	0.027005941208947306	0.34621833629148385	0.06746235143309384	0.07571407941860352	0.23725395579875214	0.02357069673177936
99	Gimat_Voyage	Gimat	1750s	M	autodiegetic	0.01882406769931575	0.20516721888322653	0.15119465697153975	0.08876940331812717	0.03230713975128624	0.04664493271712191	0.14795158287316124	0.15093117192266003	0.06996381000057465	0.0882460158629864
100	Gorjy_Voyage	Gorjy	1790s	M	autodiegetic	0.03627353191112224	0.12583826388548472	0.10104858568781112	0.21873943976626145	0.06946046839589774	0.04413838348544552	0.0541428412682226	0.1829772488819009	0.0676594085877917	0.0997218281300616
101	Grandin_Paulin	Grandin	1790s	M	heterodiegetic	0.04256702020454463	0.13949848866814527	0.05299221164628239	0.06735357409421394	0.028928200331791765	0.12846106282252517	0.15783736323284098	0.20828502717229197	0.09830093756197089	0.0757761142653925
102	Jacquin_Parisiennes	Jacquin	1750s	M	epistolary	0.013716181516479613	0.23799910377338604	0.010954229784215225	0.1257775519597354	0.09809966690088957	0.07582410779955856	0.05274284491476196	0.05954321021134033	0.27544285745470837	0.04990024568492442
103	Laclos_Liaisons	Laclos	1760s	M	epistolary	0.007931716949409306	0.2567346536826776	0.013662968020010591	0.05168044301158875	0.0467079919433951	0.05364081210964058	0.03994169623769361	0.08699056200607283	0.1828587104549657	0.2598504455845456
104	Lagrave_Sophie	Lagrave	1790s	F	epistolary	0.015208621172207538	0.08879934409356384	0.027559409215229237	0.06410968599990965	0.030790550812784506	0.09756589382908099	0.11078011332901018	0.15274094839771907	0.19858667058525314	0.21385876256524147
105	Lagrave_Zabeth	Lagrave	1790s	F	heterodiegetic	0.00900873669669432	0.09596000101792355	0.04000750720535705	0.055984344797061686	0.02610739642219432	0.09252594240784244	0.22752232504727612	0.16728704028150307	0.1323209162453694	0.15327578987877738
106	Laveaux_Eusebe	Laveaux	1780s	M	heterodiegetic	0.07393369803957682	0.0689981283536017	0.26281192373769585	0.05997565932300133	0.12087238432851656	0.10135645025650157	0.15208818891823356	0.05331612343892782	0.0592641297995813	0.04738331380436293
107	Leonard_Clementine	Leonard	1770s	M	epistolary	0.01893715944850615	0.07081291496233302	0.005565825939219028	0.05084303493196157	0.04143483709255878	0.2554229997092986	0.04690386077758211	0.12991419371815946	0.29356015637223687	0.08660501704814397
108	Leonard_Lettres	Leonard	1780s	M	epistolary	0.05453879679332963	0.053449323659174874	0.010264105585377556	0.05386207361001702	0.08764953971625637	0.19880771487916515	0.08597639551552534	0.11429469004724606	0.2565508805755258	0.08460647961838168
109	Lesuire_Aventurier	Lesuire	1780s	M	autodiegetic	0.0837676341515572	0.1215104583381714	0.08996364279607852	0.10921168760015736	0.051965777141006225	0.1334266686875302	0.0793806855126048	0.1741197176654474	0.07872244701788249	0.07793128108956401
110	Lesuire_Crime	Lesuire	1780s	M	epistolary	0.028028900791608205	0.1273777745250613	0.10207408646043171	0.0935781593328071	0.055569254481475684	0.15671889061357133	0.14301842237964246	0.12633008198359222	0.054727124015008614	0.11257730541680082
111	Linguet_Voyage	Linguet	1750s	M	mixed	0.12527013114383548	0.08022913267166593	0.036508889686186534	0.17593849675479242	0.14633864803287142	0.0317030306170765	0.022305685457365203	0.19341996770766354	0.12064234755052906	0.06764367037801353
112	Loaisel_Ainsi	Loaisel	1780s	M	epistolary	0.07183593558527002	0.06379944558706745	0.015306842099966831	0.11136251416251008	0.1556802245258024	0.07748012175337	0.04243808771592269	0.1021685984543186	0.27192773237272855	0.08800049774304292
113	Loaisel_Comtesse	Loaisel	1770s	M	heterodiegetic	0.09925017034027957	0.04233579750076385	0.006878920939357255	0.03950037871745882	0.05442435903561492	0.2875206796513214	0.07249430683747347	0.11828368347659644	0.24798317414100668	0.0313285293601272
