al	dhtr-id	source	obvil-id	author-short	author gender	author-birth	author-death	author-name	author-gender	title-short	title-full	year-ref	year-creation	genre	available-print	editor	(all)available-digital	(all)available-google 	format	url Gallica	Full text	double-keying	for ocr model	Jiangsu	Teilkorpus description double	Teilkorpus Pilot	TEI-XML vorhanden?	protagonists	narration	setting-place	Bibliographie-ID	Form (tei-Header)	Wikidata-ID (tei-Header)	Viaf-ID (tei-Header)	
Rousseau_Julie	Rousseau_Julie2	liste2016	---	Rousseau		1712	1778	Jean-Jacques Rousseau	male	Julie	Julie ou la Nouvelle Héloïse, Tome 2	1761	1761	roman	https://www.amazon.de/Julie-nouvelle-Héloïse-Garnier-Flammarion/dp/2080701487		https://catalog.hathitrust.org/Record/100746797		txt	https://gallica.bnf.fr/ark:/12148/bpt6k61223954 	EPUB: https://www.rousseauonline.ch/tdm.php https://www.ecole-alsacienne.org/CDI/pdf/1301/130128_ROU.pdf 	0			ja						62.R40	epistolary	Q6527	100184045	
Rousseau_Julie	Rousseau_Julie3	liste2016	---	Rousseau		1712	1778	Jean-Jacques Rousseau	male	Julie	Julie ou la Nouvelle Héloïse, Tome 3	1761	1761	roman	https://www.amazon.de/Julie-nouvelle-Héloïse-Garnier-Flammarion/dp/2080701487		https://catalog.hathitrust.org/Record/100746797		txt	https://gallica.bnf.fr/ark:/12148/bpt6k61321237 	EPUB: https://www.rousseauonline.ch/tdm.php https://www.ecole-alsacienne.org/CDI/pdf/1301/130128_ROU.pdf 	0			ja						62.R40	epistolary	Q6527	100184045	
Rousseau_Julie	Rousseau_Julie4	liste2016	---	Rousseau		1712	1778	Jean-Jacques Rousseau	male	Julie	Julie ou la Nouvelle Héloïse, Tome 4	1761	1761	roman	https://www.amazon.de/Julie-nouvelle-Héloïse-Garnier-Flammarion/dp/2080701487		https://catalog.hathitrust.org/Record/100746797		txt	https://gallica.bnf.fr/ark:/12148/bpt6k64940516 	EPUB: https://www.rousseauonline.ch/tdm.php https://www.ecole-alsacienne.org/CDI/pdf/1301/130128_ROU.pdf 	0			ja						62.R40	epistolary	Q6527	100184045	
Rousseau_Julie	Rousseau_Julie5	liste2016	---	Rousseau		1712	1778	Jean-Jacques Rousseau	male	Julie	Julie ou la Nouvelle Héloïse, Tome 5	1761	1761	roman	https://www.amazon.de/Julie-nouvelle-Héloïse-Garnier-Flammarion/dp/2080701487		https://catalog.hathitrust.org/Record/100746797		txt	https://gallica.bnf.fr/ark:/12148/bpt6k61384820 	EPUB: https://www.rousseauonline.ch/tdm.php https://www.ecole-alsacienne.org/CDI/pdf/1301/130128_ROU.pdf 	0			ja						62.R40	epistolary	Q6527	100184045	
Rousseau_Julie	Rousseau_Julie6	liste2016	---	Rousseau		1712	1778	Jean-Jacques Rousseau	male	Julie	Julie ou la Nouvelle Héloïse, Tome 6	1761	1761	roman	https://www.amazon.de/Julie-nouvelle-Héloïse-Garnier-Flammarion/dp/2080701487		https://catalog.hathitrust.org/Record/100746797		txt	https://gallica.bnf.fr/ark:/12148/bpt6k61356442	EPUB: https://www.rousseauonline.ch/tdm.php https://www.ecole-alsacienne.org/CDI/pdf/1301/130128_ROU.pdf 	0			ja						62.R40	epistolary	Q6527	100184045	
Sacy_Amours	Sacy_Amours	liste2016	---	Sacy		1749	1794	Claude Louis Michel de Sacy	male	Amours	Les Amours de Mirtil	1761	1761	roman	---		s. Gallica			https://gallica.bnf.fr/ark:/12148/bpt6k1056854q	nicht vorhanden	1		batch1	ja		ja				69.57	heterodiegetic	Q1096895	7431477	
Sade_120	Sade_120	liste2016	---	Sade		1740	1814	Donatien de Sade	male	120Journées	Les Cent Vingt Journées de Sodome	1785	1785	roman			wikisource		epub		https://www.rodoni.ch/busoni/sade/journees.pdf oder https://fr.wikisource.org/wiki/Les_120_Journ%C3%A9es_de_Sodome	0			ja		ja					heterodiegetic	Q123867	56615966	
Sade_Aline	Sade_Aline1	liste2016	---	Sade		1740	1814	Donatien de Sade	male	AlineValcour	Aline et Valcour, Tome 1	1795	1788/1795	roman	unter Vorbehalt: 978-2512009436		guteberg		txt	tome1 : https://gallica.bnf.fr/ark:/12148/bpt6k1040612j 	gutenberg.org	0			ja	* 8 Partien vorhanden	* 8 Partien vorhanden				95.36	epistolary	Q123867	56615966	
Sade_Aline	Sade_Aline2	liste2016	---	Sade		1740	1814	Donatien de Sade	male	AlineValcour	Aline et Valcour, Tome 2	1795	1788/1795	roman	unter Vorbehalt: 978-2512009436		guteberg		txt	tome 2: https://gallica.bnf.fr/ark:/12148/bpt6k1040614c 	gutenberg.org	0			ja						95.36	epistolary	Q123867	56615966	
Sade_Aline	Sade_Aline3	liste2016	---	Sade		1740	1814	Donatien de Sade	male	AlineValcour	Aline et Valcour, Tome 3	1795	1788/1795	roman	unter Vorbehalt: 978-2512009436		guteberg		txt	tome 3: https://gallica.bnf.fr/ark:/12148/bpt6k10406166 	gutenberg.org	0			ja						95.36	epistolary	Q123867	56615966	
Sade_Aline	Sade_Aline4	liste2016	---	Sade		1740	1814	Donatien de Sade	male	AlineValcour	Aline et Valcour, Tome 4	1795	1788/1795	roman	unter Vorbehalt: 978-2512009436		guteberg		txt	tome 4: https://gallica.bnf.fr/ark:/12148/bpt6k10406181	gutenberg.org	0			ja						95.36	epistolary	Q123867	56615966	
Sade_Infortunes	Sade_Infortunes	liste2016	---	Sade		1740	1814	Donatien de Sade	male	Infortunes	Les Infortunes de la vertu			roman	1	folio(KS)	wikisource				EPUB: https://www.ebooksgratuits.com/details.php?book=556 https://fr.wikisource.org/wiki/Les_Infortunes_de_la_vertu oder: https://beq.ebooksgratuits.com/vents/Sade-infortunes.pdf	0					ja					heterodiegetic	Q123867	56615966	
Sade_Juliette	Sade_Juliette	liste2016	---	Sade		1740	1814	Donatien de Sade	male	Juliette	Histoire de Juliette	1801	1801	roman			wikisource				http://www.sade-ecrivain.com/juliette/juliette.htm oder, falls unvollständig: https://fr.wikisource.org/wiki/L%E2%80%99histoire_de_Juliette/premi%C3%A8re_partie und https://fr.wikisource.org/wiki/L%E2%80%99histoire_de_Juliette/seconde_partie und:https://fr.wikisource.org/wiki/L%E2%80%99histoire_de_Juliette/troisi%C3%A8me_partie und: https://fr.wikisource.org/wiki/L%E2%80%99histoire_de_Juliette/quatri%C3%A8me_partie und: https://fr.wikisource.org/wiki/L%E2%80%99histoire_de_Juliette/cinqui%C3%A8me_partie und: https://fr.wikisource.org/wiki/L%E2%80%99histoire_de_Juliette/sixi%C3%A8me_partie	0									97.71	autodiegetic	Q123867	56615966	
Sade_Justine	Sade_Justine	liste2016	---	Sade		1740	1814	Donatien de Sade	male	Justine	Justine ou les Malheurs de la vertu	1791	1791	roman	978-2352875956					https://gallica.bnf.fr/ark:/12148/btv1b8614599x	EPUB: https://www.ebooksgratuits.com/details.php?book=557 https://static1.lecteurs.com/files/ebooks/feedbooks/3630.pdf	0			ja		ja				91.42	heterodiegetic	Q123867	56615966	
Sade_NouvelleJustine	Sade_NouvelleJustine	liste2016	---	Sade		1740	1814	Donatien de Sade	male	NouvelleJustine	La Nouvelle Justine	1799	1799	roman			Wikisource		epub	wikisource	EPUB: La nouvelle Justine https://fr.wikisource.org/wiki/Justine_et_Juliette 	0				ja					97.71	heterodiegetic	Q123867	56615966	
Sade_Philosophie	Sade_Philosophie1	liste2016	---	Sade		1740	1814	Donatien de Sade	male	Philosophie	La Philosophie dans le boudoir, Tome 1	1795	1795	roman	1	folio(KS)	rodoni			tome 1: https://gallica.bnf.fr/ark:/12148/btv1b86146004 oder als teil einer gesamtausgabe mit besserer Qualität: https://gallica.bnf.fr/ark:/12148/bpt6k1049472x	EPUB: https://www.ebooksgratuits.com/details.php?book=1796 https://www.rodoni.ch/busoni/sade/philosi.pdf	0									95.37	dialogue novel	Q123867	56615966	
Sade_Philosophie	Sade_Philosophie2	liste2016	---	Sade		1740	1814	Donatien de Sade	male	Philosophie	La Philosophie dans le boudoir, Tome 2	1795	1795	roman	1	folio(KS)	rodoni			tome 2: https://gallica.bnf.fr/ark:/12148/btv1b8614601j oder als teil einer gesamtausgabe mit besserer Qualität: https://gallica.bnf.fr/ark:/12148/bpt6k1049472x	EPUB: https://www.ebooksgratuits.com/details.php?book=1796 https://www.rodoni.ch/busoni/sade/philosi.pdf	0									95.37	dialogue novel	Q123867	56615966	
Segur_Correspondance	Segur_Correspondance	obvil-romans	5477950.xml	Ségur		1756	1805	Alexandre-Joseph-Pierre vicomte de Ségur	male	roman	Correspondance secrète entre Ninon de Lenclos, le Marquis de Villarceaux et Madame de M. — Partie 1	1789	1789	roman	---				txt	https://gallica.bnf.fr/ark:/12148/bpt6k54779502		0									89104	epistolary	Q321684	56616313	
Segur_Correspondance	Segur_Correspondance	obvil-romans	5484193.xml	Ségur		1756	1805	Alexandre-Joseph-Pierre vicomte de Ségur	male	roman	Correspondance secrète entre Ninon de Lenclos, le Marquis de Villarceaux et Madame de M. — Partie 2	1789	1789	roman	---				txt	https://gallica.bnf.fr/ark:/12148/bpt6k5484193d		0									89104	epistolary	Q321684	56616313	
Sénac_Émigré	Senac_Emigre	liste2016	---	Sénac		1736	1803	Gabriel Sénac de Meilhan	male	Émigré	L’Émigré	1797	1797	roman	1	folio	gutenberg			schlechte scans: https://gallica.bnf.fr/ark:/12148/bpt6k118984p ...	gutenberg.org	0			ja	ja	ja				97.74	epistolary	Q3093966	95160951	
Senancour_Aldomen	Senancour_Aldomen	liste2016	---	Senancour		1770	1846	Etienne-Piver Senancour	male	Aldomen	Aldomen	1795	1795							https://gallica.bnf.fr/ark:/12148/bpt6k118989k		0									95.38	epistolary	Q290070	64011773	
Souza_Adele	Souza_Adele	liste2016	---	Souza		1761	1836	Adélaïde de Souza	female	AdèleSenange	Adèle de Senange			roman	1	Bouquins(KS)	gutenberg				gutenberg.org	0					ja				94.13	epistolary	Q589562	14908410	
Tiphaigne_Galligenes	Tiphaigne_Galligenes1	liste2016	---	Tiphaigne		1722	1774	Tiphaigne de La Roche	male	Galligènes	Histoire des Galligènes	1765	1765	roman	---		s. Gallica			https://gallica.bnf.fr/ark:/12148/bpt6k6694c		1		batch2	ja		ja				65.5	heterodiegetic	Q2958070	2477613	
Tiphaigne_Galligenes	Tiphaigne_Galligenes2	liste2016	---	Tiphaigne		1722	1774	Tiphaigne de La Roche	male	Galligènes	Histoire des Galligènes	1765	1765	roman	---		s. Gallica			https://gallica.bnf.fr/ark:/12148/bpt6k290089		1		batch2			ja				65.5	heterodiegetic	Q2958070	2477613	
Tiphaigne_Giphantie	Tiphaigne_Giphantie1	liste2016	---	Tiphaigne		1722	1774	Tiphaigne de La Roche	male	Giphantie	Giphantie, Partie 1	1760	1760	roman	1 https://www.amazon.de/Giphantie-Charles-Fran%C3%A7ois-Tiphaigne-Roche/dp/2916694471	Bouquins(KS)	s. Gallica		txt	Tome 1: https://gallica.bnf.fr/ark:/12148/bpt6k83191r 		0			ja						60.32	autodiegetic	Q2958070	2477613	
Tiphaigne_Giphantie	Tiphaigne_Giphantie2	liste2016	---	Tiphaigne		1722	1774	Tiphaigne de La Roche	male	Giphantie	Giphantie, Partie 2	1760	1760	roman	1 https://www.amazon.de/Giphantie-Charles-Fran%C3%A7ois-Tiphaigne-Roche/dp/2916694471	Bouquins(KS)	s. Gallica		txt	Tome 2: https://gallica.bnf.fr/ark:/12148/bpt6k829326	http://www.gutenberg.org/ebooks/search/?query=Giphantie	0			ja						60.32	autodiegetic	Q2958070	2477613	
Voisenon_Histoire	Voisenon_Histoire	liste2016	---	Voisenon		1708	1775	Claude Henri de Fusée de Voisenon	male	Félicité	Histoire de la Félicité				1 978-1518720710	Bouquins(KS)			txt	https://gallica.bnf.fr/ark:/12148/bpt6k63571670		0									51.42	heterodiegetic	Q2976734	21146	
Voisenon_Sultan	Voisenon_Sultan	liste2016	---	Voisenon		1708	1775	Claude Henri de Fusée de Voisenon	male	Misapouf	Le Sultan Misapouf				1 978-1518720710	Bouquins(KS)			txt	als teil einer gesamtausgabe: https://gallica.bnf.fr/ark:/12148/bpt6k65411539	https://beq.ebooksgratuits.com/vents/Voisenon-Misapouf.pdf	0									60.R58	heterodiegetic	Q2976734	21146	
Voltaire_Candide	Voltaire_Candide	liste2016	---	Voltaire		1694	1778	François-Marie Arouet Voltaire	male	Candide	Candide, ou l'Optimisme	1759	1759	conte								0				ja	ja				59.25	heterodiegetic	Q9068	36925746	
Voltaire_Homme	Voltaire_Homme	liste2016	---	Voltaire		1694	1778	François-Marie Arouet	male	QuaranteEcus	L’Homme aux quarante écus	1768	1768		---		Wikisource		epub	wikisource		0					ja				68.55	homodiegetic	Q9068	36925746	
Voltaire_Ingénu	Voltaire_Ingenu	liste2016	---	Voltaire		1694	1778	François-Marie Arouet Voltaire	male	Ingénu	L'Ingénu, histoire véritable tirée des manuscrits du Père Quesnel 	1767	1767	conte								0									67.52	heterodiegetic	Q9068	36925746	
Voltaire_Princesse	Voltaire_Princesse	liste2016	---	Voltaire		1694	1778	François-Marie Arouet	male	Babylone	PrincesseBabylone	1768	1768		---		Wikisource		epub	wikisource		0					ja				72.R84	heterodiegetic	Q9068	36925746	
		liste2016	---	CastilhonJ		1720	1799	Jean Castilhon	male	RichardSansPeur	HistoireRichardSansPeur	1783	1783		unter Vorbehalt: 978-0543874726					https://gallica.bnf.fr/ark:/12148/bpt6k164380d		0		modernedition									Q2363786	56619408	
		liste2016	---	CastilhonJ		1720	1799	Jean Castilhon	male	RobertDiable	HistoireRobertDiable	1769	1769		---		Gallica		txt	Gallica?, http://www.sudoc.fr/180247514 mit Histoire Pierre Provence: https://gallica.bnf.fr/ark:/12148/bpt6k164380d	https://gallica.bnf.fr/ark:/12148/bpt6k164380d												Q2363786	56619408	
		liste2016	---	CastilhonJ		1720	1799	Jean Castilhon	male	PierreProvence	HistoirePierreProvence	1775	1775				gallica			https://gallica.bnf.fr/ark:/12148/bpt6k164380d	zusammen mit robert le diable: https://gallica.bnf.fr/ark:/12148/bpt6k164380d	0											Q2363786	56619408	
		liste2016	---	Charrière		1740	1805	Isabelle de Charrière	female	Neuchâteloises	Lettres neuchâteloises				1 ISBN: 978-1539378198	Bouquins(KS)			txt	ausgabe v 1908 mit OCR: https://gallica.bnf.fr/ark:/12148/bpt6k6520849z		0											Q123386	46755588	
		liste2016	---	Charrière		1740	1805	Isabelle de Charrière	female	MistrissHenley	Lettres de mistriss Henley				1	Bouquins(KS)				ebenso in der Ausgabe von 1908:https://gallica.bnf.fr/ark:/12148/bpt6k6520849z		0											Q123386	46755588	
		obvil-romans	5720179.xml	Léonard		1744	1793	Nicolas-Germain Léonard 	male	roman	Lettres de deux amans habitans de Lyon, publiées par M. Léonard — Tome 2	1784		roman						Dublette													Q970715	7485676	
		obvil-romans	5787114.xml	Léonard		1744	1793	Nicolas-Germain Léonard 	male	roman	Lettres de deux amans habitans de Lyon, publiées par M. Léonard — Tome 1	1784		roman						Dublette													Q970715	7485676	
		obvil-romans	5698398.xml	Nerciat		1738	1800	Robert-André Andréa de Nerciat	male	roman	Les Aphrodites ou Fragments thali-priapiques pour servir à l'histoire du plaisir — Numéro 5	1793		roman	1					Dublette. 													Q718081	66471678	
		obvil-romans	5698381.xml	Nerciat		1738	1800	Robert-André Andréa de Nerciat	male	roman	Les Aphrodites ou Fragments thali-priapiques pour servir à l'histoire du plaisir — Numéro 2	1793		roman	1					Dublette													Q718081	66471678	
		obvil-romans	5698390.xml	Nerciat		1738	1800	Robert-André Andréa de Nerciat	male	roman	Les Aphrodites ou Fragments thali-priapiques pour servir à l'histoire du plaisir — Numéro 3	1793		roman	1					Dublette													Q718081	66471678	
		obvil-romans	5698403.xml	Nerciat		1738	1800	Robert-André Andréa de Nerciat	male	roman	Les Aphrodites ou Fragments thali-priapiques pour servir à l'histoire du plaisir — Numéro 6	1793		roman	1					Dublette													Q718081	66471678	
		obvil-romans	5698396.xml	Nerciat		1738	1800	Robert-André Andréa de Nerciat	male	roman	Les Aphrodites ou Fragments thali-priapiques pour servir à l'histoire du plaisir — Numéro 4	1793		roman	1					Dublette													Q718081	66471678	
		obvil-romans	5698408.xml	Nerciat		1738	1800	Robert-André Andréa de Nerciat	male	roman	Les Aphrodites ou Fragments thali-priapiques pour servir à l'histoire du plaisir — Numéro 8	1793		roman	1					Dublette													Q718081	66471678	
		obvil-romans	5698406.xml	Nerciat		1738	1800	Robert-André Andréa de Nerciat	male	roman	Les Aphrodites ou Fragments thali-priapiques pour servir à l'histoire du plaisir — Numéro 7	1793		roman	1					Dublette													Q718081	66471678	
		obvil-romans	5698112.xml	Nerciat		1738	1800	Robert-André Andréa de Nerciat	male	roman	Les Aphrodites ou Fragments thali-priapiques pour servir à l'histoire du plaisir — Numéro 1	1793		roman	1					Dublette													Q718081	66471678	
		obvil-romans	5606386.xml	Rousseau		1712	1778	Jean-Jacques Rousseau	male	roman	Collection complette des oeuvres de J.-J. Rousseau	1774		roman						Bd1: https://gallica.bnf.fr/ark:/12148/btv1b86171967 Bd2:https://gallica.bnf.fr/ark:/12148/btv1b8617197n Bd 3: https://gallica.bnf.fr/ark:/12148/btv1b86171982 Bd4: https://gallica.bnf.fr/ark:/12148/btv1b8617199g Bd5:https://gallica.bnf.fr/ark:/12148/btv1b8617200p Bd6: https://gallica.bnf.fr/ark:/12148/btv1b86172013 Bd7:https://gallica.bnf.fr/ark:/12148/btv1b8617202h Bd8: https://gallica.bnf.fr/ark:/12148/btv1b8617203x Bd 9: https://gallica.bnf.fr/ark:/12148/btv1b8617204b Bd10: https://gallica.bnf.fr/ark:/12148/btv1b8617205r Bd 11: https://gallica.bnf.fr/ark:/12148/btv1b86172065 Bd12: https://gallica.bnf.fr/ark:/12148/btv1b8617207k 	17 Bde: https://www.rousseauonline.ch/tdm.php oder https://fr.wikisource.org/wiki/Collection_compl%C3%A8te_des_%C5%93uvres_de_J._J._Rousseau	0											Q6527	100184045	
Balthazard_Isle	Balthazard_Isle	googlebooks	---	Balthazard			1801	Abbé Balthazard	male	Isle	L'Isle des philosophes	1790		roman						https://gallica.bnf.fr/ark:/12148/bpt6k82121b	https://gallica.bnf.fr/ark:/12148/bpt6k82121b						not yet				90.23	epistolary			
Prevost_Manon1	Prevost_Manon2	googlebooks	---	Prevost		1697	1763	Antoine François Prévost	male	Manon	Histoire du Chevalier des Grieux et de Manon Lescaut	1753		roman							https://fr.wikisource.org/wiki/Manon_Lescaut/Première_partie						not yet				53.R34 	autodiegetic			
Prevost_Manon2	Prevost_Manon2	googlebooks	---	Prevost		1697	1763	Antoine François Prévost	male	Manon	Histoire du Chevalier des Grieux et de Manon Lescaut	1753		roman							https://fr.wikisource.org/wiki/Manon_Lescaut/Seconde_partie						not yet				53.R34 	autodiegetic			
Thibouville_Danger	Thibouville_Danger	googlebooks	---	Thibouville		1710	1784	Henri Lambert d'Herbigny de Thibouville	male	Danger	Le Danger Des Passions	1753		roman							https://books.google.de/books?id=LL45AAAAcAAJ&printsec=frontcover&hl=de&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false						not yet				57.14	heterodiegetic			
Prevost_Memoires	Prevost_Memoires	googlebooks	---	Prevost		1697	1763	Antoine François Prévost	male	Memoires	Memoires et aventures d'un homme de qualité	1750		roman							https://books.google.de/books?id=WrsAhmz2qpUC&printsec=frontcover&hl=de&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false						not yet				51.R44 				
Tiphaigne_Amilec	Tiphaigne_Amilec	googlebooks	---	Tiphaigne		1722	1774	Tiphaigne de La Roche	male	Amilec	Amilec, ou la Graine d'Hommes qui sert à peupler les planetes	1753		roman							https://books.google.de/books?id=UPzimShNcy4C&printsec=frontcover&hl=de&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false						not yet				54.33	autodiegetic			
Fromaget_Promenade	Fromaget_Promenade	googlebooks	---	Fromaget				Nicolas Fromaget	male	Pormenade	La promenade de Saint-Cloud: ou la confidence réciproque	1755		roman							https://books.google.de/books?id=Wxo6AAAAcAAJ&printsec=frontcover&hl=de&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false						not yet				55.R32 				
Prevost_Monde	Prevost_Monde	googlebooks	---	Prevost		1697	1763	Antoine François Prévost	male	Monde	Le monde moral,: ou mémoires pour servir à l'histoire du cœur humain	1766		roman							https://books.google.de/books?id=OUQGAAAAQAAJ&printsec=frontcover&hl=de&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false						not yet				60.28	autodiegetic			
Madeleine_Eugenio1	Madeleine_Eugenio1	googlebooks	---	Madeleine		1765	1835	Louise-Marguerite-Jeanne- Madeleine	female	Eugenio	Eugenio et Virginia	1799		roman							https://books.google.de/books?id=JNg5AAAAcAAJ&printsec=frontcover&hl=de&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false						not yet				00 . 54	heterodiegetic			
Madeleine_Eugenio2	Madeleine_Eugenio2	googlebooks	---	Madeleine		1765	1835	Louise-Marguerite-Jeanne- Madeleine	female	Eugenio	Eugenio et Virginia	1799		roman							https://books.google.de/books?id=NGnslHjj_usC&printsec=frontcover&hl=de&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false						not yet				00 . 54	heterodiegetic			
Demoustier_Lettres1	Demoustier_Lettres1	googlebooks	---	Demoustier		1760	1801	Charles-Albert DEMOUSTIER	male	Lettres	Lettres a Émilie sur la mythologie	1786		roman							https://books.google.de/books?id=3md4g3uVR7AC&printsec=frontcover&hl=de&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false						not yet				86.31	epistolary			
Demoustier_Lettres2	Demoustier_Lettres2	googlebooks	---	Demoustier		1760	1801	Charles-Albert DEMOUSTIER	male	Lettres	Lettres a Émilie sur la mythologie	1786		roman							https://books.google.de/books?id=4842DoYXIdgC&printsec=frontcover&hl=de&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false						not yet				86.31	epistolary			
Fleuriot_Amours1	Fleuriot_Amours1	googlebooks	---	Fleuriot		1749	1807	Jean-Marie-Jeröme FLEURIOT	male	Amours	Amours ou lettres d'Alexis et Justine,	1786		roman							https://books.google.de/books?id=ruU5AAAAcAAJ&printsec=frontcover&hl=de&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false						not yet				86.33	epistolary			
Fleuriot_Amours2	Fleuriot_Amours2	googlebooks	---	Fleuriot		1749	1807	Jean-Marie-Jeröme FLEURIOT	male	Amours	Amours ou lettres d'Alexis et Justine,	1786		roman							https://books.google.de/books?id=JupDAQAAMAAJ&printsec=frontcover&hl=de&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false						not yet				86.33	epistolary			
Lanteires_Confessions	Lanteires_Confessions	googlebooks	---	Lanteires				Jean LANTEIRES	male	Confessions	Les confessions de monsieur Emanuel Figaro, ecrites par lui-meme	1786		roman							https://books.google.de/books?id=HzFfAAAAcAAJ&printsec=frontcover&hl=de&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false						not yet				86.38	autodiegetic			
Beckford_Vathek	Beckford_Vathek	googlebooks	---	Beckford		1760	1844	William Beckford	male	Vathek	Vathek: conte arabe	1787		roman							https://books.google.de/books?id=X6WsDwAAQBAJ&printsec=frontcover&dq=william+beckford+Vathek+francais&hl=de&sa=X&ved=2ahUKEwiB-7nx86TsAhXBCuwKHYeICGgQ6AEwAnoECAUQAg#v=onepage&q=william%20beckford%20Vathek%20francais&f=false						not yet				87.25	heterodiegetic			
Dejardin_Contes1	Dejardin_Contes1	googlebooks	---	Dejardin				Angélique Sophie Déjardin de Courcelles 	female	Contes	Contes sages et fous	1787		roman							https://books.google.de/books?id=_zQGAAAAQAAJ&printsec=frontcover&hl=de&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false						not yet				87.36				
Dejardin_Contes2	Dejardin_Contes2	googlebooks	---	Dejardin				Angélique Sophie Déjardin de Courcelles 	female	Contes	Contes sages et fous	1787		roman							https://books.google.de/books?id=_zQGAAAAQAAJ&printsec=frontcover&hl=de&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false						not yet				87.36				
Berenger_Mentor	Berenger_Mentor	googlebooks	---	Berenger		1749	1822	Laurent-Pierre BERENGER	male	Mentor	Le mentor vertueux	1788		roman							https://books.google.de/books?id=5-U-AAAAYAAJ&printsec=frontcover&hl=de&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false						not yet				87.25	heterodiegetic			
Ducray_Lolotte	Ducray_Lolotte	googlebooks	---	Ducray		1761	1819	François-Guillaume DUCRAY-DUMINIL	male	Lolotte	Lolotte et Fanfan ou les aventures de deux enfans aban- donnes dans une isle deserte	1788		roman							https://books.google.de/books?id=UfRf9orUs54C&printsec=frontcover&hl=de&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false						not yet				88.48	heterodiegetic			
Decremps_Aventures	Decremps_Aventures	googlebooks	---	Decremps		1746	1826	Henri DECREMPS	male	Aventures	Les petites aventures de Jeröme Sharp	1790		roman							https://books.google.de/books?id=4Mn6E4KtyGcC&printsec=frontcover&hl=de&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false						not yet				89.49	autodiegetic			
