	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39
10	suivre	patrie	chrétien	baron|baronne	intérêt	donner	seul	plaisir	éducation	vie	voilà	bras	prendre	livre	action	beau	doux	personne	joli	courage	jour	table	grand	vie	âme	figure	lire	malheur	ici	fesse	donner	demander	nouveau	doux	couvrir	gens	seul	toujours	haut	homme
11	femme	trône	sage	vicomte	cependant	encore	nouveau	mieux	chose	main	trouver	terrible	point	travail	droit	fort	forêt	fort	beau	brave	coucher	comment	rendre	jamais	homme	placer	encore	cœur	beaucoup	branler	saint	bras	voir	sentir	lieu	voir	vertu	goût	écrire	roman
12	prendre	ordre	donner	savoir	seul	assez	moyen	encore	esprit	affreux	toujours	tête	alors	point	donner	moment	là	aimer	baiser	suivre	maison	eau	paraître	tenir	lord	paraître	parler	seul	parler	garçon	jeune	lever	charme	trouver	plante	grâce	rendre	beaucoup	chirurgien	siècle
13	chemin	gouvernement	âme	femme	encore	laisser	soin	président	idée	sang	mieux	corps	vie	famille	humain	mettre	bord	chère	téton	bientôt	soir	animal	reprendre	parler	suivre|être	couleur	partir	laisser	bon	libertin	famille	jeter	encore	jouir	peuple	donner	heureux	sexe	mettre	mémoire
14	passer	empire	encore	paraître	laisser	jour	attendre	imaginer	corps	fureur	prendre	pied	écrier	ville	préjugé	tour	seul	trouver	gros	bataille	matin	point	moi|mois	penser	malheureux	tête	trouver	mal	reine	venir	mari	reprendre	beauté	éprouver	grand	parler	croire	amant	histoire	genre
15	route	chef	foi	voir	craindre	mettre	venir	moins	leçon	malheur	ami	feu	grand	état	naître	coup	montagne	temps	foi|fois	ami	trouver	encore	cependant	rendre	mourir	main	réponse	cruel	paraître	fouetter	venir	écrier	déjà	vie	vaste	pièce	sentir	mieux	capitaine	goût
16	ville	porter	rendre	moment	toujours	point	affaire	près	connaître	criminel	donner	saisir	passer	richesse	chose	président	toujours	esprit	papa	porter	entendre	beau	jeune	trouver	cœur	taille	puis	venir	abbé	vieux	femme	moment	délicieux	jour	animal	jamais	connaître	maître|maîtresse	laisser	gens
17	conduire	palais	éclairer	joli	sentiment	apprendre	proposer	chose	rendre	porter	aimer	alors	temps	terre	point	encore	ici	venir	vivre	guerrier	point	cave	personne	état	tendresse	donner	envoyer	âme	croire	duclos	mariage	suivre|être	rendre	souvent	rocher	musique	voir	prendre	chevalier	vérité
18	gens	rendre	juste	interrompre	doute	venir	promettre	placer	nature	oser	parler	sang	coup	vivre	devenir	zoé	chanter	femme	branler	camp	prendre	chien	recevoir	toujours	nom	côté	jour	perdre	toujours	chier	jour	voix	venir	passion	tour	amuser	passion	monde	tirer	parler
19	arrêter	princesse	saint	croire	permettre	nouveau	refuser	offrir	jeune	commettre	beau	nuit	fille	écu	espèce	violet	long	oncle	bander	blessure	supérieur	prendre	éprouver	encore	regard	fort	hier	voir	dame	jeune	grand	parole	volupté	occuper	pays	paraître	savoir	donner	bon	talent
20	sortir	élever	humain	continuer	avouer	autant	partir	jouir	moins	rendre	tenir	sembler	état	bon	crime	fringant	soleil	tante	voir	victoire	femme	vieux	voir	milord	sein	mettre	chère	héler	temps	coup	maison	larme	jeune	quelquefois	rivage	spectacle	amitié	devenir	croire	génie
21	monter	reine	croire	doute	plaindre	apercevoir	accepter	impossible	élève	cœur	ici	instant	paraître	petit	jamais	prince	vieillard	aimable	dolmancé	jeune	lever	philosophe	connaître	cœur	cher	haut	lettrer	désespoir	aimer	enculer	dieu	croire	bras	rendre	élever	chanter	puis	là	prendre	bon
22	ami	puissance	divinité	frère	vrai	cher	moment	saint	exemple	innocence	puis	écrier	seul	mettre	faible	prélat	ruisseau	conversation	enculer	défendre	demander	terre	instant	gens	jeune	porter	billet	peine	chose	soir	pauvre	tomber	sein	sembler	côte	ridicule	donner	plaire	arriver	voir
23	château	cour	vrai	maître|maîtresse	confiance	moins	décider	pourtant	objet	venir	entendre	terre	croire	misère	force	diable	trouver	cousin	bougre	nouveau	savoir	oiseau	parler	peine	pied	trouver	ici	état	personne	vit	petit	genou	heureux	désir	environner	beau	tendre	voir	grand	encore
24	là	ministre	idée	voilà	assez	surprendre	parti	agir	maître	dieu	assez	grand	jeune	somme	passion	éléonore	terre	monde	cuisse	main	dormir	morceau	cour	lieu	parler	bas	présent	affreux	venir	derrière	aimer	encore	âme	imagination	milieu	joli	doux	rendre	tenir	art
25	rencontrer	république	sagesse	attendre	caractère	part	recevoir	crime	raison	prison	moins	porter	arriver	vendre	bon	laisser	village	air	langue	général	ouvrir	vivre	manière	tant	attacher	espèce	hui	rester	princesse	trou	cœur	instant	nature	œil	trouver	petit	moins	souvent	pourquoi	nom
26	entrer	ville	culte	parler	tort	moment	engager	foi|fois	soin	sauver	mal	temps	trouver	rendre	détruire	chapitre	oiseau	jamais	chatouiller	armée	arriver	demander	répondre	monde	bras	sortir	aujourd	père	trouver	augustin	parent|parents	silence	main	esprit	globe	dame	amant	encore	pauvre	nombre
27	jeune	régner	divin	entendre	personne	tôt	passer	doute	seul	remords	foi|fois	élancer	main	acheter	peuple	honneur	chemin	suivre|être	coup	vainqueur	retirer	tête	alors	bon	vieillard	tour	apprendre	jamais	maréchal	femme	ici	rester	transport	chercher	tempête	danser	oser	seul	cheval	tableau
28	quitter	guerre	nature	donner	tromper	personne	assurer	ci	sen|sens	horrible	répondre	bruit	moment	honnête	mœurs	part	chercher	connaître	putain	combattre	cependant	repas	lorsqu	chose	savoir	beauté	amitié	ciel	malade	con	beau	visage	cher	propre	encore	tête	craindre	amour	coquin	ancien
29	jour	couronne	éternel	cher	ignorer	sentir	part	scélérat	art	monstre	plaisir	sein	donner	malheureux	toujours	heure	eau	chose	donner	cheval	appartement	appeler	conduire	rester	nature	joli	vicomte	pleurer	santé	sucer	épouser	asseoir	baiser	vif	humain	bon	digne	vieux	crier	connaître
30	revenir	nom	vertu	répondre	secret	passer	main	ici	grand	justice	penser	ouvrer|ouvrir	ville	luxe	état	demeurer	petit	miss	fesse	mort	attendre	monde	mot	mettre	mot	remplir	moment	souffrir	mourir	messieurs	porter	tenir	charmant	connaître	astre	rôle	toujours	ailleurs	montre	lecteur
31	paraître	servir	seul	nom	motif	recevoir	rester	arriver	prendre	œil	beaucoup	cependant	instruire	franc	liberté	abord	loin	souvent	petit	arriver	appeler	dieu	réconnaissance	soin	femme	couvrir	remettre	moment	donner	décharge	marier	oser	bouche	charme	contrée	entendre	perdre	assez	mieux	lettre
32	descendre	loi	erreur	haut	inspirer	alors	effet	créature	élever	barbare	grand	ciel	porter	prix	besoin	bout	troupeau	jour	main	roi	laisser	plat	château	connaître	terre	calife	attendre	dieu	cour	gros	nom	approcher	dieu	goût	port	goût	raison	gens	honnête	public
33	domestique	pays	autorité	songer	grâce	devenir	laisser	autant	bon	indigne	fort	lumière	malheur	commerce	intérêt	chaud	suivre	mère	encore	valeur	revenir	dîner	jour	honneur	main	forme	sentiment	sort	moi|mois	jour	embrasser	seul	aimable	paraître	habitant	talent	vie	âge	vrai	mot
34	temps	ancien	chose	comment	assurer	chère	lendemain	jeune	usage	condamner	vrai	pousser	reprendre	trouver	établir	heureux	voir	cher	bouche	venir	rester	gros	effet	besoin	écrier	gros	arriver	infortuné	passer	baiser	âge	tête	animer	fixer	habiter	bal	sacrifice	jour	mauvais	beau
35	coup	royaume	gloire	permettre	connaître	tant	offrir	laisser	suivre	odieux	laisser	porte	entendre	année	général	lors	aimer	occuper	écrier	attaquer	fenêtre	faim	histoire	laisser	courir	présenter	espérer	triste	médecin	puis	vivre	puis	caresse	offrir	bord	fort	pourquoi	époux	commissaire	mérite
36	reconnaître	art	cher	jasmin	dangereux	lorsqu	servir	convaincre	besoin	victime	homme	précipiter	savoir	devenir	système	près	pied	père	sucer	blesser	lendemain	servir	entièrement	grand	sentiment	long	mot	consoler	maladie	passer	mettre	jamais	trait	besoin	autour	plaisanterie	adorer	honnête	main	science
37	dame	honneur	peuple	moins	droit	instant	obtenir	sorte	naturel	vertu	pourquoi	sentir	ici	cent	effet	joli	prairie	bon	tenir	maître	fermer	garçon	chambre	ici	fil|fils	robe	désirer	soin	suivre|être	avaler	monde	temps	bientôt	caractère	flot	beaucoup	encore	jamais	passer	trouver
38	grand	point	suprême	apprendre	éloigner	commencer	consentir	manière	juger	supplice	tant	vue	nouveau	service	opinion	travers	apercevoir	société	garce	vaincre	souper	foi|fois	entrer	assez	rendre	peau	donner	abandonner	mort	beau	joie	foi|fois	vif	naître	différent	mauvais	cher	vertu	descendre	partie
39	lieue	assemblée	loi	amant	juger	connaître	fortune	alors	utile	infâme	pourtant	profond	digne	gagner	particulier	lire|liser	campagne	cœur	divin	tuer	couvent	pied	touchant	foi|fois	honneur	tourner	heure	suivre	honneur	opération	voilà	air	ardeur	intérêt	presque	conversation	combien	manière	foi|fois	savant
40	lendemain	rang	sentiment	duclos	persuader	doute	charger	permettre	expérience	juge	jamais	arrêter	peine	utile	contraire	caprice	rocher	plaisir	lit	capitaine	dîner	apporter	temps	songer	pardonner	rose	demain	pleur|pleurs	maison	couper	regarder	paraître	grâce	devenir	travail	tour	objet	croire	valet	mœurs
41	chercher	encore	univers	couvent	propre	toujours	alors	jouissance	ainsi	coup	demander	mouvement	femme	beaucoup	sage	mot	arriver	moment	couille	honneur	donner	temps	seul	changer	situation	grâce	demander	sein	assurer	enfant	savoir	apercevoir	goûter	monde	divers	grand	devenir	tête	rire	lire|liser
42	retourner	grandeur	porter	ci	défendre	déjà	foi|fois	état	rapport	infortuné	raison	horreur	enfant	travailler	libre	bonheur	galatée	paraître	là	avancer	rentrer	bête	bout	servir	voilà	rouge	idée	perte	cardinal	passion	recevoir	quitter	fleur	inspirer	partie	mettre	tendresse	maison	ami	français
43	attendre	vertu	offrir	suivre|être	perdre	répondre	ajouter	peine	propre	sortir	monde	apercevoir	déjà	compter	pourquoi	chère	milieu	jeune	laver	chef	sœur	tuer	autant	raison	épouse	habit	dernier	chagrin	souvent	ainsi	digne	regard	regard	nouveau	univers	théâtre	charme	aimable	chose	mauvais
44	pied	temple	auteur	honneur	égard	flatter	encore	moyen	manière	conduire	comment	effort	pere	nouveau	moyen	déjà	passer	idée	sœur	corps	journée	pays	moment	ainsi	transport	gorge	retour	plaindre	mal	mettre	tendresse	baiser	foi|fois	souvenir	dive	plaire	foi|fois	joli	mal	titre
45	donner	révolution	caractère	mari	forcer	effet	employer	compagne	beaucoup	vil	maman	mettre	recevoir	servir	fort	foi	cabane	intérêt	venir	prisonnier	petit	moine	profond	croire	assez	visage	chevalier	pitié	assez	donner	personne	savoir	voler	encore	semblable	comédie	unir	amoureux	côté	langue
46	aventure	dieu	conscience	près	preuve	assurer	presser	sûr	goût	innocent	mettre	croire	pacha	posséder	heureux	folie	couvrir	rendre	pied	sang	sommeil	appétit	beaucoup	propre	domestique	dessus	tant	consolation	esprit	étron	larme	mouvement	divin	triste	quantité	italien	cesser	recevoir	parler	mettre
47	voyage	haut	preuve	répéter	effet	augmenter	proposition	continuer	connaissance	abandonner	sommer|être	milieu	parler	affaire	égal	ailleurs	fruit	passer	fouteur	danger	table	mauvais	véritablement	donner	poursuivre	jambe	prier	foi|fois	saint	cuisse	naissance	entrer	instant	réflexion	nombre	cour	instant	fort	appeler	plupart
48	rue	noble	nouveau	étonner	crainte	engager	bientôt	rendre	enfance	fer	connaître	fureur	suivre	jouir	bonheur	couple	gazon	charmant	trousser	fer	chercher	pourquoi	inspirer	souffrir	retirer	doigt	rendre	soutenir	recevoir	corps	élever	ajouter	joie	attacher	multitude	souper	moment	figure	boire	étude
49	courir	étendre	père	connaître	demander	inquiétude	prévenir	désirer	jugement	pitié	déjà	étendre	effet	considérable	nécessaire	tant	branche	manière	homme	grand	cabinet	argent	entretien	personne	mort	portrait	songer	toujours	jamais	ventre	parler	sortir	recevoir	plaire	produire	compagnie	fuir	grand	chien	connaissance
