	id	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39
0	Abbes_Voyage	0.017800381153527205	0.02075924208884608	0.003356655560667856	0.009041175974531803	0.01698168904751449	0.09539375712306482	0.0169217412428081	0.021905768051044803	0.014289715271132026	0.02005428792989587	0.05261760017525746	0.03677472750487764	0.005984744847286536	0.021014863605136404	0.017377865472396694	0.0019389468190778825	0.024555258399622096	0.022822315235508622	0.0031686117401984477	0.0009675503375273977	0.011798744576305841	0.020463781383044128	0.009941203633508271	0.035883679121703725	0.004192579868852718	0.057102109415207346	0.012850424261243193	0.033651915433346856	0.00916253656766928	0.000153181948555093	0.00230447322735027	0.03596794528413255	0.008706364958863387	0.07246115158332876	0.011193292611126405	0.06634174995866478	0.00646237119039398	0.01807470929395252	0.009424727054613011	0.15013616104821567
1	Anonym_Suzon	0.03403629657797509	0.012139915535478989	0.0062190294471997365	0.003929513289739032	0.03076268820086232	0.12464532026004822	0.05683440145209079	0.009957983146158686	0.036340863907259734	0.010627316561955145	0.03877022434384688	0.015017393247770258	0.011671979259300918	0.033168295217351935	0.018071436951919678	0.003096117264091181	0.0073999931778887884	0.020383234574816052	0.023204326074495036	0.013293077283812326	0.07330922108086753	0.03275526283988453	0.004084202668806018	0.017808107707316202	0.003595165210643806	0.029696388622797	0.007955034727053058	0.022563055775629486	0.021444584609004558	0.010776478892236445	0.02932199965160746	0.032579241533430815	0.03302602190594163	0.03570156716453979	0.0041782727772325355	0.0307136484137056	0.01970334908243962	0.04506316261359901	0.012946781597835128	0.023209047351369038
2	Anonyme_Etourdi	0.0353890257841186	0.006210137244032505	0.004958802340740595	0.009977897129508757	0.05005594339796159	0.074392160832169	0.05923668692489501	0.00570402425072595	0.01470160885885324	0.010196826732821797	0.029489164953172945	0.020822236264747197	0.0033580000729449533	0.023682366894259246	0.009076996233128897	0.001853482606335135	0.0009334349742668949	0.016135239831065882	0.0004967026440864117	0.007041965474566824	0.0357989775425635	0.007547152479116752	0.0030612346206374676	0.015094982684469438	0.010860009583990334	0.027339975514662003	0.02917047612630971	0.03230597350377692	0.025847971952531232	0.0006179931559827479	0.029737291626585033	0.0373871165040732	0.07995903688263106	0.054706503241515596	0.004123930870543186	0.07103028050661787	0.05036205920050088	0.0800730177792766	0.0033874977574435043	0.017875815022371445
3	Anonyme_Zoloe	0.024803184685316906	0.021802289603879706	0.004952364184214139	0.019397124134032096	0.01844504433664556	0.013920552682225954	0.043851817860814095	0.026127823784170084	0.0122978360549809	0.04091047058018597	0.032557828128913245	0.07012750446025628	0.00833605050609441	0.02728011769068582	0.017792328747480178	0.051538773841807245	0.020699701969771445	0.013436066298817434	0.00019190766296399897	0.02043718298234508	0.02706984907468256	0.01595423569424829	0.004898548388090963	0.029249829413404007	0.022874360965797372	0.051306408766120665	0.007323495480412194	0.017123944625408335	0.007226043525873659	0.0012777019174415377	0.008574588768076857	0.04087918521467526	0.08186297883530763	0.03299652879870758	0.01476245560940869	0.0720971069206386	0.01601517103921721	0.023950917683545927	0.013116848467108727	0.0225338306162334
4	Arnaud_Sentiment	0.011052826360098146	0.021436391968870122	0.011122997022520119	0.009633409914934233	0.04251289312290323	0.03138274828882161	0.020687802770932965	0.0034511613696011933	0.012148108317708548	0.043247648873685825	0.014994150998652873	0.02570496769584538	0.006975966613735982	0.01102091091020728	0.016110275087657732	0.005483163345186865	0.004309684779181327	0.016254858946821996	9.424996407188715e-05	0.012276942602509031	0.008648136508390128	0.0022259510281890846	0.0051471437792973114	0.014613361263294196	0.2490304705814735	0.0048201357763990454	0.0194143835490513	0.09179567157478292	0.0035693111286969966	0.0005020725823968937	0.031141394118838834	0.05203674408534006	0.018463022182975578	0.04333524777080909	0.004394229479848439	0.010935392202845156	0.09151304562436349	0.01779437027362591	0.002060522958698664	0.008658234576737417
5	Beauharnais_Lettres	0.005864101019564435	0.01522751356971784	0.004491786298748286	0.0083177741732926	0.10761079786122418	0.054814631488890646	0.02871086120554428	0.006264957263658908	0.009395788156640777	0.02840982950169706	0.020513870851969422	0.026755519934715172	0.006691336206613288	0.012032606140881122	0.006856977773369443	0.0002478943269302508	0.0008359192872994789	0.03883167592052075	0.0001517527478464571	0.003952305066555143	0.003405382167015418	0.0008740389745065443	0.008755305483801967	0.034058949176146	0.01836722073344541	0.002400477644326574	0.05197722103065322	0.1312522405079526	0.006624474125237178	0.00029569632343577905	0.027610502478278603	0.03676783701675356	0.010072510987874787	0.054659034922851645	0.0012181387307859182	0.006803311013137055	0.20310388912102906	0.01176622617971333	0.0009003437701095168	0.0031093008172662774
6	Beaumont_Clarice	0.00676170913717476	0.05188898257858627	0.028711452897847867	0.00118664740642809	0.045065243981439185	0.07121050394737131	0.04125152393425461	0.014941735079435645	0.027201376161799767	0.019625304191548707	0.020049986182706623	0.02725049174746613	0.02289889856867422	0.058389764537790656	0.026192922477048932	0.0019496373513240436	0.016969200517422803	0.06315515138331408	7.404072504063333e-05	0.0004642243503016285	0.012555344324766312	0.012923903974276214	0.0005269907490807928	0.02819722108509029	0.006297861060812927	0.023112198009303503	0.0048636973433417744	0.05064660903610415	0.0023373101809615487	0.005565731525899236	0.11612303716078615	0.014367541343639946	0.027553539059300414	0.01619493054946353	0.024443849569098532	0.0008676511017960839	0.008138422645669137	0.06801790200732558	0.007465138149479683	0.02456232396682827
7	Beckford_Vathek	0.01873928047257932	0.02015677824826494	0.010495276152130292	0.0019431558405150705	0.014061474477474618	0.02497744679086333	0.016285101323834903	0.008474171293281445	0.011206266555045403	0.012951748129934335	0.04313674950711229	0.12624756816001212	0.06349355263586094	0.003072573226205823	0.004233968860620911	0.0021442407976312965	0.07488926987163198	0.006650605019424982	0.0005550864038434837	0.009543339895340557	0.032603729646101774	0.06428945413098619	0.013566740456960744	0.014799185751966907	0.0027207268639181307	0.15273629020831872	0.00755194979852404	0.0293166104719976	0.008332724599227367	0.0014716369747057266	0.014381735857163375	0.05156318434370414	0.01891844861312154	0.015160713833849851	0.030768132581356144	0.024265224499137806	0.019025964108066114	0.010369612350396296	0.007983227136931653	0.006917054111957798
8	Benoist_Elisabeth3	0.007227915553540724	0.005189187926974746	0.01044132131591118	0.025574505602689836	0.09288833095110222	0.08567809222851511	0.03899756748578069	0.006795187682576253	0.015881039700759002	0.010843941021815165	0.04423673272708582	0.013092956868727159	0.004341743963133335	0.00739836624067687	0.0211963059906723	0.0023012071027012464	0.0008443406148088545	0.07019158294673541	0.0006765211615407808	0.005232010652166102	0.01198053218979339	0.0015753878814180106	0.01426985567219338	0.02204467585303831	0.00775766382787533	0.00869738086572045	0.10025305223334735	0.07321838626409143	0.03623641452249856	0.0014472697316205501	0.020967344408932824	0.022504085020018903	0.014783890971754964	0.028304199381989678	0.0011316386079276693	0.017723359616396817	0.10509554957531882	0.019511487965908313	0.0017283742023465238	0.02174059346989598
9	Benouville_Pensees	0.007594455351336643	0.009875978231829554	0.06409668931725625	0.0009355964870431156	0.09023663249174757	0.050537462848916456	0.03544122202145047	0.010521494540020306	0.037408179737712446	0.017236025143018946	0.12981753855105307	0.008564074814627995	0.02347577457968764	0.01646231643866468	0.06822320441232453	0.0013819876408226628	0.00300958005156195	0.03374999113649284	8.406447281415155e-05	0.007861578578828203	0.010255936765498266	0.0033427084657638496	0.005752269761485774	0.053233229298393116	0.006089802797993348	0.006927263634205219	0.02290242702016736	0.02997328525793948	0.01666012244324031	0.00016094350836220098	0.016398121881711393	0.013462325144966846	0.00870975229745199	0.05242311236297109	0.006871523044758814	0.014677561000266673	0.05308346734187656	0.027359372022141743	0.0022980871743140054	0.03290484192928247
