	id	Ranked topics
0	Abbes_Voyage	[(0.15013616104821567, 39), (0.09539375712306483, 5), (0.07246115158332876, 33), (0.06634174995866478, 35), (0.05710210941520735, 25), (0.05261760017525746, 10), (0.03677472750487764, 11), (0.03596794528413255, 31), (0.035883679121703725, 23), (0.033651915433346856, 27)]
1	Anonym_Suzon	[(0.12464532026004822, 5), (0.07330922108086753, 20), (0.05683440145209079, 6), (0.045063162613599016, 37), (0.03877022434384688, 10), (0.03634086390725973, 8), (0.03570156716453979, 33), (0.034036296577975085, 0), (0.03316829521735193, 13), (0.03302602190594163, 32)]
2	Anonyme_Etourdi	[(0.0800730177792766, 37), (0.07995903688263106, 32), (0.07439216083216901, 5), (0.07103028050661787, 35), (0.05923668692489501, 6), (0.0547065032415156, 33), (0.05036205920050088, 36), (0.050055943397961586, 4), (0.0373871165040732, 31), (0.0357989775425635, 20)]
3	Anonyme_Zoloe	[(0.08186297883530763, 32), (0.0720971069206386, 35), (0.07012750446025627, 11), (0.05153877384180725, 15), (0.051306408766120665, 25), (0.043851817860814095, 6), (0.040910470580185966, 9), (0.04087918521467526, 31), (0.03299652879870758, 33), (0.032557828128913245, 10)]
4	Arnaud_Sentiment	[(0.2490304705814735, 24), (0.09179567157478292, 27), (0.09151304562436348, 36), (0.052036744085340064, 31), (0.04333524777080909, 33), (0.04324764887368583, 9), (0.04251289312290323, 4), (0.031382748288821614, 5), (0.031141394118838837, 30), (0.02570496769584538, 11)]
5	Beauharnais_Lettres	[(0.20310388912102906, 36), (0.1312522405079526, 27), (0.10761079786122417, 4), (0.05481463148889065, 5), (0.05465903492285165, 33), (0.05197722103065322, 26), (0.03883167592052075, 17), (0.03676783701675356, 31), (0.034058949176146, 23), (0.02871086120554428, 6)]
6	Beaumont_Clarice	[(0.11612303716078615, 30), (0.07121050394737131, 5), (0.06801790200732558, 37), (0.06315515138331408, 17), (0.05838976453779065, 13), (0.05188898257858627, 1), (0.05064660903610415, 27), (0.04506524398143919, 4), (0.04125152393425461, 6), (0.028711452897847867, 2)]
7	Beckford_Vathek	[(0.15273629020831872, 25), (0.12624756816001212, 11), (0.07488926987163197, 16), (0.06428945413098619, 21), (0.06349355263586094, 12), (0.05156318434370414, 31), (0.043136749507112285, 10), (0.032603729646101774, 20), (0.030768132581356144, 34), (0.0293166104719976, 27)]
8	Benoist_Elisabeth3	[(0.10509554957531883, 36), (0.10025305223334736, 26), (0.09288833095110223, 4), (0.08567809222851511, 5), (0.07321838626409143, 27), (0.07019158294673541, 17), (0.044236732727085816, 10), (0.03899756748578069, 6), (0.03623641452249856, 28), (0.02830419938198968, 33)]
9	Benouville_Pensees	[(0.12981753855105307, 10), (0.09023663249174756, 4), (0.06822320441232453, 14), (0.06409668931725625, 2), (0.053233229298393116, 23), (0.053083467341876564, 36), (0.052423112362971085, 33), (0.050537462848916456, 5), (0.03740817973771245, 8), (0.03544122202145047, 6)]
10	Bernardin_Paul	[(0.15144288049774565, 34), (0.09504838075007158, 16), (0.06351018305037158, 39), (0.04513545779191279, 27), (0.042800002740333326, 11), (0.039237159000900516, 30), (0.03808490019883955, 33), (0.03739000024237003, 13), (0.037087158351834064, 25), (0.03705535214925384, 31)]
11	Berquin_Enfants	[(0.2582864733730017, 10), (0.11030977576960492, 21), (0.07138982676829603, 30), (0.06583444484035347, 31), (0.06495844091596674, 20), (0.06419482077710534, 16), (0.027801216990590138, 11), (0.0268268467963388, 25), (0.02191170870845651, 8), (0.0214779806799712, 23)]
12	Cazotte_Diable	[(0.08131370217839133, 31), (0.07155305424376421, 0), (0.06547198428760033, 4), (0.06371556510158459, 11), (0.05451003889302592, 35), (0.05338039687205135, 5), (0.05292376918789221, 6), (0.05067954776804137, 25), (0.046948382409639486, 20), (0.040446395542370416, 33)]
13	Charriere_Femmes	[(0.10514108911007512, 10), (0.06592620699197993, 31), (0.05142246217587867, 23), (0.04848791755774482, 20), (0.047831498130186285, 4), (0.04692429313777646, 8), (0.04498436633921344, 30), (0.043506729098819634, 17), (0.037289103986944634, 37), (0.03694137313491923, 6)]
14	Charriere_Lausanne	[(0.10873355145096504, 17), (0.10868252735530423, 10), (0.06779120639515518, 31), (0.06074216039976625, 23), (0.06017236593152533, 37), (0.05475767086077014, 30), (0.04821637169824119, 26), (0.04586391971232738, 4), (0.04475371360159884, 20), (0.0395123179629811, 27)]
15	Constant_Laure1	[(0.2103748357841234, 17), (0.10697022498122256, 10), (0.08084095425942332, 4), (0.08081750151695909, 33), (0.03992865613739095, 37), (0.037747667657187636, 16), (0.03738677993479116, 36), (0.034799229500063714, 5), (0.033656902089511914, 26), (0.030406430823926574, 39)]
16	Constant_Laure2	[(0.2637982613765367, 17), (0.12101570138869452, 10), (0.06649257107574064, 4), (0.05064385732862636, 26), (0.04253604847370845, 31), (0.04166433671258733, 35), (0.04117178431345347, 33), (0.03346287414347883, 5), (0.029663549981192437, 36), (0.029155861010883587, 0)]
