	Unnamed: 0	id	author	decade	gender	narration	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39
0	0.0	Abbes_Voyage	Abbes	1750s	M	autodiegetic	0.0056882199513062	0.0641198985536369	0.0013798006862254	0.0017773036105808	0.0573305306784023	0.0376262274406899	0.0571107221485111	0.0025592306460553	0.0256175589339197	0.0021962219788584	0.0442406132421588	0.0126159170218395	0.0263867370184125	0.0469357407627485	0.000387567599486	0.0178082222764805	0.0119745594952093	0.0229280485898951	0.0282733494861365	0.0132852985580727	0.162215490908503	0.018356469065886	0.0086920551977695	0.0411867829679844	0.0185572833035661	0.0014049118836089	0.0063703124269376	0.0289464383529034	0.0428550745629221	0.0119931414379503	0.0140568153008843	0.0180284922481994	0.0433149516336549	0.0363395609149478	0.0102567843127119	0.0100948613686379	0.0131713082610955	0.0216603270533233	0.0115319004513723	0.0007252696685123
1	1.0	AndreSerieys_Comte	AndreSerieys	1800s	M	autodiegetic	0.096773504925299	0.0201155115551563	0.0103395954828435	0.0079452794206445	0.0145468406604065	0.0188862983411026	0.0597867539942143	0.0029822227759233	0.0127361674095981	0.0196871461929216	0.0248072512133675	0.032188480827969	0.0364531470720555	0.032003816991484	0.014350948687229	0.0182163274700461	0.0510461002004577	0.0225896071141806	0.0564835417279626	0.0115980480179806	0.014289994867018	0.0220156923430935	0.0131455041913713	0.0182068693210828	0.0205859971337403	0.0090233065200581	0.0243682706290883	0.0366857421302836	0.0364470096271701	0.0285046975377014	0.0030557714218956	0.0125240555119893	0.0375539926834803	0.0253854467038001	0.0129208578544381	0.0123229485781723	0.0310600823729638	0.0406853932689983	0.0367740777358539	0.0009076994869545
2	2.0	Anonym_Enfant	Anonym	1800s	U	autodiegetic	0.0076546609226899	0.0179946683157291	0.0025876348428317	0.008897467866684	0.0122640170928139	0.0559667682882326	0.0438183224548035	0.0021795525639636	0.0078063751596123	0.0205396124123465	0.034451577437603	0.0683479270004173	0.0281019084591308	0.0147343864837468	0.0201903927436302	0.0487371525898073	0.0851536185057717	0.019305698911125	0.0265713493311787	0.0136602780483269	0.0080422578465559	0.012506102382672	0.0393251058607552	0.019834764159975	0.0157644571658418	0.0197857665894892	0.0343766852851272	0.0069179909683681	0.0198143944067482	0.0144737622194863	0.082756923279482	0.0039664858840756	0.0024573196188209	0.0498253571676253	0.01166356128111	0.0056462672549413	0.0293697153018248	0.0189360355548658	0.0640616464472859	0.0015120318945003
3	3.0	Anonym_Histoire	Anonym	1750s	U	heterodiegetic	0.0609967665590488	0.0286417202313041	0.0111033030876507	0.0124574722877729	0.0425684129545279	0.0086495889374636	0.0435031536145047	0.0023902840138526	0.0233104582384151	0.0204511597388137	0.0143225730715796	0.0191882277951214	0.0207712663172319	0.02820463463259	0.0228126277059268	0.0146486720734093	0.0121938669958967	0.0355187762224343	0.0710677987264389	0.0223404239357683	0.0050751711771229	0.0199841192146612	0.005551024233726	0.0389725230982176	0.0404002833575613	0.001434273088048	0.015907290352392	0.0276016787202254	0.0256517265171898	0.0121809265362827	0.0011481301080147	0.1389531842497501	0.0353678605356305	0.0142846397222855	0.0089771633542476	0.0311477564260571	0.034422806121413	0.0139835131877618	0.0119715647849966	0.0018431780746608
4	4.0	Anonym_Suzon	Anonym	1770s	U	autodiegetic	0.0022867452514365	0.0246376131769286	0.0111239223078378	0.0090393500802209	0.0164881626147383	0.0243883284618887	0.0713681895792234	0.0013860395592047	0.0266043905910336	0.0236437076501865	0.0352888391959125	0.0343946409154244	0.0419466644352562	0.0201229957228823	0.0263848975088881	0.0384052798204058	0.0508631524128619	0.0250600009994831	0.0654946445723179	0.0181820386331918	0.030350269188491	0.0104905453893208	0.0244699121247681	0.0408099739141361	0.0436912812461872	0.0023397894839894	0.0119091312239072	0.0099395282093942	0.0245643823504485	0.0171773466089265	0.0471652044480269	0.0076072205650413	0.0133119640026195	0.0164568160538867	0.0077030428071318	0.0140631483401705	0.0421037482830925	0.0352197717554942	0.0326313483839885	0.0008859721316521
5	5.0	Anonyme_Venus	Anonyme	1770s	U	autodiegetic	0.0036631322780586	0.014904903618343	0.0187820524662952	0.0043000531765086	0.0134173654742042	0.0442458879710339	0.0331026855597355	0.0038856991076648	0.0117188751735026	0.007743118065211	0.0611123681201401	0.0380155662373581	0.0280078183690001	0.0371839998956787	0.0063974617781572	0.0536367730760877	0.0781818710857454	0.0150244891155414	0.0283800723526562	0.0096133729019257	0.0264015698441901	0.0041107328882603	0.0954909215866587	0.0506920455311051	0.0258637114166454	0.0102061261597872	0.0129244749558786	0.0073146980314613	0.0142119918592601	0.0105951920443768	0.0700644934317804	0.0060247346803072	0.0092785354055089	0.012237285449153	0.0158588333687544	0.0098676885062615	0.0422061202098278	0.0235042704904472	0.0389088959965584	0.0029201123209259
6	6.0	Anonyme_Zoloe	Anonyme	1800s	U	heterodiegetic	0.0022622155576118	0.0356210973306318	0.0189278140264263	0.0044760558445455	0.029392050327341	0.0670442140445859	0.0106870914230993	0.0156538452064682	0.0060328267090129	0.0043332092234773	0.0301963785185311	0.044925102026864	0.0218777524079412	0.030750630620663	0.0036876453796995	0.0401105074215705	0.0268298779293505	0.0164552736336463	0.0298096797658648	0.0087581325836269	0.0414666488741937	0.0419732847226458	0.1173907638718467	0.0496627607692601	0.015813517611727	0.0146118050850995	0.0263701200870406	0.0305027947532937	0.0178587445430723	0.0263639058549628	0.0059428320004466	0.0079755493409288	0.0277497967576135	0.0381072794135556	0.0049483824808801	0.0150755490607115	0.0201576795579332	0.0274438590548714	0.0201438926833612	0.0026094334955943
7	7.0	Arnaud_Adelson	Arnaud	1770s	M	heterodiegetic	0.0010931628269007	0.0488870103903875	0.004799162775581	0.0083248373070553	0.0055714579008982	0.005558916229844	0.0305239822738591	0.1036699738264364	0.0060905950611332	0.0118770405874643	0.0060026639042712	0.0606535551577118	0.0008730792166743	0.0441496137313001	0.0014373443354793	0.0736848200912636	0.0155899941583026	0.0230862768709401	0.0310608920548271	0.012293502570841	0.009959365260885	0.0719783370920452	0.0019192936193315	0.0101168949461217	0.0100904122225736	0.0034661499183137	0.0328537460076281	0.0113634992179964	0.0074050584021489	0.1653272024006556	0.0003521359988752	0.0057616299650729	0.0058995657520578	0.0084234934348159	0.019981110213138	0.075142890287532	0.0257964791432568	0.0053109375441463	0.0332986603489864	0.0003252569532444
8	8.0	Arnaud_Anne	Arnaud	1760s	M	heterodiegetic	0.0015845741136334	0.0211886277083634	0.0015351800732599	0.0649117920263184	0.0048036837935294	0.0022540342842398	0.0274112408300176	0.0609539515551383	0.0081093554513482	0.0201013465324818	0.0100058713659851	0.0710540797361389	0.0060965577203775	0.0248603815340199	0.0008999297731083	0.0533846145540499	0.0060974777724485	0.1002354216081368	0.0291035233343008	0.0062779951897768	0.0034958836231633	0.0419638715155709	0.0023050427236009	0.019091440052477	0.0156527877516387	0.0012256839019435	0.0107917037281706	0.0020508218859678	0.0081091693445087	0.2191506220263252	0.0004177122310476	0.0182382235679839	0.003240540520562	0.0071126944692797	0.0120303602958263	0.084185583677941	0.0185211410373488	0.0027098400247357	0.0082147620284559	0.0006224766367758
9	9.0	Arnaud_Bal	Arnaud	1750s	M	homodiegetic	0.0053559793227992	0.0282852745297238	0.004957357196417	0.0054032280643528	0.0020021304858909	0.0244696173337498	0.0257038727009768	0.0064344489320478	0.022107294593596	0.0070636707433522	0.0433527694278667	0.0511773906193461	0.0082925959451999	0.0559314994508305	0.0006754736843387	0.1626758124207238	0.0402747502045981	0.0238694735016668	0.0293812863381508	0.0111580774678087	0.0104304854884544	0.0187233616695297	0.0192318766112922	0.0855670692079368	0.0079049141809189	0.0100688335286933	0.023993906832855	0.0012187054545965	0.0039287664409852	0.0621522283597225	0.0001570006517487	0.0042777238450581	0.008528593353788	0.0023458956079044	0.0158202042965008	0.1039665065777619	0.0261862307831938	0.0159126552796312	0.0172150045286324	0.0037980343373558
