	id	Ranked topics
0	Abbes_Voyage	[(0.1753905485030915, 11), (0.1012007892729422, 4), (0.0831097804957237, 24), (0.0707708141176677, 5), (0.0600728994889593, 14), (0.0556276210835307, 7), (0.0543475038667597, 27), (0.0517444916323726, 0), (0.0452079587533936, 1), (0.0391937872822693, 28)]
1	AndreSerieys_Comte	[(0.1143089658262638, 0), (0.0858149015802439, 1), (0.0837372796090019, 21), (0.0606265319277346, 25), (0.0602443367348045, 9), (0.0569018890428549, 27), (0.056551263267494, 5), (0.0416026572397112, 14), (0.0410827542672782, 4), (0.0405396935292106, 12)]
2	Anonym_Enfant	[(0.151782619153207, 21), (0.1176888906383162, 5), (0.0887775785502412, 8), (0.0689151208898723, 27), (0.0649684151166227, 0), (0.0627043046611081, 7), (0.0594407694123324, 28), (0.0467016529401155, 4), (0.0440946639578963, 22), (0.028431774567039, 12)]
3	Anonym_Histoire	[(0.1625253323616837, 23), (0.1180839284601698, 0), (0.0742386161010782, 1), (0.0721664231042718, 14), (0.051174380726174, 24), (0.0455801537410729, 29), (0.0418555636170585, 2), (0.0377568915526782, 6), (0.0348186348977031, 28), (0.0318167363946254, 15)]
4	Anonym_Suzon	[(0.114721610701427, 0), (0.0900823658694112, 21), (0.0708843561105844, 24), (0.0662987108376142, 4), (0.0556007773232888, 5), (0.0516094967001549, 28), (0.0498803328499358, 8), (0.0478107595842107, 6), (0.044994683860568, 25), (0.0445551626817521, 27)]
5	Anonyme_Venus	[(0.1189894492951496, 21), (0.1048444287106595, 4), (0.0987252971348862, 22), (0.0815761526662025, 8), (0.0675117311048421, 5), (0.0554655353804272, 7), (0.0529787899656571, 0), (0.0521195450610189, 28), (0.0511353345453291, 27), (0.0379978269218138, 24)]
6	Anonyme_Zoloe	[(0.1172573977302649, 22), (0.0920503006171365, 7), (0.0870013143882622, 5), (0.0822071223244443, 4), (0.0556177946008009, 28), (0.0550531438262964, 20), (0.053605135704724, 0), (0.0483258448374228, 14), (0.0417679409655009, 11), (0.0384060877009324, 21)]
7	Arnaud_Adelson	[(0.2146548308683913, 12), (0.139125037999081, 26), (0.1101908762612455, 28), (0.1070459850806457, 20), (0.0834051722583429, 2), (0.0705908282687511, 5), (0.05529473364024, 0), (0.0322293758672351, 21), (0.0256380699691681, 19), (0.0196928395014316, 17)]
8	Arnaud_Anne	[(0.3232887433293597, 12), (0.1044613615068923, 19), (0.0929162731980909, 2), (0.0675164211911957, 28), (0.063690915255801, 26), (0.0604048614859865, 5), (0.0512201418595098, 20), (0.031186316272752, 0), (0.0256067587479326, 4), (0.0241160075963886, 24)]
9	Arnaud_Bal	[(0.1781900597149225, 28), (0.125697101903524, 4), (0.1085940959603786, 12), (0.1053853206117388, 2), (0.0685916097863182, 6), (0.0681637544476369, 5), (0.0582327197040765, 0), (0.0437617537107411, 21), (0.0250906481053449, 7), (0.022297870539014, 10)]
