	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39
vaisseau	0.018159468067273844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
capitaine	0.016706710621891937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ville	0.014136447449293177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01292945261553228	0.0	0.0	0.0	0.0031290326264460356	0.0	0.0	0.0	0.0	0.0	0.006820005349023803	0.0
grand	0.013018941722076325	0.0	0.0	0.0	0.005096396474785268	0.0	0.010578059455317602	0.0	0.005260053092124668	0.010384794465877345	0.006079062218628311	0.0	0.009863941249093153	0.0	0.011131685001633808	0.0	0.0	0.004269474566504269	0.0	0.006891205099491773	0.009513674304104214	0.0	0.0	0.005736043812716066	0.0045426993758783995	0.01341075855643001	0.0	0.0	0.009033678683341331	0.0	0.0	0.005065191874543974	0.012847305491794855	0.011439278142103446	0.0	0.0	0.0	0.0071063735287586055	0.009360791655522867	0.02203717722264278
mer	0.01204112421076158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006926375638431146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
pays	0.011957311281220316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00831380741326257	0.0	0.0	0.0	0.0053216394303790245	0.0	0.0	0.0	0.0	0.0	0.0	0.0
officier	0.010281052690395039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003140157568620854
donner	0.009331172822260715	0.0	0.002952254911941362	0.008873529903572822	0.004114407885741277	0.004800525185661337	0.009850777282821854	0.0	0.009143643692852227	0.010351536517227618	0.004312693196611783	0.004712613584843008	0.007242042026753554	0.007909303101033677	0.0	0.0	0.010468267323994848	0.006583198002339917	0.008560425970897114	0.0048334146878379804	0.0	0.0	0.0	0.0058201911547119	0.011356748439695998	0.007404202925076122	0.0	0.0	0.004192191513988087	0.0	0.003931664870474594	0.005414150813708799	0.0	0.0	0.008458995178688382	0.0	0.006056387983590869	0.014591579469895886	0.004193252588545447	0.0058317211988673
port	0.008660669385930603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mettre	0.0077387271609767	0.0	0.0	0.0	0.0	0.0	0.005857218924921103	0.0	0.00516173434273916	0.005986430756950911	0.006228171291915421	0.0055874483560130524	0.010423958558719087	0.0	0.0	0.0	0.0127041312128179	0.0	0.0049594084591874	0.0	0.0	0.0	0.007527528074537555	0.0	0.0040098314138985285	0.0	0.0	0.0	0.0	0.0	0.010118548676805172	0.0	0.0	0.0	0.0	0.0	0.0073011262874007055	0.008504134498569581	0.006619416956405456	0.003196231810917655
