	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
13	long	vivre	empire	assez	président	ami	chanter	grand	donner	hôte|hôtesse	devenir	partir	temps	œil	mettre	vertu	mot	fesse	maison	fi	donner	âme	caractère	saint	feu	tenir	écrire	connaître	lever	moment
14	cependant	mettre	porter	ci	mieux	croire	encore	fruit	répondre	tête	droit	cœur	aventure	grand	effet	point	ciel	beau	mourir	fan	chrétien	peine	air	famille	alors	toujours	tableau	éducation	demander	mari
15	donner	terre	cour	baiser	placer	tendre	main	forêt	jamais	diable	raison	jour	apprendre	alors	assurer	femme	mort	enculer	passer	droit	foi	moment	grand	donner	sang	donner	théâtre	soin	matin	chère
16	effet	famille	chef	encore	ange	connaître	charme	bord	moins	comment	chose	sentiment	donner	cependant	proposer	mourir	écrier	plaisir	paraître	janvier	éclairer	vivre	beau	mariage	tête	tant	beau	nature	coucher	quitter
17	doute	ville	arme	main	moins	charme	berger|bergère	tour	puis	femme	donner	réponse	recevoir	éprouver	décider	venger	pleurer	baiser	ici	acte	divinité	occuper	aimable	jour	instant	peine	voir	idée	attendre	paraître
18	cher	beaucoup	ordre	donner	chose	amitié	feu	là	petit	table	préjugé	hier	conduire	instant	conseil	honneur	père	donner	chose	fur	humain	laisser	mari	petit	nuit	vertu	musique	leçon	jour	attendre
19	jour	richesse	honneur	jouer	toujours	objet	jour	bois	homme	chien	naître	lettrer	maison	écrier	conduite	encore	pleur|pleurs	joli	santé	certificat	vertu	triste	plaire	aimer	grand	honneur	vérité	raison	soir	cher
20	sentir	état	nation	plaisir	jouir	tendresse	donner	vent	penser	pain	crime	moment	reconnaître	jeune	connaître	fureur	cœur	coup	parler	fe	divin	jouir	grâce	maison	apercevoir	rester	mémoire	maître	voir	amant
21	apprendre	somme	citoyen	moins	offrir	toujours	air	nature	fort	point	idée	puis	chemin	princesse	personne	fille	vivre	femme	croire	célébration	encore	éprouver	toujours	parent|parents	terrible	seul	siècle	grand	rester	donner
22	moment	malheureux	héro|héros	duchesse	imaginer	doux	rose	voir	demander	cheval	détruire	billet	vie	seul	engager	jour	genou	gros	moi|mois	demeure	idée	sentir	agréable	pauvre	air	penser	homme	besoin	répondre	interrompre
23	alors	service	palais	cependant	libertin	adorer	charmant	fleur	beau	gens	intérêt	donner	coup	moment	exiger	abandonner	demander	voir	malade	demeurer	caractère	malheur	conversation	épouser	jeter	croire	génie	ainsi	revenir	maître|maîtresse
24	part	prix	soldat	tête	foi|fois	moins	voix	haut	femme	eau	liberté	cousin	alors	recevoir	moins	cœur	peine	foi|fois	abbé	délivrer	saint	rester	parler	beau	bientôt	foi|fois	talent	élève	lendemain	ci
25	désir	misère	tant	part	ami	plaisir	grâce	oiseau	ici	vieux	ordre	présent	vivre	entendre	ordre	sang	pied	évêque	dame	sieur	principe	nouveau	figure	mettre	élancer	état	bon	sen|sens	ouvrir	honneur
26	mettre	affaire	princesse	pied	moyen	sentir	dieu	air	tant	haut	espèce	envoyer	arrêter	temps	droit	criminel	âme	cuisse	médecin	mineur	sentiment	souvenir	jamais	embrasser	mouvement	perdre	français	bon	appeler	haut
27	cacher	nom	élever	temps	crime	faiblesse	bras	autour	assez	garçon	être|êtres	attendre	malheur	entrer	attendre	laisser	parler	téton	duc	bail	loi	éloigner	gens	marier	milieu	laisser	art	corps	appartement	voilà
28	état	honnête	reine	déjà	manière	craindre	baiser	jardin	pourquoi	cave	mœurs	aujourd	pays	conduire	accorder	horrible	malheureux	vivre	toujours	majeur	juste	long	connaître	âge	précipiter	honnête	partie	exemple	petit	nom
29	déjà	vendre	terre	monseigneur	près	éprouver	nature	milieu	tenir	mauvais	sage	remettre	esclave	personne	convenir	ciel	voix	bander	aimer	parent|parents	sagesse	doux	naturel	recevoir	affreux	connaître	nom	art	tête	écrier
30	assurer	écu	nom	mot	grand	digne	heureux	habiter	laisser	tirer	nation	ici	voyage	château	paraître	monstre	jeter	sucer	reine	huchet	culte	soin	donner	regarder	sembler	milord	parler	mieux	côté	ami
31	répondre	besoin	maître	chapitre	homme	vie	vif	vaste	vrai	pourquoi	général	apprendre	vaisseau	effet	affaire	odieux	jamais	langue	maladie	oncle	erreur	cependant	ridicule	ici	écrier	souffrir	portrait	propre	asseoir	songer
32	autant	servir	nouveau	passer	agir	sacrifice	délicieux	vue	monde	pauvre	gouvernement	hui	écrier	profond	alors	remords	tomber	main	recevoir	autorité	cher	quitter	occuper	tante	croire	craindre	public	usage	femme	frère
33	chercher	gagner	puissance	bientôt	tenir	œil	aimable	chemin	beaucoup	animal	faible	heure	demander	nom	part	innocence	quitter	soir	petit	établir	offrir	bientôt	petit	ami	porte	besoin	lire|liser	commencer	moment	doute
34	surprendre	luxe	pays	abord	jouissance	cesser	nouveau	plante	raison	pied	toujours	vicomte	amant	visage	motif	barbare	héler	trou	cour	cæur	gloire	près	idée	dieu	temps	ôter	comédie	seul	laisser	partir
35	craindre	pays	régner	air	créature	cruel	bientôt	ici	comment	tenir	particulier	espérer	reprendre	jour	raison	sauver	foi|fois	garçon	mal	fes	toujours	souvent	assez	nom	pied	soin	représenter	manière	air	connaître
36	secret	commerce	rang	moment	laisser	oublier	regard	travail	grand	gros	citoyen	jamais	état	cour	état	mylord	reprendre	puis	esprit	consentement	éternel	alors	manière	homme	lumière	lieu	nombre	mettre	voiture	continuer
37	tôt	moins	général	diable	ci	nature	plaire	côté	foi|fois	foi|fois	passion	sûr	près	regarder	secret	mal	état	fouetter	assez	justice	pur	besoin	penser	grand	arrêter	changer	lecteur	sentir	seul	maintenant
38	tant	petit	couronne	gros	compagne	secret	couleur	plaine	mal	appeler	créer	aimer	terre	lorsqu	cependant	victime	laisser	duclos	assurer	marier	univers	idée	charmant	voilà	couvrir	sage	jouer	naturel	regarder	permettre
39	crainte	acheter	haut	ailleurs	pourtant	époux	sembler	apercevoir	pourtant	jeter	grand	prier	courir	manière	suivre	assez	puis	chier	demander	qualité	autorité	chercher	montrer	œil	bruit	songer	peindre	goût	jeter	près
40	vue	cent	point	heureux	permettre	inspirer	sein	remplir	vérité	messieurs	partie	porter	effet	montrer	consentir	dieu	parole	décharge	long	donner	nouveau	sembler	désir	tendresse	sortir	honte	ancien	élever	rentrer	avouer
41	instant	année	gouvernement	faveur	continuer	cher	aimer	calife	plaisir	morceau	jamais	dernier	mettre	réconnaissance	accepter	sort	sein	ainsi	envoyer	famille	seul	cesse	fort	époux	pousser	passer	composer	lieu	monter	répéter
42	toucher	travailler	servir	cher	doute	naître	son	loin	passer	chirurgien	établir	idée	lendemain	encore	prouver	indigne	cher	doigt	maréchal	rue	siècle	rappeler	inspirer	personne	laisser	assez	gens	jeune	descendre	promettre
43	recevoir	posséder	grandeur	jeu	beau	perdre	caresse	sauvage	connaître	crier	système	retour	quitter	cacher	recevoir	infortune	entendre	derrière	arriver	fieur	auteur	jamais	vanité	vivre	paraître	bon	scène	devenir	paraître	comment
44	entrer	franc	armer	suite	scélérat	mériter	volupté	pays	plaire	argent	corps	départ	retourner	main	obliger	sortir	rester	vieux	vie	célébrer	suprême	perdre	humeur	monde	courage	prix	petit	agir	table	couvent
45	découvrir	domestique	paix	grand	état	instant	bouche	campagne	mot	bas	état	mot	secours	ensuite	oser	mériter	ami	jeune	honneur	abus	nature	chagrin	attacher	parler	horreur	âme	poète	servir	dîner	moi|mois
46	imaginer	jour	royaume	tenir	partie	vain	visage	palais	fâcher	bête	animal	songer	envoyer	ajouter	employer	condamner	perdre	bougre	jamais	lieu	père	foi|fois	sexe	porter	force|forces	vrai	mauvais	utile	chercher	adélaïde
47	connaître	secours	guerrier	nouveau	alors	désir	quitter	étendre	mettre	philosophe	force	passer	sauver	moi|mois	déterminer	ami	regard	putain	saint	porter	piété	regret	œil	tenir	trait	droit	encore	suivre	souper	jasmin
48	mouvement	maître	ville	messieurs	recevoir	pur	troupeau	habitant	regarder	dieu	effet	tendre	connaître	aussitôt	ailleurs	oser	jour	fouteur	princesse	père	faux	devenir	jouer	déjà	regard	force	jour	expérience	supérieur	duclos
49	sembler	porter	art	fin	volupté	unir	amoureux	rivage	air	moine	nécessaire	causer	offrir	histoire	répondre	nom	seul	ventre	mort	publier	propre	quelquefois	quelquefois	cœur	encore	propre	dessin	juger	retirer	encore
