	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
temps	0.0148184964288344	0.0	0.0	0.0037328995662328996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0062957728382371835	0.004806466882714925	0.0	0.0	0.0	0.0	0.01043171965317919	0.0	0.0	0.018105617644881947	0.0	0.0	0.0036416513877473604	0.0	0.007347313638450942	0.0	0.0	0.0
paraître	0.012922465208747515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008739030695845319	0.004608100555713728	0.0	0.0	0.0	0.007880238439306358	0.0	0.0	0.0	0.007781254533021116	0.0	0.0032876019472719226	0.0	0.0	0.0	0.004307731580458853	0.005550153945875871
encore	0.012075693984242693	0.0	0.0	0.004754754754754755	0.006825990919131181	0.0	0.006867948089015743	0.0	0.013453111305872041	0.0	0.0	0.010594728149212446	0.0	0.003768706987583294	0.0	0.005411717793158449	0.008853395687387447	0.0	0.0	0.0	0.004800202113773211	0.010889275405225373	0.0	0.0	0.0030473541126635898	0.010417288163908214	0.00331649573957855	0.0	0.0	0.003484038243396532
croire	0.010492599955820631	0.0	0.0	0.0	0.0	0.007495996720017947	0.0	0.0	0.025810692375109554	0.0	0.0	0.012998348350364572	0.0	0.0	0.008720593042506301	0.0	0.0	0.0	0.00670610549132948	0.0	0.0	0.0	0.0	0.0	0.0037048745021179743	0.006419817906280205	0.0	0.0	0.0	0.0
voir	0.010391355570282012	0.0	0.0	0.0052135468802135465	0.007086759111547429	0.0	0.007826784997547161	0.004378322834293884	0.029703476482617588	0.0	0.0	0.01368317868700568	0.009526256860189791	0.010541455776863416	0.0	0.0	0.015613656292133772	0.005691906005221932	0.018673229768786128	0.0	0.0	0.011277847679668418	0.0	0.020096631888523214	0.010760574065878485	0.01707576101094233	0.005408439206081943	0.010813581037796284	0.006913643277279641	0.0
point	0.010382151535233046	0.0	0.003196860462552638	0.0	0.0	0.01859687937556568	0.0	0.0	0.0	0.004700534051286578	0.0066330712485959745	0.0	0.0	0.0	0.01088228781120496	0.006166510011677917	0.012398525376905743	0.0	0.028653359826589595	0.011209973357462424	0.0	0.0	0.009273266054665644	0.0	0.0	0.017588869133563237	0.0	0.017040358744394617	0.0	0.0
assez	0.009544584345777188	0.0	0.0	0.005088421755088422	0.0	0.0	0.0	0.0	0.007537248028045574	0.0	0.0	0.0	0.0	0.0	0.0	0.003944857443960238	0.0	0.0	0.0048094291907514455	0.0	0.0	0.0	0.0036782228484986633	0.0	0.0	0.004152595969118051	0.0	0.0	0.0	0.0
laisser	0.008817465576908916	0.0	0.0	0.0	0.0038655049699349614	0.0	0.0	0.0	0.007303534910896874	0.0	0.0	0.0	0.0	0.0	0.0	0.00477085647554758	0.005393122825543791	0.0	0.0	0.0	0.0	0.007114573310635778	0.0	0.0	0.003312891193020168	0.005823180554395427	0.0	0.0	0.00462682280864099	0.0
œil	0.008256019438922024	0.0	0.0	0.0052135468802135465	0.0	0.003481113027872112	0.013535209383222583	0.0	0.0	0.0	0.0	0.0	0.0	0.0064086225102865674	0.0	0.0	0.015500513855234252	0.0	0.0	0.0	0.0	0.0	0.003388109497067783	0.004117358728380365	0.011746854650060062	0.0	0.0	0.0	0.0	0.0
peine	0.00809955084308961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006467975976089232	0.0	0.0	0.0	0.0	0.007725186884760565	0.0	0.0	0.0	0.0068374640525995485	0.0	0.0	0.0	0.0
moins	0.007805021721522715	0.0038643362953372958	0.0	0.004170837504170837	0.0053534175972511965	0.004703370490991653	0.0	0.0	0.00964796961729477	0.0	0.0	0.0	0.0	0.0	0.005103708624634885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01576315883679582	0.0	0.007559256886611147	0.0	0.0
apercevoir	0.007740593476179957	0.0	0.0	0.0	0.0	0.0	0.0	0.003283742125720413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004577353480432446	0.0	0.0	0.0	0.0	0.0
nouveau	0.007179147338193064	0.0	0.0038582798685980113	0.002648481815148482	0.0	0.0	0.003991437363421487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0032211882605583395	0.006374435645029976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
long	0.006939842426919962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004696531791907515	0.0	0.0	0.005921101324846421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cependant	0.006424416464177895	0.0	0.0	0.0040248581915248586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005953464661544624	0.004355024094988031	0.0	0.0	0.0	0.0	0.0	0.0	0.005421508400562504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
donner	0.006056255062219277	0.00892524372780949	0.0	0.004692192192192192	0.0	0.0	0.005641528787405789	0.0	0.010619339760444055	0.007834223418810963	0.004872347530433199	0.006445461991916316	0.005855252289789101	0.008338491788952409	0.010260141511920956	0.0	0.0	0.006422976501305483	0.00821893063583815	0.0032674810234755943	0.005894985052002189	0.0	0.004092670493399921	0.010783558574329529	0.0	0.0071954464637304155	0.0	0.01236386931454196	0.0	0.005266569437692432
effet	0.0058353582210441055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003339303603412161	0.0	0.004074815073144766	0.004496959545570404	0.005673130661267702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
doute	0.0056696855901627275	0.0	0.0	0.0	0.0037274512210087127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004415815913142117
cher	0.005642073485015831	0.0	0.0	0.002815315315315315	0.0	0.003295453666385599	0.0	0.0	0.0	0.0	0.0	0.016409071987753623	0.0	0.0	0.0	0.0	0.00516683795174475	0.0	0.0	0.0	0.003894900837930018	0.0	0.0	0.021062950773755338	0.0	0.0	0.0	0.0	0.0	0.0053475935828877
jour	0.005632869449966865	0.003609329331685596	0.0	0.0	0.0	0.0	0.006154395040806315	0.0	0.0	0.0	0.0	0.008795370009802473	0.010095262568601897	0.004132833266576849	0.0	0.005255062804409126	0.004761410886188137	0.0	0.01772489161849711	0.0	0.0	0.019844941159055586	0.0	0.00925705482809327	0.0	0.0	0.0031889382111332213	0.0	0.0073178254996436815	0.0
sentir	0.0056236654149179	0.0	0.0	0.0	0.0	0.004656955650620025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006920287173414255	0.0	0.0	0.0	0.010381489922795127	0.0	0.004253683536194747	0.0	0.0
apprendre	0.00552242102937928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005048945227001115	0.006203997723977167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01399103139013453	0.0	0.0
moment	0.005421176643840659	0.0	0.0	0.0031698365031698366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006673738770796686	0.0	0.00517059316170848	0.0	0.0	0.009947105910749474	0.0	0.0	0.0	0.0	0.007577159351639405	0.0	0.0	0.0	0.0	0.0	0.0	0.004711913802822894	0.006238859180035651
