	id	Ranked topics
0	Abbes_Voyage	[(0.1228291006120348, 50), (0.0763342761499621, 4), (0.0605157265711606, 68), (0.0423781322364583, 38), (0.0412171161673477, 26), (0.0334686607250844, 8), (0.0331772105473075, 7), (0.0318119348089957, 36), (0.0292208214390671, 42), (0.0272295367389983, 37)]
1	AndreSerieys_Comte	[(0.0848453852574198, 40), (0.0532161085509128, 28), (0.0356273804978356, 47), (0.0333954559874665, 33), (0.0299623209976966, 8), (0.0289117296455072, 44), (0.0281098908180768, 54), (0.0271351854101651, 7), (0.0269703341494396, 34), (0.0249490766105966, 21)]
2	Anonym_Enfant	[(0.07413502969345, 18), (0.0652387219544699, 15), (0.0562874808314143, 67), (0.0532650293076971, 9), (0.0395696205395343, 2), (0.0383713438914463, 47), (0.0341451259925639, 1), (0.0330408532433601, 28), (0.0313387409996889, 29), (0.0307559573051446, 44)]
3	Anonym_Histoire	[(0.1142187281267554, 19), (0.0601084684724935, 8), (0.0597326195065315, 40), (0.0594475072932686, 7), (0.0497000061699807, 65), (0.0283818703691173, 31), (0.0275812269668433, 42), (0.024596276390783, 34), (0.0243741848293627, 30), (0.0243396717491546, 25)]
4	Anonym_Suzon	[(0.0684845439526347, 8), (0.0526838209585699, 34), (0.0387129536351976, 47), (0.0366591073769656, 9), (0.0327307809067827, 36), (0.0326685382589941, 28), (0.0312216484200089, 26), (0.0287619785318304, 11), (0.0283339134124865, 15), (0.0281608727418396, 53)]
5	Anonyme_Venus	[(0.0568524676678858, 15), (0.0494197556308302, 9), (0.0443886458861197, 27), (0.0428868853004938, 67), (0.0425609142623382, 18), (0.0418801361005853, 10), (0.0396410481316193, 68), (0.0393824053296144, 36), (0.0359361712723874, 31), (0.0330819105006375, 47)]
6	Anonyme_Zoloe	[(0.0799684181196992, 36), (0.0612775307054369, 15), (0.058933115391741, 44), (0.0473364211484404, 24), (0.0430294400302963, 4), (0.0408402069817956, 10), (0.0380409066878301, 68), (0.024933514823091, 1), (0.0245622549820739, 0), (0.023264754146909, 35)]
7	Arnaud_Adelson	[(0.1719038576786321, 61), (0.07450182594279, 52), (0.0702904694473903, 44), (0.0699997566751603, 0), (0.0650249488540327, 46), (0.0558401040031417, 6), (0.035327598218012, 15), (0.0345990197786744, 3), (0.0337907643924293, 28), (0.028647609691951, 17)]
8	Arnaud_Anne	[(0.1800418604587838, 52), (0.1511560711249485, 61), (0.051139470484955, 3), (0.0441793110804568, 0), (0.0405985561614767, 23), (0.0390479829775406, 6), (0.0356471859798827, 17), (0.0348221903700543, 44), (0.0316202883663228, 46), (0.0305296813769988, 69)]
9	Arnaud_Bal	[(0.1113727025727939, 6), (0.0951809478752879, 15), (0.0934661171374212, 61), (0.0691393379826791, 68), (0.0568683249980889, 25), (0.0326771276119446, 67), (0.0322545492388961, 3), (0.0300487145918852, 38), (0.0293417109047552, 52), (0.0263941937307008, 34)]
10	Arnaud_Batilde	[(0.2199863978062019, 61), (0.1079559245687831, 52), (0.107500127252843, 6), (0.0695667008924836, 66), (0.041906705762013, 35), (0.0399156989836407, 3), (0.0319815421565568, 31), (0.0272368266586148, 17), (0.0249958906077184, 38), (0.024550117728583, 45)]
11	Arnaud_Clary	[(0.1541860996774861, 52), (0.1408184539177262, 61), (0.0470334903821901, 35), (0.043839782078186, 0), (0.043434232143125, 3), (0.0388201599093903, 55), (0.036659106550666, 48), (0.0342558652823647, 6), (0.0240316395989073, 38), (0.0221208139591075, 15)]
12	Arnaud_Epoux	[(0.1999179927250553, 61), (0.1340880837130891, 52), (0.0920841095675603, 6), (0.0408216801618433, 17), (0.030788820454147, 44), (0.030646181610373, 35), (0.0288218505126979, 31), (0.0270872527435077, 15), (0.0266310618466731, 0), (0.0264698958667829, 3)]
13	Arnaud_Fanny	[(0.1284415418597734, 61), (0.1089549646233263, 52), (0.0651229155353804, 3), (0.0597149906948285, 46), (0.0568702545288369, 0), (0.047601888478503, 35), (0.0467190828423383, 6), (0.0329463640733907, 23), (0.0306478369517492, 15), (0.0255289473103913, 49)]
14	Arnaud_Julie	[(0.1378031325492105, 52), (0.1364159330106639, 61), (0.0684585230880398, 55), (0.0595083752511057, 68), (0.0472469909321756, 35), (0.0322104424548027, 3), (0.0317711347099057, 6), (0.0298556620532516, 44), (0.026613879746435, 56), (0.0258609925040518, 0)]
15	Arnaud_Lucie	[(0.2240116004533517, 61), (0.216429454837474, 52), (0.1349893354198379, 6), (0.0306036597657525, 44), (0.0298845216237754, 3), (0.0269093601252491, 17), (0.0262243638258485, 22), (0.0209717172542832, 65), (0.0204241992916469, 31), (0.0196194630224115, 23)]
16	Arnaud_Matinees	[(0.2993711853085579, 61), (0.0576358875450592, 52), (0.0516871741006279, 46), (0.0441734043935821, 65), (0.0354756570229963, 31), (0.0334951407583073, 6), (0.0326719373919237, 49), (0.0258776282445191, 3), (0.0255027027153143, 17), (0.025143837932498, 48)]
17	Arnaud_Nancy	[(0.1350535111272617, 61), (0.098068587858755, 52), (0.0547388858143835, 56), (0.0490153673391063, 6), (0.042312152263888, 68), (0.0411716950064514, 44), (0.0391631938703278, 3), (0.032469613648923, 0), (0.0303899896532525, 38), (0.0302970502853557, 69)]
18	Arnaud_Sargines	[(0.1521122733936145, 61), (0.128376336571313, 5), (0.0434807043625298, 15), (0.0397505283422862, 35), (0.0380930850832497, 3), (0.0361816405653719, 13), (0.0330250367668279, 6), (0.0306904936130042, 38), (0.0304585187265141, 52), (0.0280876156750384, 23)]
19	Arnaud_Selicourt	[(0.1988190449304458, 61), (0.1417406576065555, 6), (0.0872522613870935, 52), (0.0568639769810683, 22), (0.0417325671482464, 3), (0.0369215435773585, 31), (0.0324664389508624, 65), (0.0316442560410908, 55), (0.027844910568305, 48), (0.0261316600930484, 38)]
20	Arnaud_Sidney	[(0.2122991812595903, 61), (0.1233555120868961, 52), (0.0503005993631778, 35), (0.040892239930547, 23), (0.0390897163849664, 48), (0.0388298952052085, 55), (0.0339526069909722, 6), (0.0319169788272227, 3), (0.0315313924617354, 0), (0.0283100615899513, 44)]
21	Arnaud_Zenothemis	[(0.217894556142538, 61), (0.1180207256562224, 52), (0.0477007533668153, 6), (0.0453423656668309, 0), (0.0450974873504221, 56), (0.043308022424375, 7), (0.0410613855740424, 35), (0.0311547669640511, 55), (0.0260503931392681, 3), (0.0227528133058986, 49)]
22	BarbeMarbois_Parisienne	[(0.1172139931099682, 68), (0.0570764863960232, 15), (0.0437354475964361, 6), (0.0377717800805768, 22), (0.0344124438089183, 8), (0.0334541743645196, 26), (0.0318157131475883, 28), (0.0306803761092586, 51), (0.0306456754971247, 34), (0.0302627485986362, 38)]
23	Barthe_Femme	[(0.1004058419076619, 68), (0.0661476571020724, 6), (0.0540916106340058, 15), (0.0426155911946059, 22), (0.0397325574984338, 26), (0.0396770119561078, 50), (0.0344622428352094, 55), (0.0292527747030584, 38), (0.0260303141060835, 4), (0.0235157828225444, 3)]
24	Bastide_Maison	[(0.1524836663111018, 4), (0.0727538330505224, 6), (0.0678462511216903, 37), (0.0661024963777577, 38), (0.0416436012963324, 3), (0.0410232639879891, 68), (0.0361827222714292, 17), (0.035948733256286, 26), (0.0345936499850978, 31), (0.0324098784648242, 57)]
25	Beauharnais_Lettres	[(0.1484302646710358, 6), (0.1153517103809306, 17), (0.1008476841222707, 61), (0.0643533232164786, 48), (0.0631734879214724, 52), (0.0398779890497445, 44), (0.031818609967514, 31), (0.0285063840675015, 56), (0.0276656847518235, 47), (0.0245436402423784, 35)]
26	Beaumont_Belle	[(0.1711137226928033, 27), (0.0623372120581391, 67), (0.0438759706354064, 1), (0.0405805728261261, 44), (0.0403615023044649, 45), (0.0352929452271258, 23), (0.030634695964926, 52), (0.0288986977143345, 28), (0.0281788013749567, 17), (0.0275888466652154, 21)]
27	Beaumont_Clarice	[(0.07494558836152, 33), (0.0476123809455996, 31), (0.0446146684819587, 54), (0.0414745266744068, 26), (0.0382748912010422, 8), (0.0350814641326631, 2), (0.0287501755444442, 47), (0.0280732337764561, 69), (0.0278685415709403, 49), (0.0249180299803529, 17)]
28	Beaumont_Prince	[(0.0730007181144834, 0), (0.0586914214398852, 34), (0.0555455515130642, 26), (0.0498495586080342, 41), (0.0462946469688578, 45), (0.0443370028613248, 66), (0.0419445464303952, 21), (0.0406679730339429, 31), (0.0395289886999919, 29), (0.0337448205885263, 12)]
29	Beckford_Vathek	[(0.1466537933380921, 45), (0.0841221404150624, 24), (0.0738469247425421, 44), (0.0576751699130496, 57), (0.0522431026079005, 29), (0.0508855996854146, 37), (0.0333797528389319, 21), (0.0308932818042826, 18), (0.0294778332084614, 3), (0.0247425379854349, 38)]
