	id	Ranked topics
0	Abbes_Voyage	[(0.1456946444842344, 10), (0.0687432849332653, 39), (0.0682878795230637, 30), (0.0551555078752037, 5), (0.0513431029845009, 3), (0.0454019453692073, 29), (0.038183524094028, 1), (0.037288169575576, 35), (0.0371046929975705, 19), (0.0364474386559668, 44)]
1	AndreSerieys_Comte	[(0.0846317606558983, 20), (0.0669559029263937, 28), (0.0625081951985642, 23), (0.0463550108829615, 29), (0.0401154440869771, 5), (0.0380837852662823, 8), (0.0364209521273949, 39), (0.0352734334308302, 15), (0.0338719170944573, 21), (0.0298340129928912, 16)]
2	Anonym_Enfant	[(0.0979809874160592, 15), (0.0816007735222711, 11), (0.0575905620420198, 33), (0.0545412616949706, 21), (0.0506897562280511, 38), (0.0490555084004604, 30), (0.0436662793920889, 28), (0.0381248292908988, 5), (0.0370627823646622, 39), (0.0348062677948278, 23)]
3	Anonym_Histoire	[(0.1411303160417256, 31), (0.0980703181601206, 23), (0.0650582988970459, 20), (0.0479533900719439, 29), (0.0447601403599373, 44), (0.0406681803522052, 1), (0.0394431477154844, 28), (0.0380592071044461, 40), (0.0313443848672551, 0), (0.0289396545463294, 3)]
4	Anonym_Suzon	[(0.0766834560209156, 23), (0.0702037483044148, 5), (0.0592974462696899, 28), (0.0545801004532197, 15), (0.0526254269526273, 44), (0.037781529422837, 11), (0.0369497926311373, 8), (0.0359280340260389, 3), (0.032664086732282, 38), (0.0324301326528881, 33)]
5	Anonyme_Venus	[(0.0729610986465103, 4), (0.0654380346246518, 33), (0.0622845469243689, 5), (0.0596249141783892, 3), (0.0558365993980573, 38), (0.0489894683379914, 11), (0.0480640548401521, 23), (0.0452428020620642, 21), (0.0437621667357653, 15), (0.0423435466351038, 30)]
6	Anonyme_Zoloe	[(0.0725917904554468, 4), (0.0663943886654918, 16), (0.0661109826537826, 33), (0.0445874913500563, 39), (0.0389856081347222, 30), (0.03835592537754, 15), (0.035088374955364, 35), (0.0335784054358654, 3), (0.031286446310922, 5), (0.0309132388689859, 32)]
7	Arnaud_Adelson	[(0.2689122297202527, 26), (0.0877620072163717, 34), (0.0693135868600084, 24), (0.0654385944326119, 41), (0.055015697320339, 28), (0.0497685734458177, 1), (0.0417839455089724, 39), (0.0358663233538673, 14), (0.0353093942458776, 32), (0.0284567085931415, 23)]
8	Arnaud_Anne	[(0.2289793507344003, 26), (0.1223887473551595, 24), (0.1051253686336261, 14), (0.0873768186708093, 42), (0.0476822047743999, 37), (0.0358242214044406, 41), (0.034328482174682, 34), (0.0267202864591434, 23), (0.0258725749364049, 28), (0.0224242109154714, 32)]
9	Arnaud_Bal	[(0.1559391611093875, 26), (0.1339105835110836, 41), (0.0834227449101749, 33), (0.0785485656536011, 18), (0.0482582945854591, 3), (0.0481992345679054, 39), (0.033042709348392, 11), (0.0318817718402926, 24), (0.028213306022369, 28), (0.0241277775789826, 1)]
